PeakID (cmd=annotatePeaks.pl ENCAB506UYG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2349	chr14	75508652	75509097	+	0	NA	intron (MLH3, intron 3 of 11)	-intron (MLH3, intron 3 of 12)	9361	MLH3	MLH3	NM_001040108			MLH3			NA
Interval_6615	chr5	150594004	150594626	+	0	NA	intron (CCDC69, intron 1 of 8)	-intron (CCDC69, intron 1 of 8)	9339	CCDC69	CCDC69	NM_015621			CCDC69			NA
Interval_7658	chr7	150104073	150104375	+	0	NA	intron (LOC728743, intron 1 of 2)	-intron (LOC728743, intron 1 of 2)	1384	LOC728743	LOC728743	NR_027237			LOC728743			NA
Interval_6045	chr4	74455449	74456485	+	0	NA	intron (RASSF6, intron 4 of 10)	-intron (RASSF6, intron 4 of 9)	30381	RASSF6	RASSF6	NM_001270392			RASSF6			NA
Interval_2340	chr14	73182125	73182425	+	0	NA	intron (DPF3, intron 5 of 9)	-intron (DPF3, intron 5 of 10)	178549	DPF3	DPF3	NM_001280542			DPF3			NA
Interval_1040	chr10	97543532	97543866	+	0	NA	intron (ENTPD1-AS1, intron 5 of 5)	-intron (ENTPD1, intron 1 of 9)	28026	ENTPD1	ENTPD1	NM_001776			ENTPD1			NA
Interval_6002	chr4	40303739	40304060	+	0	NA	Intergenic	Intergenic	-5303	LOC101060498	LOC101060498	NR_121640			LOC101060498			NA
Interval_518	chr1	169884873	169885220	+	0	NA	Intergenic	Intergenic	-21946	SCYL3	SCYL3	NM_181093			SCYL3			NA
Interval_4271	chr2	53161840	53162049	+	0	NA	Intergenic	Intergenic	-232191	MIR4431	MIR4431	NR_039630			MIR4431			NA
Interval_7011	chr6	92283740	92283971	+	0	NA	Intergenic	Intergenic	52477	MIR4643	MIR4643	NR_039786			MIR4643			NA
Interval_6680	chr5	176730652	176730871	+	0	NA	promoter-TSS (RAB24)	-promoter-TSS (RAB24)	-2	PRELID1	PRELID1	NM_013237			PRELID1			NA
Interval_2318	chr14	69287889	69288178	+	0	NA	Intergenic	Intergenic	-27402	ZFP36L1	ZFP36L1	NM_001244701			ZFP36L1			NA
Interval_7099	chr6	131831373	131831617	+	0	NA	Intergenic	Intergenic	-62849	ARG1	ARG1	NM_001244438			ARG1			NA
Interval_2770	chr16	4743497	4743752	+	0	NA	promoter-TSS (NUDT16L1)	-promoter-TSS (NUDT16L1)	-70	NUDT16L1	NUDT16L1	NM_032349			NUDT16L1			NA
Interval_4885	chr20	34730850	34731280	+	0	NA	intron (EPB41L1, intron 3 of 20)	-intron (EPB41L1, intron 2 of 22)	50433	EPB41L1	EPB41L1	NM_001258329			EPB41L1			NA
Interval_4430	chr2	111807528	111807905	+	0	NA	intron (ACOXL, intron 16 of 17)	-intron (ACOXL, intron 16 of 17)	65449	LOC400997	LOC400997	NR_122074			LOC400997			NA
Interval_5676	chr3	121974707	121975108	+	0	NA	intron (CASR, intron 2 of 6)	-intron (CASR, intron 2 of 6)	-69104	CSTA	CSTA	NM_005213			CSTA			NA
Interval_2985	chr16	67313294	67313505	+	0	NA	promoter-TSS (PLEKHG4)	-promoter-TSS (PLEKHG4)	-28	PLEKHG4	PLEKHG4	NM_001129731			PLEKHG4			NA
Interval_4825	chr20	10921585	10921849	+	0	NA	Intergenic	Intergenic	-31797	LOC101929413	LOC101929413	NR_109866			LOC101929413			NA
Interval_502	chr1	165896589	165896857	+	0	NA	Intergenic	Intergenic	19565	MIR3658	MIR3658	NR_037431			MIR3658			NA
Interval_7557	chr7	102514681	102514878	+	0	NA	intron (FBXL13, intron 17 of 20)	-intron (FBXL13, intron 16 of 18)	-38565	LRRC17	LRRC17	NM_001031692			LRRC17			NA
Interval_6483	chr5	116258410	116258685	+	0	NA	Intergenic	Intergenic	-160642	LOC102467223	LOC102467223	NR_104678			LOC102467223			NA
Interval_6593	chr5	143073398	143073620	+	0	NA	Intergenic	Intergenic	14084	MIR5197	MIR5197	NR_049829			MIR5197			NA
Interval_674	chr1	210570763	210571038	+	0	NA	intron (HHAT, intron 4 of 9)	-intron (HHAT, intron 4 of 11)	68650	HHAT	HHAT	NM_001122834			HHAT			NA
Interval_7070	chr6	116341948	116342193	+	0	NA	intron (FRK, intron 1 of 7)	-intron (FRK, intron 1 of 7)	-17824	TPI1P3	TPI1P3	NR_027338			TPI1P3			NA
Interval_7121	chr6	137579395	137579700	+	0	NA	Intergenic	Intergenic	-38980	IFNGR1	IFNGR1	NM_000416			IFNGR1			NA
Interval_7654	chr7	150065018	150065327	+	0	NA	promoter-TSS (REPIN1)	-promoter-TSS (REPIN1)	1136	RNU6-33P	RNU6-33P	NR_046491			RNU6-33P			NA
Interval_4854	chr20	20715231	20715476	+	0	NA	Intergenic	Intergenic	-22087	RALGAPA2	RALGAPA2	NM_020343			RALGAPA2			NA
Interval_5603	chr3	88191116	88191414	+	0	NA	exon (ZNF654, exon 2 of 2)	-exon (ZNF654, exon 2 of 2)	3003	ZNF654	ZNF654	NM_018293			ZNF654			NA
Interval_2197	chr14	24740462	24740965	+	0	NA	exon (RABGGTA, exon 1 of 16)	-exon (RABGGTA, exon 1 of 16)	120	RABGGTA	RABGGTA	NM_182836			RABGGTA			NA
Interval_6062	chr4	79125437	79125703	+	0	NA	intron (FRAS1, intron 2 of 73)	-intron (FRAS1, intron 2 of 41)	146846	FRAS1	FRAS1	NM_025074			FRAS1			NA
Interval_810	chr10	1685402	1685643	+	0	NA	intron (ADARB2, intron 1 of 9)	-intron (ADARB2, intron 1 of 9)	94148	ADARB2	ADARB2	NM_018702			ADARB2			NA
Interval_562	chr1	181998946	181999189	+	0	NA	Intergenic	Intergenic	31780	ZNF648	ZNF648	NM_001009992			ZNF648			NA
Interval_7605	chr7	121942074	121942306	+	0	NA	exon (FEZF1, exon 4 of 4)	-exon (FEZF1, exon 4 of 4)	-1522	FEZF1-AS1	FEZF1-AS1	NR_036484			FEZF1-AS1			NA
Interval_897	chr10	31293692	31293978	+	0	NA	intron (ZNF438, intron 1 of 7)	-intron (ZNF438, intron 1 of 7)	27031	ZNF438	ZNF438	NM_182755			ZNF438			NA
Interval_56	chr1	9136245	9136587	+	0	NA	Intergenic	Intergenic	-6529	SLC2A5	SLC2A5	NM_001135585			SLC2A5			NA
Interval_7442	chr7	64466997	64467201	+	0	NA	promoter-TSS (ERV3-1)	-promoter-TSS (ERV3-1)	25	ERV3-1	ERV3-1	NM_001007253			ERV3-1			NA
Interval_1698	chr12	44229669	44229868	+	0	NA	exon (TMEM117, exon 1 of 7)	-exon (TMEM117, exon 1 of 7)	104	TMEM117	TMEM117	NM_001286213			TMEM117			NA
Interval_3106	chr17	636094	636320	+	0	NA	intron (FAM57A, intron 1 of 4)	-intron (FAM57A, intron 1 of 4)	360	FAM57A	FAM57A	NM_024792			FAM57A			NA
Interval_446	chr1	154379808	154380037	+	0	NA	intron (IL6R, intron 1 of 8)	-intron (IL6R, intron 1 of 9)	2253	IL6R	IL6R	NM_000565			IL6R			NA
Interval_4554	chr2	163942187	163942393	+	0	NA	Intergenic	Intergenic	-247033	KCNH7	KCNH7	NM_033272			KCNH7			NA
Interval_886	chr10	23012346	23012552	+	0	NA	Intergenic	Intergenic	-8946	PIP4K2A	PIP4K2A	NM_005028			PIP4K2A			NA
Interval_8258	chr9	114783114	114783316	+	0	NA	intron (MIR3134, intron 3 of 3)	-intron (MIR3134, intron 3 of 3)	88835	MIR4668	MIR4668	NR_039814			MIR4668			NA
Interval_6240	chr4	185285829	185286228	+	0	NA	TTS (LOC102723766)	-TTS (LOC102723766)	-10898	LOC728175	LOC728175	NR_040108			LOC728175			NA
Interval_4016	chr19	45157654	45157898	+	0	NA	promoter-TSS (MIR4531)	-promoter-TSS (MIR4531)	-774	MIR4531	MIR4531	NR_039756			MIR4531			NA
Interval_570	chr1	183242461	183242656	+	0	NA	intron (NMNAT2, intron 8 of 10)	-intron (NMNAT2, intron 8 of 10)	31451	NMNAT2	NMNAT2	NM_015039			NMNAT2			NA
Interval_5357	chr3	6759082	6759523	+	0	NA	intron (GRM7-AS3, intron 2 of 3)	-intron (GRM7-AS3, intron 2 of 3)	87834	GRM7-AS3	GRM7-AS3	NR_110125			GRM7-AS3			NA
Interval_1646	chr12	26309225	26309831	+	0	NA	Intergenic	Intergenic	-31525	BHLHE41	BHLHE41	NM_030762			BHLHE41			NA
Interval_3941	chr19	23433074	23433454	+	0	NA	promoter-TSS (ZNF724P)	-promoter-TSS (ZNF724P)	-92	ZNF724P	ZNF724P	NR_045525			ZNF724P			NA
Interval_2662	chr15	79299308	79299667	+	0	NA	intron (RASGRF1, intron 13 of 26)	-intron (RASGRF1, intron 13 of 26)	-1485	RASGRF1	RASGRF1	NM_002891			RASGRF1			NA
Interval_1248	chr11	41330806	41331323	+	0	NA	intron (LRRC4C, intron 1 of 6)	-intron (LRRC4C, intron 1 of 6)	-405054	LINC01499	LINC01499	NR_120584			LINC01499			NA
Interval_5730	chr3	141055364	141056186	+	0	NA	intron (ZBTB38, intron 1 of 7)	-intron (ZBTB38, intron 1 of 7)	12720	ZBTB38	ZBTB38	NM_001080412			ZBTB38			NA
Interval_8372	chr9	140711062	140711308	+	0	NA	intron (EHMT1, intron 23 of 26)	-intron (EHMT1, intron 23 of 26)	-21686	MIR602	MIR602	NR_030333			MIR602			NA
Interval_7687	chr8	6286126	6286629	+	0	NA	intron (MCPH1, intron 3 of 13)	-intron (MCPH1, intron 3 of 7)	22264	MCPH1	MCPH1	NM_024596			MCPH1			NA
Interval_2541	chr15	52394093	52394336	+	0	NA	Intergenic	Intergenic	10758	BCL2L10	BCL2L10	NM_020396			BCL2L10			NA
Interval_1688	chr12	40443171	40443400	+	0	NA	intron (SLC2A13, intron 1 of 9)	-intron (SLC2A13, intron 1 of 9)	56376	SLC2A13	SLC2A13	NM_052885			SLC2A13			NA
Interval_7713	chr8	11274361	11274615	+	0	NA	intron (FAM167A-AS1, intron 3 of 6)	-intron (FAM167A-AS1, intron 3 of 6)	48577	FAM167A-AS1	FAM167A-AS1	NR_026814			FAM167A-AS1			NA
Interval_7128	chr6	138248718	138249400	+	0	NA	Intergenic	Intergenic	-59689	LOC100130476	LOC100130476	NR_049793			LOC100130476			NA
Interval_3217	chr17	25905830	25906082	+	0	NA	intron (KSR1, intron 4 of 20)	-intron (KSR1, intron 4 of 20)	-52218	LGALS9	LGALS9	NM_009587			LGALS9			NA
Interval_3457	chr17	73531134	73531427	+	0	NA	intron (LLGL2, intron 1 of 24)	-intron (LLGL2, intron 1 of 9)	9497	LLGL2	LLGL2	NM_004524			LLGL2			NA
Interval_6773	chr6	14875883	14876140	+	0	NA	Intergenic	Intergenic	-370195	JARID2	JARID2	NM_001267040			JARID2			NA
Interval_4022	chr19	45578448	45578749	+	0	NA	intron (ZNF296, intron 2 of 2)	-intron (ZNF296, intron 2 of 2)	1090	ZNF296	ZNF296	NM_145288			ZNF296			NA
Interval_1387	chr11	78176578	78176828	+	0	NA	intron (NARS2, intron 11 of 13)	-intron (NARS2, intron 11 of 13)	-35821	LOC101928865	LOC101928865	NR_120564			LOC101928865			NA
Interval_6429	chr5	94982371	94982643	+	0	NA	promoter-TSS (RFESD)	-promoter-TSS (RFESD)	-76	RFESD	RFESD	NM_173362			RFESD			NA
Interval_4438	chr2	112194085	112194314	+	0	NA	intron (MIR4435-2HG, intron 1 of 1)	-intron (MIR4435-2HG, intron 1 of 1)	58493	MIR4435-2HG	MIR4435-2HG	NR_024373			MIR4435-2HG			NA
Interval_4565	chr2	172179944	172180317	+	0	NA	exon (METTL8, exon 10 of 10)	-exon (METTL8, exon 10 of 10)	-110631	DCAF17	DCAF17	NM_025000			DCAF17			NA
Interval_6385	chr5	74871434	74871654	+	0	NA	intron (POLK, intron 5 of 14)	-intron (POLK, intron 5 of 14)	-35757	ANKDD1B	ANKDD1B	NM_001276713			ANKDD1B			NA
Interval_1006	chr10	82231399	82231794	+	0	NA	intron (TSPAN14, intron 1 of 8)	-intron (TSPAN14, intron 1 of 5)	17558	TSPAN14	TSPAN14	NM_030927			TSPAN14			NA
Interval_5597	chr3	80658922	80659229	+	0	NA	Intergenic	Intergenic	1102038	MIR3923	MIR3923	NR_037488			MIR3923			NA
Interval_5168	chr22	18262144	18262412	+	0	NA	TTS (LINC00528)	-TTS (LINC00528)	2222	LINC00528	LINC00528	NR_103718			LINC00528			NA
Interval_4760	chr2	237967862	237968076	+	0	NA	Intergenic	Intergenic	-26115	COPS8	COPS8	NM_006710			COPS8			NA
Interval_2151	chr13	110682801	110683149	+	0	NA	Intergenic	Intergenic	-22657	LINC00396	LINC00396	NR_126387			LINC00396			NA
Interval_6248	chr4	186508599	186508845	+	0	NA	exon (SORBS2, exon 21 of 21)	-exon (SORBS2, exon 21 of 21)	-52010	PDLIM3	PDLIM3	NM_014476			PDLIM3			NA
Interval_965	chr10	64602862	64603096	+	0	NA	Intergenic	Intergenic	-26853	EGR2	EGR2	NM_001136178			EGR2			NA
Interval_2669	chr15	81586059	81586467	+	0	NA	intron (IL16, intron 11 of 17)	-intron (IL16, intron 12 of 18)	30261	STARD5	STARD5	NM_181900			STARD5			NA
Interval_9	chr1	1136822	1137110	+	0	NA	Intergenic	Intergenic	5123	TNFRSF18	TNFRSF18	NM_004195			TNFRSF18			NA
Interval_7117	chr6	137423649	137424566	+	0	NA	Intergenic	Intergenic	-57790	IL20RA	IL20RA	NM_014432			IL20RA			NA
Interval_4685	chr2	219134834	219135171	+	0	NA	promoter-TSS (PNKD)	-promoter-TSS (PNKD)	-70	AAMP	AAMP	NM_001087			AAMP			NA
Interval_7865	chr8	76470414	76470871	+	0	NA	intron (HNF4G, intron 6 of 9)	-intron (HNF4G, intron 6 of 9)	18439	HNF4G	HNF4G	NM_004133			HNF4G			NA
Interval_667	chr1	209466758	209466985	+	0	NA	Intergenic	Intergenic	-135297	MIR205HG	MIR205HG	NM_001104548			MIR205HG			NA
Interval_7945	chr8	120055502	120055768	+	0	NA	Intergenic	Intergenic	-23789	COLEC10	COLEC10	NM_006438			COLEC10			NA
Interval_4482	chr2	132715944	132716151	+	0	NA	Intergenic	Intergenic	-156813	C2orf27B	C2orf27B	NM_214461			C2orf27B			NA
Interval_6399	chr5	78281514	78281706	+	0	NA	exon (ARSB, exon 1 of 8)	-exon (ARSB, exon 1 of 8)	156	ARSB	ARSB	NM_198709			ARSB			NA
Interval_4027	chr19	45640468	45640817	+	0	NA	intron (PPP1R37, intron 1 of 12)	-intron (PPP1R37, intron 1 of 12)	22766	NKPD1	NKPD1	NM_198478			NKPD1			NA
Interval_7170	chr6	149381542	149381750	+	0	NA	intron (UST, intron 7 of 7)	-intron (UST, intron 7 of 7)	-95826	LOC100128176	LOC100128176	NR_038408			LOC100128176			NA
Interval_3830	chr19	8477990	8478351	+	0	NA	promoter-TSS (MARCH2)	-promoter-TSS (MARCH2)	-17	MARCH2	MARCH2	NM_001005415			MARCH2			NA
Interval_2303	chr14	68141384	68141628	+	0	NA	promoter-TSS (VTI1B)	-promoter-TSS (VTI1B)	96	VTI1B	VTI1B	NM_006370			VTI1B			NA
Interval_1012	chr10	87807396	87807696	+	0	NA	intron (GRID1, intron 4 of 15)	-intron (GRID1, intron 4 of 15)	216999	MIR346	MIR346	NR_029907			MIR346			NA
Interval_4869	chr20	30293583	30293844	+	0	NA	intron (BCL2L1, intron 2 of 2)	-intron (BCL2L1, intron 2 of 2)	-15597	ABALON	ABALON	NR_131907			ABALON			NA
Interval_8211	chr9	101944061	101944276	+	0	NA	Intergenic	Intergenic	40078	ALG2	ALG2	NM_033087			ALG2			NA
Interval_4593	chr2	185308902	185309339	+	0	NA	Intergenic	Intergenic	65418	MIR548AE1	MIR548AE1	NR_039638			MIR548AE1			NA
Interval_5359	chr3	8398932	8399129	+	0	NA	intron (LMCD1-AS1, intron 3 of 3)	-intron (LMCD1-AS1, intron 3 of 3)	144314	LMCD1-AS1	LMCD1-AS1	NR_033378			LMCD1-AS1			NA
Interval_8284	chr9	126960019	126960226	+	0	NA	Intergenic	Intergenic	-60074	NEK6	NEK6	NM_014397			NEK6			NA
Interval_6627	chr5	156359250	156359534	+	0	NA	intron (TIMD4, intron 4 of 7)	-intron (TIMD4, intron 4 of 7)	30874	TIMD4	TIMD4	NM_138379			TIMD4			NA
Interval_2698	chr15	92398903	92399265	+	0	NA	intron (SLCO3A1, intron 1 of 9)	-intron (SLCO3A1, intron 1 of 10)	2146	SLCO3A1	SLCO3A1	NM_001145044			SLCO3A1			NA
Interval_685	chr1	212780515	212780794	+	0	NA	intron (ATF3, intron 1 of 3)	-intron (ATF3, intron 1 of 3)	-1316	ATF3	ATF3	NM_001206484			ATF3			NA
Interval_4054	chr19	49184403	49184597	+	0	NA	exon (SEC1P, exon 5 of 5)	-exon (SEC1P, exon 5 of 5)	-8162	NTN5	NTN5	NM_145807			NTN5			NA
Interval_8120	chr9	37371097	37371410	+	0	NA	Intergenic	Intergenic	-51454	GRHPR	GRHPR	NM_012203			GRHPR			NA
Interval_7763	chr8	29329869	29330118	+	0	NA	Intergenic	Intergenic	-123671	DUSP4	DUSP4	NM_001394			DUSP4			NA
Interval_2125	chr13	100027604	100027893	+	0	NA	intron (UBAC2, intron 8 of 8)	-intron (UBAC2, intron 8 of 8)	19363	MIR623	MIR623	NR_030353			MIR623			NA
Interval_6695	chr6	225105	225337	+	0	NA	Intergenic	Intergenic	-19737	LOC285766	LOC285766	NR_126020			LOC285766			NA
Interval_2891	chr16	25049794	25050212	+	0	NA	Intergenic	Intergenic	6941	LOC554206	LOC554206	NR_038379			LOC554206			NA
Interval_6711	chr6	2765440	2765884	+	0	NA	promoter-TSS (WRNIP1)	-promoter-TSS (WRNIP1)	-4	WRNIP1	WRNIP1	NM_020135			WRNIP1			NA
Interval_6960	chr6	68769830	68770031	+	0	NA	intron (LOC102723883, intron 1 of 1)	-intron (LOC102723883, intron 1 of 1)	4687	LOC102723883	LOC102723883	NR_125869			LOC102723883			NA
Interval_8134	chr9	38672504	38672725	+	0	NA	Intergenic	Intergenic	51529	FAM201A	FAM201A	NR_027294			FAM201A			NA
Interval_7255	chr7	1552480	1552775	+	0	NA	Intergenic	Intergenic	-8609	INTS1	INTS1	NM_001080453			INTS1			NA
Interval_5803	chr3	175073733	175073952	+	0	NA	intron (NAALADL2, intron 5 of 13)	-intron (NAALADL2, intron 5 of 13)	-13487	MIR4789	MIR4789	NR_039952			MIR4789			NA
Interval_4788	chr2	243153714	243154031	+	0	NA	Intergenic	Intergenic	123088	LOC728323	LOC728323	NR_130700			LOC728323			NA
Interval_3423	chr17	67112229	67112449	+	0	NA	intron (ABCA6, intron 11 of 38)	-intron (ABCA6, intron 11 of 38)	-16566	MIR4524A	MIR4524A	NR_039750			MIR4524A			NA
Interval_8425	chrX	22005869	22006397	+	0	NA	intron (SMS, intron 9 of 10)	-intron (SMS, intron 7 of 8)	-44429	PHEX	PHEX	NM_000444			PHEX			NA
Interval_5331	chr3	320031	320422	+	0	NA	intron (CHL1, intron 2 of 27)	-intron (CHL1, intron 2 of 26)	80900	CHL1	CHL1	NM_001253388			CHL1			NA
Interval_6950	chr6	56458598	56458893	+	0	NA	exon (DST, exon 42 of 97)	-exon (DST, exon 42 of 97)	156393	RNU6-71P	RNU6-71P	NR_046940			RNU6-71P			NA
Interval_2760	chr16	3450998	3451368	+	0	NA	promoter-TSS (ZNF174)	-promoter-TSS (ZNF174)	-7	ZNF174	ZNF174	NM_003450			ZNF174			NA
Interval_7490	chr7	83427734	83428109	+	0	NA	Intergenic	Intergenic	-149442	SEMA3E	SEMA3E	NM_012431			SEMA3E			NA
Interval_7668	chr7	152038259	152038538	+	0	NA	intron (KMT2C, intron 2 of 58)	-intron (KMT2C, intron 2 of 58)	94692	KMT2C	KMT2C	NM_170606			KMT2C			NA
Interval_4746	chr2	233964968	233965636	+	0	NA	intron (INPP5D, intron 2 of 25)	-intron (INPP5D, intron 2 of 25)	40625	INPP5D	INPP5D	NM_001017915			INPP5D			NA
Interval_7881	chr8	90845936	90846132	+	0	NA	Intergenic	Intergenic	-68062	OSGIN2	OSGIN2	NM_001126111			OSGIN2			NA
Interval_5574	chr3	69253454	69253886	+	0	NA	intron (FRMD4B, intron 11 of 22)	-intron (FRMD4B, intron 11 of 22)	-81924	LMOD3	LMOD3	NM_001304418			LMOD3			NA
Interval_506	chr1	167632141	167632537	+	0	NA	intron (RCSD1, intron 1 of 6)	-intron (RCSD1, intron 1 of 6)	32865	RCSD1	RCSD1	NM_052862			RCSD1			NA
Interval_5635	chr3	105572916	105573136	+	0	NA	intron (CBLB, intron 2 of 18)	-intron (CBLB, intron 2 of 18)	14861	CBLB	CBLB	NM_170662			CBLB			NA
Interval_6260	chr5	607736	608045	+	0	NA	intron (LOC100996325, intron 2 of 2)	-intron (LOC100996325, intron 2 of 2)	4435	LOC100996325	LOC100996325	NR_103444			LOC100996325			NA
Interval_8468	chrX	46988526	46988866	+	0	NA	Intergenic	Intergenic	15913	NDUFB11	NDUFB11	NM_019056			NDUFB11			NA
Interval_6355	chr5	59837019	59837459	+	0	NA	intron (PART1, intron 3 of 3)	-intron (PART1, intron 3 of 3)	53480	PART1	PART1	NR_024617			PART1			NA
Interval_4362	chr2	82718802	82719104	+	0	NA	Intergenic	Intergenic	-364974	LOC1720	LOC1720	NR_033423			LOC1720			NA
Interval_8361	chr9	140135319	140135772	+	0	NA	promoter-TSS (TUBB4B)	-promoter-TSS (TUBB4B)	-166	TUBB4B	TUBB4B	NM_006088			TUBB4B			NA
Interval_7480	chr7	76980879	76981205	+	0	NA	intron (GSAP, intron 18 of 30)	-intron (GSAP, intron 18 of 30)	-63473	LOC101927243	LOC101927243	NR_110073			LOC101927243			NA
Interval_7492	chr7	83872421	83872644	+	0	NA	Intergenic	Intergenic	-48315	SEMA3A	SEMA3A	NM_006080			SEMA3A			NA
Interval_2595	chr15	66446261	66446732	+	0	NA	intron (MEGF11, intron 1 of 22)	-intron (MEGF11, intron 1 of 22)	99579	MEGF11	MEGF11	NM_032445			MEGF11			NA
Interval_5503	chr3	46969865	46970117	+	0	NA	intron (CCDC12, intron 2 of 6)	-intron (CCDC12, intron 2 of 6)	46252	PTH1R	PTH1R	NM_001184744			PTH1R			NA
Interval_7373	chr7	37723220	37723475	+	0	NA	Intergenic	Intergenic	-56649	GPR141	GPR141	NM_181791			GPR141			NA
Interval_2584	chr15	65281947	65282162	+	0	NA	promoter-TSS (SPG21)	-promoter-TSS (SPG21)	230	SPG21	SPG21	NM_016630			SPG21			NA
Interval_1515	chr11	128172563	128172791	+	0	NA	Intergenic	Intergenic	219528	ETS1	ETS1	NM_001143820			ETS1			NA
Interval_5043	chr21	11041451	11041647	+	0	NA	intron (BAGE5, intron 5 of 8)	-intron (BAGE4, intron 5 of 8)	-50606	TPTE	TPTE	NM_199261			TPTE			NA
Interval_875	chr10	17685952	17686150	+	0	NA	promoter-TSS (STAM)	-promoter-TSS (STAM)	-73	STAM	STAM	NM_003473			STAM			NA
Interval_5590	chr3	73548980	73549220	+	0	NA	intron (PDZRN3, intron 3 of 9)	-intron (PDZRN3, intron 1 of 7)	-21373	LOC101927296	LOC101927296	NR_121660			LOC101927296			NA
Interval_1840	chr12	103836708	103836914	+	0	NA	intron (C12orf42, intron 2 of 10)	-intron (C12orf42, intron 2 of 5)	52977	C12orf42	C12orf42	NR_103526			C12orf42			NA
Interval_2418	chr14	96655492	96655963	+	0	NA	Intergenic	Intergenic	-15408	BDKRB2	BDKRB2	NM_000623			BDKRB2			NA
Interval_1425	chr11	102345429	102345637	+	0	NA	Intergenic	Intergenic	-21758	TMEM123	TMEM123	NM_052932			TMEM123			NA
Interval_293	chr1	68284427	68284952	+	0	NA	intron (GNG12, intron 1 of 3)	-intron (GNG12, intron 1 of 3)	-13282	GNG12-AS1	GNG12-AS1	NR_040077			GNG12-AS1			NA
Interval_5782	chr3	169846398	169846643	+	0	NA	exon (PHC3, exon 8 of 15)	-exon (PHC3, exon 8 of 15)	53017	PHC3	PHC3	NM_024947			PHC3			NA
Interval_2385	chr14	91839936	91840756	+	0	NA	intron (CCDC88C, intron 3 of 29)	-intron (CCDC88C, intron 3 of 29)	43842	CCDC88C	CCDC88C	NM_001080414			CCDC88C			NA
Interval_618	chr1	200417408	200417917	+	0	NA	Intergenic	Intergenic	-38476	ZNF281	ZNF281	NM_001281293			ZNF281			NA
Interval_7919	chr8	107757608	107757880	+	0	NA	intron (OXR1, intron 12 of 13)	-intron (OXR1, intron 14 of 15)	24728	ABRA	ABRA	NM_139166			ABRA			NA
Interval_1407	chr11	92147411	92147604	+	0	NA	intron (FAT3, intron 1 of 24)	-intron (FAT3, intron 1 of 24)	62245	FAT3	FAT3	NM_001008781			FAT3			NA
Interval_479	chr1	159895232	159895489	+	0	NA	promoter-TSS (TAGLN2)	-promoter-TSS (TAGLN2)	-28	TAGLN2	TAGLN2	NM_003564			TAGLN2			NA
Interval_5145	chr21	45595026	45595384	+	0	NA	Intergenic	Intergenic	41711	C21orf33	C21orf33	NM_004649			C21orf33			NA
Interval_4793	chr20	1703003	1703228	+	0	NA	Intergenic	Intergenic	57277	LOC100289473	LOC100289473	NR_037142			LOC100289473			NA
Interval_7129	chr6	138299593	138299790	+	0	NA	Intergenic	Intergenic	-110321	LOC100130476	LOC100130476	NR_049793			LOC100130476			NA
Interval_2437	chr14	102197744	102198263	+	0	NA	intron (LINC00239, intron 2 of 3)	-intron (LINC00239, intron 2 of 3)	1229	LINC00239	LINC00239	NR_026774			LINC00239			NA
Interval_3696	chr18	61870509	61870957	+	0	NA	intron (LOC284294, intron 2 of 9)	-intron (LOC284294, intron 2 of 9)	-54473	LINC00305	LINC00305	NR_027245			LINC00305			NA
Interval_8331	chr9	134553041	134553239	+	0	NA	intron (RAPGEF1, intron 1 of 23)	-intron (RAPGEF1, intron 1 of 23)	32089	RAPGEF1	RAPGEF1	NM_001304275			RAPGEF1			NA
Interval_7864	chr8	75483424	75483625	+	0	NA	Intergenic	Intergenic	-22680	MIR5681B	MIR5681B	NR_049871			MIR5681B			NA
Interval_5468	chr3	41240687	41241019	+	0	NA	promoter-TSS (CTNNB1)	-promoter-TSS (CTNNB1)	-89	CTNNB1	CTNNB1	NM_001098210			CTNNB1			NA
Interval_3092	chr16	89171746	89171968	+	0	NA	intron (ACSF3, intron 4 of 10)	-intron (ACSF3, intron 3 of 9)	11640	ACSF3	ACSF3	NM_001243279			ACSF3			NA
Interval_464	chr1	156474641	156475391	+	0	NA	Intergenic	Intergenic	-4382	MEF2D	MEF2D	NM_005920			MEF2D			NA
Interval_6439	chr5	98363135	98363541	+	0	NA	Intergenic	Intergenic	98500	LOC100289230	LOC100289230	NR_036530			LOC100289230			NA
Interval_8224	chr9	108737713	108737951	+	0	NA	Intergenic	Intergenic	281026	TMEM38B	TMEM38B	NM_018112			TMEM38B			NA
Interval_1536	chr11	133139081	133139622	+	0	NA	intron (OPCML, intron 1 of 7)	-intron (OPCML, intron 1 of 7)	-326314	OPCML	OPCML	NM_001012393			OPCML			NA
Interval_1558	chr12	7000231	7000440	+	0	NA	Intergenic	Intergenic	6489	DSTNP2	DSTNP2	NR_033796			DSTNP2			NA
Interval_2202	chr14	25162266	25162537	+	0	NA	Intergenic	Intergenic	-58969	GZMB	GZMB	NM_004131			GZMB			NA
Interval_3839	chr19	10523021	10523289	+	0	NA	Intergenic	Intergenic	-8884	CDC37	CDC37	NM_007065			CDC37			NA
