PeakID (cmd=annotatePeaks.pl ENCAB521XDP.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2568	chr11	126216002	126216305	+	0	NA	TTS (DCPS)	-TTS (DCPS)	9329	ST3GAL4-AS1	ST3GAL4-AS1	NR_033839			ST3GAL4-AS1			NA
Interval_5282	chr16	85034545	85034911	+	0	NA	intron (ZDHHC7, intron 1 of 7)	-intron (ZDHHC7, intron 1 of 8)	10413	ZDHHC7	ZDHHC7	NM_001145548			ZDHHC7			NA
Interval_6511	chr19	309560	309932	+	0	NA	intron (MIER2, intron 10 of 13)	-intron (MIER2, intron 10 of 13)	-18577	PPAP2C	PPAP2C	NM_003712			PPAP2C			NA
Interval_4510	chr15	93392082	93392382	+	0	NA	Intergenic	Intergenic	-34294	LINC01578	LINC01578	NR_037601			LINC01578			NA
Interval_3553	chr14	23194362	23194855	+	0	NA	Intergenic	Intergenic	-41123	OXA1L	OXA1L	NM_005015			OXA1L			NA
Interval_3747	chr14	31727297	31727592	+	0	NA	Intergenic	Intergenic	-50715	HECTD1	HECTD1	NM_015382			HECTD1			NA
Interval_7361	chr2	20784228	20784713	+	0	NA	Intergenic	Intergenic	7838	HS1BP3-IT1	HS1BP3-IT1	NR_046836			HS1BP3-IT1			NA
Interval_1943	chr11	2000169	2000680	+	0	NA	Intergenic	Intergenic	10726	MRPL23-AS1	MRPL23-AS1	NR_024471			MRPL23-AS1			NA
Interval_1738	chr10	99986592	99986895	+	0	NA	intron (R3HCC1L, intron 6 of 10)	-intron (R3HCC1L, intron 6 of 10)	41264	LOXL4	LOXL4	NM_032211			LOXL4			NA
Interval_9132	chr20	44055975	44056233	+	0	NA	Intergenic	Intergenic	1954	MIR6812	MIR6812	NR_106870			MIR6812			NA
Interval_7233	chr2	5273483	5274180	+	0	NA	Intergenic	Intergenic	557419	LINC01248	LINC01248	NR_110580			LINC01248			NA
Interval_6445	chr18	56070401	56070630	+	0	NA	Intergenic	Intergenic	-47791	MIR122	MIR122	NR_029667			MIR122			NA
Interval_14307	chr9	96830592	96830870	+	0	NA	intron (PTPDC1, intron 2 of 9)	-intron (PTPDC1, intron 2 of 9)	37655	PTPDC1	PTPDC1	NM_001253829			PTPDC1			NA
Interval_761	chr1	121336849	121337276	+	0	NA	Intergenic	Intergenic	76152	EMBP1	EMBP1	NR_003955			EMBP1			NA
Interval_6860	chr19	19372839	19373305	+	0	NA	intron (HAPLN4, intron 1 of 4)	-intron (HAPLN4, intron 1 of 4)	524	HAPLN4	HAPLN4	NM_023002			HAPLN4			NA
Interval_713	chr1	113334808	113335148	+	0	NA	Intergenic	Intergenic	58287	LINC01356	LINC01356	NR_103746			LINC01356			NA
Interval_10142	chr3	23850029	23850387	+	0	NA	intron (UBE2E1, intron 2 of 4)	-intron (UBE2E1, intron 2 of 5)	-1812	UBE2E1-AS1	UBE2E1-AS1	NR_046652			UBE2E1-AS1			NA
Interval_7231	chr2	4971803	4972052	+	0	NA	Intergenic	Intergenic	-268115	LINC01249	LINC01249	NR_034134			LINC01249			NA
Interval_1453	chr10	25213413	25213707	+	0	NA	intron (PRTFDC1, intron 3 of 8)	-intron (PRTFDC1, intron 3 of 7)	28013	PRTFDC1	PRTFDC1	NM_001282786			PRTFDC1			NA
Interval_6209	chr17	79398337	79399651	+	0	NA	intron (BAHCC1, intron 1 of 27)	-intron (BAHCC1, intron 1 of 27)	19220	MIR3186	MIR3186	NR_036152			MIR3186			NA
Interval_1284	chr1	244513862	244514524	+	0	NA	Intergenic	Intergenic	-1744	C1orf100	C1orf100	NM_001012970			C1orf100			NA
Interval_14055	chr8	144015850	144016329	+	0	NA	Intergenic	Intergenic	-16830	CYP11B2	CYP11B2	NM_000498			CYP11B2			NA
Interval_3205	chr12	124823866	124824118	+	0	NA	intron (NCOR2, intron 39 of 48)	-intron (NCOR2, intron 38 of 47)	-2204	MIR6880	MIR6880	NR_106940			MIR6880			NA
Interval_4233	chr15	38894169	38894531	+	0	NA	Intergenic	Intergenic	-37343	RASGRP1	RASGRP1	NM_005739			RASGRP1			NA
Interval_6904	chr19	33592121	33592435	+	0	NA	intron (GPATCH1, intron 8 of 19)	-intron (GPATCH1, intron 8 of 19)	20492	GPATCH1	GPATCH1	NM_018025			GPATCH1			NA
Interval_5108	chr16	57662646	57663001	+	0	NA	intron (ADGRG1, intron 1 of 14)	-intron (ADGRG1, intron 1 of 14)	685	ADGRG1	ADGRG1	NM_001145774			ADGRG1			NA
Interval_12980	chr7	32869169	32869585	+	0	NA	Intergenic	Intergenic	62091	KBTBD2	KBTBD2	NM_015483			KBTBD2			NA
Interval_1479	chr10	31041627	31041855	+	0	NA	Intergenic	Intergenic	60538	SVILP1	SVILP1	NR_036438			SVILP1			NA
Interval_3724	chr14	30119763	30120198	+	0	NA	intron (PRKD1, intron 4 of 17)	-intron (PRKD1, intron 4 of 17)	54628	MIR548AI	MIR548AI	NR_039672			MIR548AI			NA
Interval_11287	chr4	184162389	184162766	+	0	NA	promoter-TSS (WWC2-AS1)	-promoter-TSS (WWC2-AS1)	-790	WWC2-AS1	WWC2-AS1	NR_126473			WWC2-AS1			NA
Interval_11147	chr4	127771506	127771796	+	0	NA	Intergenic	Intergenic	-782436	INTU	INTU	NM_015693			INTU			NA
Interval_5399	chr16	88829986	88830331	+	0	NA	intron (PIEZO1, intron 1 of 50)	-intron (PIEZO1, intron 1 of 50)	20983	LOC339059	LOC339059	NR_120387			LOC339059			NA
Interval_971	chr1	181105597	181105930	+	0	NA	Intergenic	Intergenic	-37857	LOC101928973	LOC101928973	NR_125966			LOC101928973			NA
Interval_12133	chr6	27741545	27742188	+	0	NA	Intergenic	Intergenic	12343	LOC100131289	LOC100131289	NR_038929			LOC100131289			NA
Interval_2540	chr11	120063880	120064205	+	0	NA	Intergenic	Intergenic	-17705	OAF	OAF	NM_178507			OAF			NA
Interval_5337	chr16	86984646	86985461	+	0	NA	Intergenic	Intergenic	-106337	LOC440390	LOC440390	NR_126008			LOC440390			NA
Interval_10059	chr22	51239157	51239478	+	0	NA	Intergenic	Intergenic	17160	RPL23AP82	RPL23AP82	NR_026981			RPL23AP82			NA
Interval_12427	chr6	97256968	97257325	+	0	NA	intron (GPR63, intron 1 of 1)	-intron (GPR63, intron 2 of 2)	28207	GPR63	GPR63	NM_030784			GPR63			NA
Interval_7982	chr2	127408686	127408934	+	0	NA	Intergenic	Intergenic	-4701	GYPC	GYPC	NM_001256584			GYPC			NA
Interval_11200	chr4	145040806	145041254	+	0	NA	intron (GYPA, intron 1 of 5)	-intron (GYPA, intron 2 of 5)	20909	GYPA	GYPA	NM_001308187			GYPA			NA
Interval_4019	chr14	75719098	75719523	+	0	NA	Intergenic	Intergenic	-26171	FOS	FOS	NM_005252			FOS			NA
Interval_4644	chr16	9495068	9495468	+	0	NA	Intergenic	Intergenic	43574	LINC01177	LINC01177	NR_126397			LINC01177			NA
Interval_13483	chr7	157091648	157092518	+	0	NA	Intergenic	Intergenic	-37628	DNAJB6	DNAJB6	NM_058246			DNAJB6			NA
Interval_4722	chr16	13204085	13204600	+	0	NA	intron (SHISA9, intron 2 of 4)	-intron (SHISA9, intron 2 of 4)	208865	SHISA9	SHISA9	NM_001145204			SHISA9			NA
Interval_1322	chr10	2416446	2416735	+	0	NA	Intergenic	Intergenic	-59322	LINC00701	LINC00701	NR_038884			LINC00701			NA
Interval_6423	chr18	52830783	52831134	+	0	NA	Intergenic	Intergenic	-39421	LOC101927229	LOC101927229	NR_110743			LOC101927229			NA
Interval_9140	chr20	44573704	44573945	+	0	NA	intron (PCIF1, intron 11 of 16)	-intron (PCIF1, intron 11 of 16)	10507	PCIF1	PCIF1	NM_022104			PCIF1			NA
Interval_7437	chr2	30513497	30514031	+	0	NA	Intergenic	Intergenic	-55748	LOC285043	LOC285043	NR_122048			LOC285043			NA
Interval_4193	chr15	26202096	26202554	+	0	NA	intron (LOC100128714, intron 1 of 4)	-intron (LOC100128714, intron 1 of 4)	54818	LOC100128714	LOC100128714	NR_040082			LOC100128714			NA
Interval_2142	chr11	46015930	46016398	+	0	NA	intron (PHF21A, intron 5 of 17)	-intron (PHF21A, intron 5 of 17)	72992	GYLTL1B	GYLTL1B	NM_001300722			GYLTL1B			NA
Interval_11936	chr6	2515324	2515605	+	0	NA	Intergenic	Intergenic	119373	LINC01600	LINC01600	NR_131168			LINC01600			NA
Interval_2144	chr11	46128579	46129116	+	0	NA	intron (PHF21A, intron 1 of 17)	-intron (PHF21A, intron 1 of 17)	14138	PHF21A	PHF21A	NM_016621			PHF21A			NA
Interval_1648	chr10	81085822	81086388	+	0	NA	Intergenic	Intergenic	-21115	PPIF	PPIF	NM_005729			PPIF			NA
Interval_663	chr1	95587739	95588245	+	0	NA	intron (TMEM56-RWDD3, intron 1 of 7)	-intron (TMEM56, intron 1 of 6)	4513	TMEM56-RWDD3	TMEM56-RWDD3	NM_001199691			TMEM56-RWDD3			NA
Interval_662	chr1	95581163	95581600	+	0	NA	intron (TMEM56, intron 1 of 6)	-intron (TMEM56, intron 1 of 6)	-1513	TMEM56	TMEM56	NM_152487			TMEM56			NA
Interval_13141	chr7	76874780	76875069	+	0	NA	intron (CCDC146, intron 4 of 18)	-intron (CCDC146, intron 4 of 18)	-45774	FGL2	FGL2	NM_006682			FGL2			NA
Interval_8770	chr20	15041072	15041527	+	0	NA	intron (MACROD2, intron 5 of 16)	-intron (MACROD2, intron 5 of 16)	-131135	MACROD2-AS1	MACROD2-AS1	NR_110318			MACROD2-AS1			NA
Interval_14273	chr9	91588486	91589502	+	0	NA	Intergenic	Intergenic	-16784	C9orf47	C9orf47	NM_001142413			C9orf47			NA
Interval_10897	chr4	9352613	9352941	+	0	NA	TTS (USP17L25)	-TTS (USP17L25)	2158	USP17L30	USP17L30	NM_001256867_3			USP17L30			NA
Interval_6577	chr19	2168836	2169175	+	0	NA	intron (DOT1L, intron 1 of 27)	-intron (DOT1L, intron 1 of 27)	4857	DOT1L	DOT1L	NM_032482			DOT1L			NA
Interval_1131	chr1	214176552	214176898	+	0	NA	intron (PROX1, intron 2 of 4)	-intron (PROX1, intron 2 of 4)	14881	PROX1	PROX1	NM_001270616			PROX1			NA
Interval_13661	chr8	29677561	29677826	+	0	NA	intron (LOC101929470, intron 2 of 2)	-intron (LOC101929470, intron 2 of 2)	8327	LOC101929470	LOC101929470	NR_125817			LOC101929470			NA
Interval_2455	chr11	95745352	95745676	+	0	NA	intron (MAML2, intron 2 of 4)	-intron (MAML2, intron 2 of 4)	-88143	MTMR2	MTMR2	NM_016156			MTMR2			NA
Interval_12754	chr6	168055747	168056396	+	0	NA	Intergenic	Intergenic	23832	LOC401286	LOC401286	NR_117091			LOC401286			NA
Interval_10006	chr22	47048342	47048946	+	0	NA	intron (GRAMD4, intron 2 of 17)	-intron (GRAMD4, intron 2 of 17)	25986	GRAMD4	GRAMD4	NM_015124			GRAMD4			NA
Interval_7449	chr2	33152482	33152745	+	0	NA	intron (LOC100271832, intron 1 of 3)	-intron (LOC100271832, intron 1 of 3)	419	LOC100271832	LOC100271832	NR_027097			LOC100271832			NA
Interval_3239	chr12	130231947	130232254	+	0	NA	intron (TMEM132D, intron 1 of 8)	-intron (TMEM132D, intron 1 of 8)	156112	TMEM132D	TMEM132D	NM_133448			TMEM132D			NA
Interval_13340	chr7	131338753	131339105	+	0	NA	Intergenic	Intergenic	-97553	PODXL	PODXL	NM_005397			PODXL			NA
Interval_13131	chr7	75410081	75410342	+	0	NA	intron (CCL26, intron 1 of 3)	-intron (CCL26, intron 1 of 3)	8853	CCL26	CCL26	NM_006072			CCL26			NA
Interval_11342	chr5	1327105	1328052	+	0	NA	intron (CLPTM1L, intron 9 of 16)	-intron (CLPTM1L, intron 9 of 16)	17424	CLPTM1L	CLPTM1L	NM_030782			CLPTM1L			NA
Interval_13451	chr7	153106824	153107101	+	0	NA	intron (LINC01287, intron 1 of 3)	-intron (LINC01287, intron 1 of 3)	2357	LINC01287	LINC01287	NR_125776			LINC01287			NA
Interval_2121	chr11	43715378	43715627	+	0	NA	intron (HSD17B12, intron 1 of 10)	-intron (HSD17B12, intron 1 of 10)	13359	HSD17B12	HSD17B12	NM_016142			HSD17B12			NA
Interval_5974	chr17	62929049	62929289	+	0	NA	Intergenic	Intergenic	-13571	LRRC37A3	LRRC37A3	NM_199340			LRRC37A3			NA
Interval_13885	chr8	105677386	105678132	+	0	NA	Intergenic	Intergenic	-76507	LRP12	LRP12	NM_013437			LRP12			NA
Interval_1978	chr11	3925017	3925281	+	0	NA	intron (STIM1, intron 1 of 11)	-intron (STIM1, intron 1 of 11)	47857	MIR4687	MIR4687	NR_039835			MIR4687			NA
Interval_10211	chr3	44968467	44968751	+	0	NA	intron (ZDHHC3, intron 7 of 7)	-intron (ZDHHC3, intron 6 of 6)	49065	ZDHHC3	ZDHHC3	NM_016598			ZDHHC3			NA
Interval_9285	chr20	50397743	50398300	+	0	NA	Intergenic	Intergenic	-13071	ATP9A	ATP9A	NM_006045			ATP9A			NA
Interval_8279	chr2	203129565	203129807	+	0	NA	promoter-TSS (NOP58)	-promoter-TSS (NOP58)	-829	NOP58	NOP58	NM_015934			NOP58			NA
Interval_13945	chr8	125855104	125855332	+	0	NA	Intergenic	Intergenic	-20918	MIR4662B	MIR4662B	NR_039809			MIR4662B			NA
Interval_4515	chr15	96241555	96241797	+	0	NA	Intergenic	Intergenic	265354	LINC00924	LINC00924	NR_027132			LINC00924			NA
Interval_7406	chr2	27243188	27243462	+	0	NA	intron (MAPRE3, intron 1 of 6)	-intron (MAPRE3, intron 1 of 6)	-12449	TMEM214	TMEM214	NM_017727			TMEM214			NA
Interval_7884	chr2	112169059	112169350	+	0	NA	intron (MIR4435-2HG, intron 1 of 1)	-intron (MIR4435-2HG, intron 1 of 1)	83488	MIR4435-2HG	MIR4435-2HG	NR_024373			MIR4435-2HG			NA
Interval_5634	chr17	27207312	27207558	+	0	NA	exon (FLOT2, exon 11 of 11)	-exon (FLOT2, exon 11 of 11)	17280	FLOT2	FLOT2	NM_004475			FLOT2			NA
Interval_10624	chr3	164177579	164177854	+	0	NA	Intergenic	Intergenic	-288372	MIR1263	MIR1263	NR_031665			MIR1263			NA
Interval_13	chr1	1058920	1059666	+	0	NA	Intergenic	Intergenic	-7557	C1orf159	C1orf159	NM_017891			C1orf159			NA
Interval_2108	chr11	35270014	35270458	+	0	NA	Intergenic	Intergenic	109819	CD44	CD44	NM_000610			CD44			NA
Interval_5491	chr17	4530125	4530492	+	0	NA	Intergenic	Intergenic	14652	ALOX15	ALOX15	NM_001140			ALOX15			NA
Interval_4944	chr16	29732109	29732371	+	0	NA	Intergenic	Intergenic	25100	C16orf54	C16orf54	NM_175900			C16orf54			NA
Interval_499	chr1	52867966	52868249	+	0	NA	intron (ORC1, intron 1 of 16)	-intron (ORC1, intron 1 of 16)	2036	ORC1	ORC1	NM_004153			ORC1			NA
Interval_9008	chr20	35981244	35981471	+	0	NA	intron (SRC, intron 1 of 13)	-intron (SRC, intron 1 of 13)	6826	SRC	SRC	NM_005417			SRC			NA
Interval_11114	chr4	109948170	109948606	+	0	NA	intron (COL25A1, intron 4 of 35)	-intron (COL25A1, intron 3 of 31)	-264153	ETNPPL	ETNPPL	NM_001146590			ETNPPL			NA
Interval_12263	chr6	39961025	39961354	+	0	NA	Intergenic	Intergenic	-58899	MOCS1	MOCS1	NM_001075098			MOCS1			NA
Interval_2620	chr12	2445525	2445835	+	0	NA	intron (CACNA1C, intron 3 of 49)	-intron (CACNA1C, intron 3 of 46)	66738	CACNA1C-IT3	CACNA1C-IT3	NR_046769			CACNA1C-IT3			NA
Interval_833	chr1	154264103	154264445	+	0	NA	Intergenic	Intergenic	19235	HAX1	HAX1	NM_006118			HAX1			NA
Interval_8748	chr20	10166834	10167096	+	0	NA	intron (SNAP25-AS1, intron 2 of 4)	-intron (SNAP25-AS1, intron 2 of 4)	-32512	SNAP25	SNAP25	NM_003081			SNAP25			NA
Interval_1070	chr1	205126217	205127113	+	0	NA	intron (DSTYK, intron 9 of 11)	-intron (DSTYK, intron 9 of 12)	-35515	RBBP5	RBBP5	NM_005057			RBBP5			NA
Interval_5379	chr16	88338817	88339317	+	0	NA	Intergenic	Intergenic	111180	LOC101928880	LOC101928880	NR_110944			LOC101928880			NA
Interval_9650	chr21	41510679	41511103	+	0	NA	intron (DSCAM, intron 18 of 32)	-intron (DSCAM, intron 18 of 32)	73467	MIR4760	MIR4760	NR_039917			MIR4760			NA
Interval_14102	chr9	4761976	4762247	+	0	NA	Intergenic	Intergenic	-20802	AK3	AK3	NM_001199853			AK3			NA
Interval_5934	chr17	60249989	60250378	+	0	NA	Intergenic	Intergenic	102833	TBC1D3P2	TBC1D3P2	NR_027486			TBC1D3P2			NA
Interval_8741	chr20	9116844	9117117	+	0	NA	intron (PLCB4, intron 1 of 37)	-intron (PLCB4, intron 1 of 37)	-81057	PLCB4	PLCB4	NM_000933			PLCB4			NA
Interval_3047	chr12	110135926	110136297	+	0	NA	Intergenic	Intergenic	-16076	FAM222A	FAM222A	NM_032829			FAM222A			NA
Interval_14809	chrX	106810639	106811152	+	0	NA	intron (FRMPD3, intron 13 of 15)	-intron (FRMPD3, intron 13 of 15)	-21844	FRMPD3-AS1	FRMPD3-AS1	NR_046750			FRMPD3-AS1			NA
Interval_8661	chr20	3058443	3058787	+	0	NA	Intergenic	Intergenic	6349	OXT	OXT	NM_000915			OXT			NA
Interval_3840	chr14	36295568	36295858	+	0	NA	exon (BRMS1L, exon 1 of 10)	-exon (BRMS1L, exon 1 of 10)	116	BRMS1L	BRMS1L	NM_032352			BRMS1L			NA
Interval_7263	chr2	8724014	8724278	+	0	NA	promoter-TSS (LOC101929567)	-promoter-TSS (LOC101929567)	-224	LOC101929567	LOC101929567	NR_110257			LOC101929567			NA
Interval_511	chr1	54097771	54098708	+	0	NA	intron (GLIS1, intron 1 of 9)	-intron (GLIS1, intron 1 of 9)	101638	GLIS1	GLIS1	NM_147193			GLIS1			NA
Interval_11895	chr5	177609204	177609625	+	0	NA	Intergenic	Intergenic	5019	GMCL1P1	GMCL1P1	NR_003281			GMCL1P1			NA
Interval_5059	chr16	50459578	50459909	+	0	NA	Intergenic	Intergenic	-56898	BRD7	BRD7	NM_013263			BRD7			NA
Interval_4990	chr16	31520572	31520850	+	0	NA	promoter-TSS (C16orf58)	-promoter-TSS (C16orf58)	-971	C16orf58	C16orf58	NM_022744			C16orf58			NA
Interval_9668	chr21	44036082	44036410	+	0	NA	Intergenic	Intergenic	-1041	LOC101928233	LOC101928233	NR_131192			LOC101928233			NA
Interval_8928	chr20	31216328	31216585	+	0	NA	Intergenic	Intergenic	23327	C20orf203	C20orf203	NM_182584			C20orf203			NA
Interval_4370	chr15	66971991	66972442	+	0	NA	intron (LINC01169, intron 3 of 4)	-intron (LINC01169, intron 3 of 4)	-22458	SMAD6	SMAD6	NM_005585			SMAD6			NA
Interval_14314	chr9	97728304	97728581	+	0	NA	intron (C9orf3, intron 7 of 14)	-intron (C9orf3, intron 8 of 15)	-99190	MIR6081	MIR6081	NR_106729			MIR6081			NA
Interval_7773	chr2	95991403	95992056	+	0	NA	intron (KCNIP3, intron 2 of 8)	-intron (KCNIP3, intron 2 of 8)	28657	KCNIP3	KCNIP3	NM_013434			KCNIP3			NA
Interval_13769	chr8	62571402	62571646	+	0	NA	intron (ASPH, intron 4 of 14)	-intron (ASPH, intron 3 of 24)	30884	ASPH	ASPH	NM_032466			ASPH			NA
Interval_422	chr1	43290650	43291423	+	0	NA	promoter-TSS (ERMAP)	-promoter-TSS (ERMAP)	-213	ERMAP	ERMAP	NM_001017922			ERMAP			NA
Interval_9722	chr21	47011140	47011944	+	0	NA	Intergenic	Intergenic	-49157	SLC19A1	SLC19A1	NM_001205206			SLC19A1			NA
Interval_13163	chr7	91524165	91524459	+	0	NA	Intergenic	Intergenic	-14278	MTERF1	MTERF1	NM_006980			MTERF1			NA
Interval_335	chr1	31944443	31944720	+	0	NA	Intergenic	Intergenic	-27258	LINC01225	LINC01225	NR_034112			LINC01225			NA
Interval_7104	chr19	51727371	51727770	+	0	NA	promoter-TSS (CD33)	-promoter-TSS (CD33)	-765	CD33	CD33	NM_001772			CD33			NA
Interval_14265	chr9	90425585	90425938	+	0	NA	Intergenic	Intergenic	-33899	CTSLP8	CTSLP8	NR_033405			CTSLP8			NA
Interval_8392	chr2	220400119	220400353	+	0	NA	intron (ASIC4, intron 5 of 8)	-intron (ASIC4, intron 5 of 8)	-8149	TMEM198	TMEM198	NM_001303098			TMEM198			NA
Interval_7792	chr2	97584323	97584833	+	0	NA	promoter-TSS (LOC101927053)	-promoter-TSS (LOC101927053)	-265	LOC101927053	LOC101927053	NR_110209			LOC101927053			NA
Interval_6043	chr17	71949290	71950619	+	0	NA	Intergenic	Intergenic	-125278	LINC00469	LINC00469	NR_027146			LINC00469			NA
Interval_1395	chr10	13310906	13311177	+	0	NA	Intergenic	Intergenic	31089	PHYH	PHYH	NM_006214			PHYH			NA
Interval_10247	chr3	47610412	47610844	+	0	NA	exon (CSPG5, exon 4 of 5)	-exon (CSPG5, exon 4 of 5)	9731	CSPG5	CSPG5	NM_001206945			CSPG5			NA
Interval_2336	chr11	69796753	69797071	+	0	NA	Intergenic	Intergenic	113118	LOC101928443	LOC101928443	NR_120529			LOC101928443			NA
Interval_3543	chr14	22803233	22803461	+	0	NA	Intergenic	Intergenic	254796	DAD1	DAD1	NM_001344			DAD1			NA
Interval_14667	chrX	15567418	15568136	+	0	NA	intron (BMX, intron 17 of 18)	-intron (BMX, intron 17 of 18)	48877	BMX	BMX	NM_203281			BMX			NA
Interval_2207	chr11	61054778	61055401	+	0	NA	intron (VWCE, intron 4 of 19)	-intron (VWCE, intron 4 of 19)	7699	VWCE	VWCE	NM_152718			VWCE			NA
Interval_4852	chr16	22991819	22992211	+	0	NA	Intergenic	Intergenic	166155	HS3ST2	HS3ST2	NM_006043			HS3ST2			NA
Interval_13387	chr7	139967641	139968013	+	0	NA	Intergenic	Intergenic	90766	JHDM1D-AS1	JHDM1D-AS1	NR_024451			JHDM1D-AS1			NA
Interval_9467	chr20	61588708	61589058	+	0	NA	exon (SLC17A9, exon 4 of 14)	-exon (SLC17A9, exon 4 of 14)	4884	SLC17A9	SLC17A9	NM_001302643			SLC17A9			NA
Interval_7914	chr2	113791651	113791949	+	0	NA	intron (IL36B, intron 1 of 4)	-intron (IL36B, intron 1 of 5)	18644	IL36B	IL36B	NM_014438			IL36B			NA
Interval_3614	chr14	24102238	24102870	+	0	NA	Intergenic	Intergenic	-3019	DHRS2	DHRS2	NM_182908			DHRS2			NA
Interval_10592	chr3	154745074	154745494	+	0	NA	Intergenic	Intergenic	-52795	MME	MME	NM_007287			MME			NA
Interval_14141	chr9	32942812	32943493	+	0	NA	Intergenic	Intergenic	58422	APTX	APTX	NM_001195250			APTX			NA
Interval_2633	chr12	6037986	6039311	+	0	NA	intron (ANO2, intron 1 of 25)	-intron (ANO2, intron 1 of 25)	16750	ANO2	ANO2	NM_001278597			ANO2			NA
Interval_4074	chr14	95060181	95060828	+	0	NA	Intergenic	Intergenic	12798	SERPINA5	SERPINA5	NM_000624			SERPINA5			NA
Interval_14646	chrX	7096814	7097324	+	0	NA	Intergenic	Intergenic	-30838	HDHD1	HDHD1	NM_001178135			HDHD1			NA
Interval_1954	chr11	2324677	2325289	+	0	NA	intron (TSPAN32, intron 2 of 9)	-intron (TSPAN32, intron 2 of 9)	1740	TSPAN32	TSPAN32	NM_139022			TSPAN32			NA
Interval_2972	chr12	93709657	93710434	+	0	NA	intron (LOC643339, intron 2 of 4)	-intron (LOC643339, intron 2 of 4)	61467	LOC643339	LOC643339	NR_040096			LOC643339			NA
Interval_704	chr1	111019762	111020037	+	0	NA	Intergenic	Intergenic	-3489	CYMP	CYMP	NR_003599			CYMP			NA
Interval_251	chr1	25611537	25611979	+	0	NA	intron (RHD, intron 2 of 9)	-intron (RHD, intron 2 of 6)	12781	RHD	RHD	NM_001282870			RHD			NA
Interval_14731	chrX	48510680	48510911	+	0	NA	Intergenic	Intergenic	-31391	WAS	WAS	NM_000377			WAS			NA
Interval_2723	chr12	30910260	30910597	+	0	NA	Intergenic	Intergenic	-2980	CAPRIN2	CAPRIN2	NM_001002259			CAPRIN2			NA
Interval_12179	chr6	32135496	32135961	+	0	NA	TTS (AGPAT1)	-TTS (AGPAT1)	2165	MIR6721	MIR6721	NR_106779			MIR6721			NA
Interval_10935	chr4	37688830	37689109	+	0	NA	promoter-TSS (RELL1)	-promoter-TSS (RELL1)	-970	RELL1	RELL1	NM_001085399			RELL1			NA
Interval_677	chr1	101749105	101749414	+	0	NA	Intergenic	Intergenic	-40134	LINC01307	LINC01307	NR_126402			LINC01307			NA
Interval_7620	chr2	69408975	69409335	+	0	NA	intron (ANTXR1, intron 15 of 17)	-intron (ANTXR1, intron 15 of 17)	78341	MIR3126	MIR3126	NR_036073			MIR3126			NA
Interval_3825	chr14	35816239	35817126	+	0	NA	Intergenic	Intergenic	55159	PSMA6	PSMA6	NM_002791			PSMA6			NA
Interval_7047	chr19	47746747	47747614	+	0	NA	Intergenic	Intergenic	-12551	CCDC9	CCDC9	NM_015603			CCDC9			NA
Interval_14451	chr9	126066906	126067371	+	0	NA	Intergenic	Intergenic	-36295	STRBP	STRBP	NM_001171137			STRBP			NA
Interval_617	chr1	86046072	86046377	+	0	NA	promoter-TSS (CYR61)	-promoter-TSS (CYR61)	-220	CYR61	CYR61	NM_001554			CYR61			NA
Interval_5373	chr16	88272436	88272860	+	0	NA	Intergenic	Intergenic	44761	LOC101928880	LOC101928880	NR_110944			LOC101928880			NA
Interval_11265	chr4	173920176	173920596	+	0	NA	intron (GALNTL6, intron 10 of 12)	-intron (GALNTL6, intron 10 of 12)	-169518	GALNT7	GALNT7	NM_017423			GALNT7			NA
Interval_13088	chr7	66566017	66566289	+	0	NA	intron (TYW1, intron 12 of 15)	-intron (TYW1, intron 12 of 15)	104361	TYW1	TYW1	NM_018264			TYW1			NA
Interval_10980	chr4	54054468	54054715	+	0	NA	intron (SCFD2, intron 4 of 8)	-intron (SCFD2, intron 4 of 8)	177651	SCFD2	SCFD2	NM_152540			SCFD2			NA
Interval_12055	chr6	15300873	15301366	+	0	NA	intron (JARID2, intron 1 of 17)	-intron (JARID2, intron 1 of 17)	-52192	JARID2-AS1	JARID2-AS1	NR_120502			JARID2-AS1			NA
Interval_4387	chr15	69418440	69418716	+	0	NA	intron (MIR548H4, intron 3 of 4)	-intron (MIR548H4, intron 3 of 4)	-34395	GLCE	GLCE	NM_015554			GLCE			NA
Interval_5651	chr17	30507309	30507615	+	0	NA	intron (RHOT1, intron 6 of 20)	-intron (RHOT1, intron 6 of 19)	-28872	ARGFXP2	ARGFXP2	NR_002222			ARGFXP2			NA
Interval_13915	chr8	123695601	123695849	+	0	NA	intron (LINC01151, intron 2 of 3)	-intron (LINC01151, intron 2 of 3)	10620	LINC01151	LINC01151	NR_126348			LINC01151			NA
Interval_6037	chr17	71365297	71365530	+	0	NA	intron (SDK2, intron 36 of 44)	-intron (SDK2, intron 36 of 44)	-57270	CDC42EP4	CDC42EP4	NM_012121			CDC42EP4			NA
Interval_8920	chr20	31131464	31131941	+	0	NA	intron (NOL4L, intron 1 of 10)	-intron (NOL4L, intron 1 of 10)	33940	LOC101929698	LOC101929698	NR_110619			LOC101929698			NA
