Chr	Start	End	Entrez ID
chr16	57318061	57318939	PLLP
chr13	45616643	45617110	GPALPP1
chr12	112856388	112857456	PTPN11
chr1	65613055	65614779	AK4
chr1	206853432	206853985	MAPKAPK2
chr5	139493204	139494616	PURA
chr19	51111052	51111676	SNAR-F
chr20	44044213	44045031	PIGT
chr5	50679046	50679427	LOC642366
chr8	144461763	144462338	RHPN1
chr14	21288530	21288859	RNASE1
chr4	3294168	3294620	RGS12
chr1	145575792	145576261	PIAS3
chr6	31789030	31790228	HSPA1B
chr1	3692275	3692650	SMIM1
chr22	20222898	20223280	MIR1286
chr19	45003844	45005085	ZNF180
chr17	34122238	34122814	MMP28
chr1	230262660	230263504	GALNT2
chr1	32229945	32230413	ADGRB2
chr1	32423430	32423841	PTP4A2
chrX	48138139	48138825	SSX1
chr16	57219724	57220549	RSPRY1
chr20	62184424	62185538	C20orf195
chr19	14582874	14583588	PTGER1
chr17	4842942	4843751	SLC25A11
chr14	24682624	24682929	CHMP4A
chrX	30670880	30671784	GK
chr14	56046518	56046998	KTN1-AS1
chr15	90708858	90709460	SEMA4B
chr18	67506609	67507109	CD226
chr17	4004286	4004681	ZZEF1
chr6	45345083	45346353	SUPT3H
chr11	118938066	118938614	VPS11
chr16	16115877	16116374	ABCC1
chr19	52772468	52773238	ZNF766
chr1	1711423	1711886	NADK
chr6	27777709	27778408	HIST1H3H
chr1	17287119	17287693	MFAP2
chr9	131580194	131582440	ENDOG
chr11	63545551	63546248	C11orf95
chr1	15929936	15930431	DDI2
chr12	64237433	64238454	SRGAP1
chr3	143315779	143316502	SLC9A9
chr18	657233	658950	TYMSOS
chr14	75517699	75518618	MLH3
chr1	28994859	28996673	GMEB1
chr17	48631568	48631985	CACNA1G
chr1	154296997	154297482	ATP8B2
chr22	38902024	38902781	DDX17
chr1	244997648	244998919	COX20
chr12	121332297	121332629	SPPL3
chr11	20385022	20385705	HTATIP2
chr2	84738338	84738734	DNAH6
chr1	9488536	9489401	LOC100506022
chr5	139090296	139091021	LOC101929696
chr7	93031761	93032254	MIR653
chr19	3986726	3987096	EEF2
chr18	77006496	77006836	NFATC1
chr9	33473864	33474192	NOL6
chr8	146051898	146053139	ZNF7
chr1	151735346	151736240	MRPL9
chr15	77863425	77864056	LINGO1
chr6	33871999	33872414	MIR7159
chr2	69870647	69871135	AAK1
chr21	43934291	43934640	SLC37A1
chr15	41408427	41408837	INO80
chr17	45331143	45331982	ITGB3
chr9	133556329	133557493	EXOSC2
chr1	40204044	40204755	PPIE
chr9	35071828	35072919	VCP
chr5	174349944	174350377	FLJ16171
chr14	74111326	74112064	DNAL1
chrX	15808143	15808946	ZRSR2
chr3	118959636	118959965	B4GALT4
chr16	89894879	89895329	SPIRE2
chr11	6494811	6495589	TRIM3
chr19	49137572	49139208	DBP
chr16	88716582	88718059	CYBA
chr5	137667281	137668079	CDC25C
chr9	87937452	87937978	AGTPBP1
chr3	53174696	53175082	RFT1
chr12	117100508	117100882	C12orf49
chr20	31124105	31124964	LOC101929698
chr19	10341262	10342076	S1PR2
chr17	53749979	53750325	TMEM100
chr19	17687466	17688054	COLGALT1
chr13	42998995	42999596	TNFSF11
chr5	180587269	180587605	OR2V2
chr6	119255747	119256619	MCM9
chr19	843334	843869	PRTN3
chr7	44674742	44675109	OGDH
chr17	27942430	27943019	CORO6
chr7	32929562	32929929	KBTBD2
chr1	12570332	12570981	SNORA59B
chr10	126382140	126382487	FAM53B-AS1
chr20	32307602	32308360	PXMP4
chr22	18558893	18559372	PEX26
chr1	26606109	26606920	SH3BGRL3
chr15	76628687	76629319	ISL2
chr19	5805675	5806167	DUS3L
chr7	134001026	134002019	SLC35B4
chr12	57914222	57915059	DDIT3
chr12	110486110	110486582	C12orf76
chr9	123963414	123964831	RAB14
chr1	222790875	222791240	MIA3
chr10	135038517	135039116	UTF1
chr16	71322906	71323571	CMTR2
chrX	41782536	41783629	CASK
chr17	20810997	20812387	CCDC144NL
chr7	104950207	104950640	SRPK2
chr1	210637676	210638246	HHAT
chr5	141217846	141218346	PCDH1
chrX	148712980	148713897	TMEM185A
chr3	152552510	152553559	P2RY1
chr14	23479297	23479647	C14orf93
chr9	113018632	113019476	TXN
chr2	27440001	27440541	CAD
chr16	11351291	11351774	SOCS1
chr6	6687082	6687756	LY86-AS1
chr19	36908764	36909957	ZFP82
chr19	1904920	1906075	SCAMP4
chrX	47341618	47342824	LINC01560
chr12	32259110	32260032	BICD1
chr12	117536598	117537609	TESC
chr10	5930831	5932280	ANKRD16
chr9	123476477	123477121	MEGF9
chr22	24128755	24129922	SMARCB1
chr1	6673457	6674196	PHF13
chrX	6105292	6105615	NLGN4X
chr12	69326750	69327138	CPM
chr1	228757859	228758349	RHOU
chr8	56791938	56793274	LYN
chr17	48637763	48638262	CACNA1G
chr11	67195588	67196227	RPS6KB2
chr2	128568446	128569206	WDR33
chr13	113540191	113540508	MCF2L-AS1
chr3	9974569	9975789	CRELD1
chr6	5891927	5892825	NRN1
chr2	238875213	238875763	UBE2F
chr12	111079316	111079648	TCTN1
chr2	231921511	231922022	PSMD1
chr12	131323556	131324457	STX2
chr2	3497426	3498053	ADI1
chr19	45251914	45252220	BCL3
chr13	114144405	114146487	TMCO3
chr3	133524238	133525089	SRPRB
chr21	48054806	48056186	PRMT2
chr20	35089136	35090061	DLGAP4
chr17	40896095	40897543	EZH1
chr19	49363214	49363723	PLEKHA4
chr3	197633015	197633351	RPL35A
chr17	40117567	40119276	CNP
chr7	150736230	150736740	ASIC3
chr1	6557581	6557898	PLEKHG5
chr15	26873989	26874726	GABRB3
chr12	72233076	72233804	TBC1D15
chr12	57039735	57040139	ATP5B
chr22	23744540	23745254	ZDHHC8P1
chr19	17941003	17941606	INSL3
chr1	220101121	220102049	SLC30A10
chr16	48399508	48400265	LOC100507577
chrX	24168260	24168852	ZFX
chr11	82444604	82445125	FAM181B
chr16	50186253	50187096	PAPD5
chr6	158056893	158057209	MIR3692
chr8	48352926	48353330	SPIDR
chr4	123031406	123031769	KIAA1109
chr1	27320087	27320769	TRNP1
chr21	40279050	40279374	LOC400867
chr19	16295721	16296543	FAM32A
chr12	53845532	53846766	PCBP2
chr2	130878433	130878935	POTEF
chr16	30032555	30033181	C16orf92
chr9	101705818	101706458	COL15A1
chr12	121974060	121974530	KDM2B
chr19	10464538	10464940	ICAM3
chr8	95907078	95909204	CCNE2
chr4	82074894	82075486	LOC101928942
chr7	101376963	101377365	CUX1
chr8	96145588	96146422	PLEKHF2
chr21	47604389	47605149	SPATC1L
chr17	8026612	8026941	HES7
chr17	40086399	40087606	TTC25
chr5	179604309	179604611	RASGEF1C
chr11	57078704	57079171	TNKS1BP1
chr6	69344893	69345489	ADGRB3
chr15	99500144	99501009	PGPEP1L
chr6	26020667	26021184	HIST1H3A
chr21	38939315	38939676	DYRK1A
chr5	94890148	94891231	TTC37
chr19	18064777	18065114	KCNN1
chr22	38668627	38669383	TMEM184B
chr7	76256067	76256910	POMZP3
chr9	140009129	140009671	DPP7
chr6	107435280	107435671	BEND3
chr10	58120808	58121624	ZWINT
chr22	39892230	39892682	MIEF1
chr1	17013728	17014206	FAM231A
chr8	54793097	54793988	RGS20
chr17	54991408	54992409	TRIM25
chr7	64498174	64498733	CCT6P3
chr19	16433392	16433881	KLF2
chr13	48575016	48575883	SUCLA2
chr1	32403439	32404495	PTP4A2
chr10	80062647	80063640	LINC00595
chr1	145826351	145827259	GPR89A
chr17	1956780	1957418	HIC1
chr3	48594065	48595047	PFKFB4
chr9	28362049	28362422	LINGO2
chr2	85829294	85830449	TMEM150A
chr12	53273150	53273514	KRT78
chr20	10414265	10415987	MKKS
chr3	159745373	159745687	LINC01100
chr16	2892475	2892822	PRSS30P
chr1	16533267	16533851	ARHGEF19
chr6	71377017	71377849	SMAP1
chr7	44079972	44080498	RASA4CP
chr12	94171855	94172479	LOC101928731
chr3	128712818	128713298	KIAA1257
chr2	68694037	68695139	APLF
chr5	127418489	127420554	SLC12A2
chr1	194504370	194504886	LINC01031
chr19	48426840	48427265	SNAR-A11
chr16	71109116	71109645	HYDIN
chr12	67662783	67663563	CAND1
chr8	81213208	81213640	MIR5708
chr5	171056965	171057611	SMIM23
chr7	100825763	100826166	NAT16
chr1	207483136	207483653	CD55
chr6	7911015	7911504	TXNDC5
chr9	74661635	74662291	C9orf57
chr7	129983990	129984577	CPA5
chr8	25315848	25316990	CDCA2
chr19	19496055	19497068	GATAD2A
chr11	67917432	67918054	CHKA
chr3	71631531	71633111	FOXP1
chr6	49430707	49431156	MUT
chr1	92371264	92371673	TGFBR3
chr3	52272931	52273646	TWF2
chr16	87521091	87521472	ZCCHC14
chr3	195808148	195809449	TFRC
chr19	39993123	39994019	DLL3
chr3	3168318	3168904	TRNT1
chr1	212803520	212803822	FAM71A
chr15	78486671	78487372	ACSBG1
chrX	153235261	153235810	HCFC1
chr16	30569155	30570242	ZNF764
chr12	111051599	111052144	TCTN1
chr4	132648464	132648978	LOC101927305
chr19	40781015	40781350	MIR641
chr13	28711918	28712636	PAN3
chr19	39900675	39901025	MIR4530
chr17	47957787	47958297	TAC4
chr19	35645578	35646342	FXYD5
chr3	15165243	15165620	RBSN
chr11	67981015	67981454	SUV420H1
chr19	15280928	15281451	MIR6795
chr21	46898079	46898390	MIR6815
chr9	11064843	11065329	PTPRD-AS2
chr13	76055565	76055910	TBC1D4
chr7	127775753	127776351	MIR593
chr2	172378581	172379040	CYBRD1
chr11	70588572	70589161	SHANK2
chr16	85832911	85833416	COX4I1
chrX	152438765	152439081	MAGEA1
chr10	6465033	6465513	LOC399715
chr19	7197067	7198680	INSR
chr12	122326343	122327005	PSMD9
chr2	178499014	178499474	TTC30A
chr17	29158549	29159315	ATAD5
chr7	44107854	44108160	PGAM2
chr9	100881122	100881592	TRIM14
chr7	106415180	106415687	PIK3CG
chr22	42977646	42978369	RRP7BP
chr21	10163408	10164397	TEKT4P2
chr7	157549070	157549568	LOC100506585
chr20	21106426	21106977	KIZ
chr19	46405584	46406712	MYPOP
chr22	35653197	35653688	HMGXB4
chr16	12130901	12131245	SNX29
chr19	46233933	46234755	FBXO46
chr17	27038157	27039792	PROCA1
chr15	41043788	41044248	RMDN3
chr16	3450599	3451602	ZSCAN32
chr1	16766884	16767355	NECAP2
chr3	130568935	130569442	ATP2C1
chr13	33112696	33113157	N4BP2L2
chr14	21160379	21161051	RNASE4
chr7	10124889	10125360	PER4
chr10	50433509	50433807	C10orf128
chr1	167189302	167190230	POU2F1
chrX	48114217	48114866	SSX1
chr5	67113402	67114104	LOC101928858
chr11	11832880	11833469	MIR8070
chr1	206785529	206786399	EIF2D
chr14	105196794	105197273	ADSSL1
chr4	119756951	119757788	SEC24D
chr10	6205394	6206292	MIR3155B
chr2	231276575	231277051	SP100
chr20	53285023	53285359	DOK5
chr22	39928301	39929277	RPS19BP1
chr6	52226425	52227247	PAQR8
chr17	72983466	72984448	CDR2L
chr2	20549955	20551257	PUM2
chr4	84456678	84458264	AGPAT9
chr17	5322843	5323719	NUP88
chr7	84509590	84510401	SEMA3D
chr11	111797279	111797936	C11orf52
chr19	55959183	55959497	SHISA7
chr17	1454234	1454530	PITPNA
chr17	77373349	77373782	RBFOX3
chr1	160390860	160391237	VANGL2
chr19	917265	918025	KISS1R
chrX	110924179	110925102	ALG13
chr17	40273103	40273860	KAT2A
chr3	49203599	49204013	CCDC71
chr10	71839164	71839570	H2AFY2
chr19	2263505	2264086	OAZ1
chr14	21125613	21126120	OR6S1
chr12	861391	861896	WNK1
chr7	150715057	150715688	ATG9B
chr5	133560970	133562505	PPP2CA
chr3	194489956	194490313	LOC100507391
chr14	100532524	100533084	EVL
chr12	51295217	51295858	METTL7A
chr19	17953020	17953685	JAK3
chr2	106731694	106732122	C2orf40
chr5	11868018	11868433	CTNND2
chr17	1465074	1465535	PITPNA
chr11	44116823	44117591	EXT2
chr17	14202718	14203071	HS3ST3B1
chr6	160522492	160522850	LOC729603
chr7	100422845	100423260	EPHB4
chr7	45299449	45299862	RAMP3
chr3	170625404	170626677	EIF5A2
chr14	92302552	92303423	TC2N
chr8	58333689	58334146	LOC101929488
chr5	134387570	134388009	C5orf66-AS1
chr12	50504025	50504406	COX14
chr22	51143111	51143414	SHANK3
chr4	8582213	8582961	GPR78
chr20	40246116	40246506	CHD6
chr19	22034404	22035287	ZNF43
chr14	91976281	91977195	PPP4R3A
chr16	88298405	88298889	LOC101928880
chr15	70384102	70384696	TLE3
chr17	27546249	27546985	CRYBA1
chr3	51704833	51706104	TEX264
chr8	143507439	143507785	TSNARE1
chr4	85047865	85048454	LOC101928978
chr7	136104407	136104844	MTPN
chr17	29814459	29815732	MIR4724
chr21	45654851	45655357	ICOSLG
chr17	38497421	38498141	RARA-AS1
chr18	61118918	61119414	SERPINB5
chrX	107334536	107335074	PSMD10
chrX	147866426	147866839	AFF2
chr2	7242946	7243416	LOC101929452
chr11	85358789	85359362	TMEM126A
chr15	43522664	43523076	EPB42
chr22	36730315	36730986	MIR6819
chr19	4968455	4969241	KDM4B
chr22	40002648	40002983	CACNA1I
chr17	43862280	43862822	CRHR1
chr1	6453214	6454349	HES2
chr17	2299881	2300505	MNT
chr12	65001917	65002467	RASSF3
chr7	99431011	99431396	CYP3A43
chr8	81599302	81599696	ZNF704
chr1	15672269	15672788	EFHD2
chr12	54891109	54891619	NCKAP1L
chr14	50319135	50319946	NEMF
chr12	72079482	72080397	TMEM19
chr4	84255720	84256128	HPSE
chr2	33437246	33437559	MIR4430
chr15	93392299	93392644	LINC01578
chr11	65239441	65239986	MALAT1
chr12	32831636	32832902	DNM1L
chr14	93260146	93260903	GOLGA5
chr10	134901264	134901585	ADGRA1-AS1
chr1	31280900	31281315	LAPTM5
chr11	61734050	61735358	FTH1
chr16	68001895	68002751	SLC12A4
chr1	211722021	211722389	SLC30A1
chr4	146261301	146262023	SMAD1
chr10	49714512	49714866	MAPK8
chr5	145061165	145061495	PRELID2
chr5	68628237	68629041	CCDC125
chr12	110211143	110211463	FAM222A-AS1
chr21	45930282	45930698	TSPEAR-AS1
chr12	100557449	100558189	GOLGA2P5
chr15	55699993	55700914	CCPG1
chr1	155948197	155948710	ARHGEF2
chr20	30160426	30161397	HM13-AS1
chr12	13254302	13254738	GSG1
chr7	44058465	44059370	POLR2J4
chr22	43426961	43427272	LOC100506679
chr19	34990724	34991151	WTIP
chr4	119606374	119607021	METTL14
chr10	80827056	80827622	ZMIZ1-AS1
chr8	40457263	40457563	ZMAT4
chr14	81901770	81903175	STON2
chr19	6530808	6531440	TNFSF9
chr15	40559065	40559409	C15orf56
chr15	75229769	75230787	COX5A
chr9	132199060	132200043	LINC00963
chr16	15005655	15006057	MIR3670-4
chr1	181556926	181557492	CACNA1E
chr11	1404207	1404629	BRSK2
chr19	57172052	57172534	ZNF835
chr17	39222490	39222907	KRTAP2-4
chr5	569427	569889	MIR4456
chr7	44075867	44076439	LINC00957
chr19	56914980	56916031	ZNF583
chr16	84177988	84179359	HSDL1
chr20	49126471	49127130	PTPN1
chr10	49812875	49813230	ARHGAP22
chr7	73081785	73082221	VPS37D
chr4	107446622	107447061	GIMD1
chr10	98591730	98592259	LCOR
chr5	141070934	141072036	ARAP3
chr10	73648411	73649226	PSAP
chr3	64008898	64009589	PSMD6
chr13	75800142	75800806	CTAGE11P
chr5	172260952	172261515	ERGIC1
chr12	108297321	108298019	LOC728739
chr19	10426137	10427114	FDX1L
chr1	236029540	236030705	MIR1537
chrX	48818755	48819117	OTUD5
chr22	19553985	19554746	LINC00895
chr11	65626676	65627347	MUS81
chr7	138005625	138006078	TRIM24
chr2	73402727	73403260	NOTO
chr2	176046028	176046816	ATP5G3
chr20	1305601	1306760	SDCBP2-AS1
chr18	44670163	44670813	HDHD2
chr6	168225090	168225731	MLLT4-AS1
chr17	40706383	40707118	HSD17B1
chr17	67089316	67089701	MIR4524B
chr3	42468854	42469579	LYZL4
chr11	76341221	76341721	LRRC32
chr7	8300992	8302159	ICA1
chr2	85132231	85133145	TMSB10
chr15	28834092	28835134	GOLGA8F
chr1	214637601	214638322	PTPN14
chr9	101866922	101867510	TGFBR1
chr5	134209915	134210950	TXNDC15
chr19	51161893	51162791	C19orf81
chrX	153774655	153775779	G6PD
chr10	103362551	103362875	MIR3158-2
chr2	232570802	232572059	PTMA
chr6	31509410	31510455	DDX39B
chr12	125218847	125219233	SCARB1
chr19	12833573	12834038	TNPO2
chr19	37568643	37569503	ZNF420
chr14	105766642	105768419	PACS2
chr17	33468977	33469619	NLE1
chr7	66460151	66460920	SBDS
chr1	182758275	182759045	NPL
chr9	97021284	97021805	ZNF169
chr19	7745286	7746133	TRAPPC5
chr6	139694356	139694708	CITED2
chr6	131456402	131457215	EPB41L2
chr1	3773410	3774537	DFFB
chr5	10590477	10591008	ANKRD33B
chr16	3070175	3070629	TNFRSF12A
chr12	58239209	58240085	CTDSP2
chr19	7894507	7895491	EVI5L
chr2	122289139	122289549	RNU4ATAC
chr15	99093656	99093973	FAM169B
chr3	17622476	17622804	TBC1D5
chr19	42681226	42681642	DEDD2
chr17	49199145	49199498	SPAG9
chr17	7856593	7857026	CNTROB
chr16	67062461	67064103	CBFB
chr2	198029091	198029541	ANKRD44-IT1
chr5	43483545	43484472	C5orf28
chr1	171749952	171751119	METTL13
chr9	129987496	129987887	GARNL3
chr1	33429476	33430882	RNF19B
chr6	113201127	113201531	RFPL4B
chr8	59671584	59672025	NSMAF
chr9	72873455	72874404	SMC5
chr1	161123326	161123867	UFC1
chr8	42010188	42011890	AP3M2
chr1	183604642	183605556	ARPC5
chr20	23401204	23402641	NAPB
chr10	52177641	52178217	ASAH2
chr18	21082948	21083971	C18orf8
chr7	101723892	101724497	SH2B2
chr16	19405024	19405434	TMC5
chr17	42083889	42084876	NAGS
chrX	3629486	3629956	PRKX
chr12	121022163	121022733	POP5
chr1	155292833	155295468	RUSC1
chr10	74855855	74857261	P4HA1
chr17	57367710	57368285	YPEL2
chr13	24961235	24961574	LINC00566
chr21	46310185	46310595	PTTG1IP
chr14	23366522	23366996	REM2
chr4	38084200	38084544	PTTG2
chr19	49713465	49714045	TRPM4
chr6	64322617	64323279	PHF3
chr18	3584975	3585324	DLGAP1-AS1
chr10	80763176	80763520	ZMIZ1-AS1
chr5	84748159	84748574	NBPF22P
chr21	45834005	45834642	TRPM2-AS
chr17	80157889	80158818	CCDC57
chr8	131044893	131045296	FAM49B
chr3	52334017	52334547	MIR135A1
chr21	45208668	45209736	RRP1
chr1	64059188	64059623	PGM1
chr1	762725	763436	LINC01128
chr3	5019180	5020659	BHLHE40
chr5	81045073	81045496	SSBP2
chr13	87561533	87562066	MIR4500
chr17	65373230	65373694	PITPNC1
chr6	44025462	44026815	LOC101929705
chr6	4733022	4733465	CDYL
chr17	57696525	57697574	CLTC
chr11	47945965	47946296	PTPRJ
chr8	37939319	37939948	ASH2L
chr1	27190623	27192075	SFN
chr6	116600220	116600606	TSPYL1
chr19	11307995	11308889	KANK2
chr8	145026057	145027012	MIR661
chr19	56631777	56632269	ZNF787
chr9	138360769	138361100	PPP1R26-AS1
chr10	104170204	104170575	PSD
chr7	132766643	132767376	CHCHD3
chr19	18668153	18668976	KXD1
chr14	91883907	91884902	CCDC88C
chr17	17655277	17655998	RAI1-AS1
chr14	103585428	103585789	TNFAIP2
chr1	46016112	46016961	AKR1A1
chr7	128864058	128865456	AHCYL2
chr19	47142818	47143221	GNG8
chr1	168147899	168148493	TIPRL
chr6	135503277	135504606	MYB
chr16	18967077	18967867	TMC7
chr7	150588890	150589251	AOC1
chr1	151170578	151171464	PIP5K1A
chr3	140118924	140119244	CLSTN2-AS1
chr9	116102166	116102772	WDR31
chr1	1976168	1976839	PRKCZ
chr2	8718704	8719090	LOC101929567
chr5	135170170	135170532	SLC25A48
chr2	9143044	9144401	MBOAT2
chr4	186456400	186457010	PDLIM3
chr20	31253172	31253476	C20orf203
chr3	107809561	107810324	CD47
chr19	48706869	48707671	C19orf68
chr17	34446317	34446810	CCL4
chr13	20735017	20735390	GJA3
chr16	21531264	21532234	SLC7A5P2
chr6	79576963	79577557	IRAK1BP1
chr22	37427343	37428218	MPST
chr5	94402409	94402785	MCTP1
chr2	44000994	44001446	DYNC2LI1
chr7	127636385	127636693	SND1-IT1
chr19	12900688	12901326	JUNB
chr3	146186895	146187605	PLSCR2
chr16	764744	765998	METRN
chrX	11775694	11776173	MSL3
chr10	17698792	17699285	STAM
chrX	18372051	18373208	SCML2
chr15	78799508	78800445	HYKK
chr4	76326389	76326801	LOC441025
chr17	75315230	75315886	SEPT9
chr19	49621974	49622629	C19orf73
chr7	96746422	96747408	SDHAF3
chr17	62501345	62501831	DDX5
chr1	120925441	120926132	FCGR1B
chr13	67804270	67805584	PCDH9
chr17	17715834	17716456	MIR6777
chr19	43824041	43824460	PRG1
chr17	46708485	46708793	MIR196A1
chr12	123868072	123868784	SETD8
chr19	427427	427927	C2CD4C
chr5	43120716	43122128	ZNF131
chr15	70391779	70393319	TLE3
chr19	52044724	52045215	SIGLEC6
chr19	40723070	40723501	TTC9B
chr9	94662248	94662889	ROR2
chr10	77167765	77168255	LOC101929234
chr20	60000573	60001061	CDH4
chr19	36370647	36370967	APLP1
chr12	31681836	31682263	DENND5B-AS1
chr5	14142880	14143670	TRIO
chr7	997227	997819	ADAP1
chr3	142166794	142167124	XRN1
chr9	38068879	38069978	SHB
chr17	8648910	8649287	CCDC42
chr11	134122976	134123586	THYN1
chrX	106916167	106916620	PRPS1
chr14	34529168	34529857	EGLN3
chr19	958892	959217	WDR18
chr5	141404362	141404924	GNPDA1
chr21	46292640	46292956	PTTG1IP
chr4	80993253	80994750	ANTXR2
chr20	18447603	18448120	DZANK1
chr3	124531563	124531976	ITGB5
chr11	2858149	2858572	KCNQ1-AS1
chr19	10491058	10491610	TYK2
chr2	224821696	224822320	MRPL44
chr18	74205703	74206103	ZNF516
chr16	83970182	83970674	OSGIN1
chr20	61953536	61954316	COL20A1
chr5	77071456	77072625	TBCA
chr22	29765330	29765894	AP1B1
chr9	126116314	126116894	CRB2
chr16	53737708	53738305	FTO
chr22	46645770	46646732	CDPF1
chr5	79703367	79704573	ZFYVE16
chr5	148737107	148737955	PCYOX1L
chr2	38829842	38830541	HNRNPLL
chr16	676885	677196	WFIKKN1
chr1	231557414	231558654	EGLN1
chr11	74854063	74854534	SLCO2B1
chr1	53168680	53169386	COA7
chr7	100860724	100861877	PLOD3
chr1	121279721	121280328	EMBP1
chr7	106684645	106685203	PRKAR2B
chr11	94501436	94502784	AMOTL1
chr7	156800147	156800451	MNX1
chr17	48172548	48172981	PDK2
chr1	27718652	27719962	GPR3
chr20	59930615	59931093	CDH4
chr15	83002049	83002782	GOLGA6L10
chr3	113932924	113933351	ZNF80
chr17	40828341	40828842	PLEKHH3
chr7	44924140	44925798	PURB
chr10	30722074	30723851	MAP3K8
chr19	51161076	51161593	C19orf81
chr10	61704022	61704576	LINC01553
chr14	65569079	65569933	MAX
chr14	88459281	88459893	GALC
chr18	47721154	47721885	MYO5B
chr8	131370033	131370835	ASAP1-IT1
chr1	206846361	206846905	MAPKAPK2
chr6	43635940	43636413	MRPS18A
chr6	34393495	34394269	RPS10
chr11	74460313	74460646	RNF169
chr19	53324486	53325279	ZNF28
chr2	242498732	242499360	BOK-AS1
chr1	75198487	75199406	TYW3
chr7	129418946	129420619	MIR183
chr12	58176389	58176832	TSFM
chr19	42772117	42773447	ERF
chr6	37225165	37225823	TBC1D22B
chr22	37914965	37915908	CARD10
chr10	66156875	66157314	ANXA2P3
chr7	154958255	154958845	HTR5A-AS1
chr13	30982367	30983141	LINC01058
chr14	92506265	92507069	TRIP11
chr7	105517718	105518178	ATXN7L1
chr12	19592332	19592825	AEBP2
chr10	134852542	134853024	ADGRA1-AS1
chr11	64545788	64546887	SF1
chr12	52208152	52208540	FIGNL2
chr15	78527618	78527950	ACSBG1
chr10	126106589	126108080	OAT
chr6	2841590	2842458	SERPINB1
chr5	169734640	169734936	LCP2
chr3	11888041	11888683	TAMM41
chr1	27648296	27649025	TMEM222
chr2	74753196	74753795	DQX1
chr19	3687636	3688090	PIP5K1C
chr8	23145294	23145781	R3HCC1
chr14	55737944	55739004	FBXO34
chr4	786041	786393	LOC100129917
chr20	21748196	21748780	PAX1
chr11	57508725	57509059	C11orf31
chr18	596390	597298	CETN1
chr7	143533569	143534591	LOC154761
chr12	122906424	122907128	CLIP1
chrX	106398935	106399426	RBM41
chr17	46908145	46909083	CALCOCO2
chr11	70048862	70050419	FADD
chrX	73834137	73834699	RLIM
chr1	241682526	241683323	FH
chr8	38644230	38645053	TACC1
chr10	75503621	75504428	SEC24C
chrX	40013897	40014320	BCOR
chr11	1781582	1782056	CTSD
chr1	159791253	159791701	SLAMF8
chr12	95867417	95868000	METAP2
chr3	48342460	48343377	NME6
chr9	26947006	26947618	PLAA
chr1	38455428	38456189	SF3A3
chr12	50469030	50469416	SMARCD1
chr19	33182414	33183685	NUDT19
chr17	77819438	77819799	CBX4
chr12	53886032	53886441	MAP3K12
chr20	13619217	13620128	TASP1
chr3	165636280	165636842	BCHE
chr16	25564846	25565559	HS3ST4
chr12	121093778	121094290	CABP1
chr1	155246866	155247567	HCN3
chr1	38273179	38274564	YRDC
chr4	4861092	4862476	MSX1
chr22	23836264	23836763	LOC388882
chr9	101002791	101003126	MIR6854
chr16	56390170	56390576	AMFR
chr1	115053077	115054327	TRIM33
chr14	104028782	104029606	APOPT1
chr15	50716234	50716786	USP8
chr15	89164345	89164772	AEN
chr1	19282908	19283557	IFFO2
chr10	22912632	22913114	PIP4K2A
chr1	28969279	28970704	TAF12
chr2	241595895	241596197	AQP12B
chr1	3566314	3566938	WRAP73
chr6	10722857	10723739	TMEM14C
chr16	77590159	77590536	ADAMTS18
chr7	72475655	72476516	STAG3L1
chr3	128206525	128207723	GATA2-AS1
chr7	132806307	132806779	CHCHD3
chr22	25044939	25045354	POM121L10P
chr3	124605398	124606491	ITGB5
chr4	9693126	9693775	DRD5
chr20	62338166	62340267	ARFRP1
chr12	114029345	114029849	LHX5
chr6	116575095	116575586	TSPYL4
chr7	156802274	156804160	MNX1
chr1	185125810	185126812	SWT1
chr6	45390266	45390629	SUPT3H
chr3	57993703	57994577	FLNB
chr12	125369303	125369818	SCARB1
chr15	75870958	75871822	PTPN9
chr22	41985596	41986352	PMM1
chr20	277759	278390	ZCCHC3
chr14	92080076	92080743	PPP4R3A
chr5	168006105	168007049	PANK3
chr2	68870301	68870942	PROKR1
chr9	129968118	129968749	GARNL3
chr18	47341271	47341665	SCARNA17
chr22	50340637	50340989	PIM3
chr12	123449024	123449429	ABCB9
chr9	130461608	130462072	C9orf117
chr7	48018902	48019469	HUS1
chr16	4264201	4264504	SRL
chr3	42543384	42544312	VIPR1
chr21	45669268	45669808	ICOSLG
chr1	65329814	65330125	JAK1
chr7	150783045	150783746	AGAP3
chr2	131149065	131149800	PTPN18
chr13	77459843	77460636	KCTD12
chr9	114658664	114659519	UGCG
chr7	32996677	32997760	FKBP9
chr7	106256336	106256701	CCDC71L
chr10	97666909	97668184	C10orf131
chr16	13001628	13001949	SHISA9
chr1	237597	238057	LOC100132287
chr19	19051626	19052004	HOMER3
chr19	53030309	53031196	ZNF808
chr14	19824031	19824426	BMS1P18
chr11	63933224	63934203	MACROD1
chr19	12995747	12997050	KLF1
chr8	12293201	12294660	FAM86B2
chr6	3355457	3355910	SLC22A23
chr6	43394852	43395900	ABCC10
chr16	29685505	29685869	QPRT
chr19	55084185	55084806	LILRA2
chr15	68131980	68132986	RNU6-2
chr5	42992569	42992996	FLJ32255
chr11	76155472	76157113	C11orf30
chr6	158589083	158589850	GTF2H5
chr7	135661763	135662618	LUZP6
chr8	124169240	124170345	FAM83A
