PeakID (cmd=annotatePeaks.pl ENCAB000BLK.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_19718	chrX	53449080	53449982	+	0	NA	promoter-TSS (RIBC1)	-promoter-TSS (RIBC1)	146	SMC1A	SMC1A	NM_006306			SMC1A			NA
Interval_17140	chr7	36219129	36219626	+	0	NA	intron (EEPD1, intron 2 of 7)	-intron (EEPD1, intron 2 of 7)	26541	EEPD1	EEPD1	NM_030636			EEPD1			NA
Interval_8208	chr17	46131586	46132063	+	0	NA	intron (NFE2L1, intron 2 of 5)	-intron (NFE2L1, intron 2 of 5)	6138	NFE2L1	NFE2L1	NM_003204			NFE2L1			NA
Interval_4146	chr12	12848759	12850021	+	0	NA	promoter-TSS (GPR19)	-promoter-TSS (GPR19)	-269	GPR19	GPR19	NM_006143			GPR19			NA
Interval_16189	chr6	33282729	33283245	+	0	NA	promoter-TSS (TAPBP)	-promoter-TSS (TAPBP)	-823	TAPBP	TAPBP	NM_172208_4			TAPBP			NA
Interval_15688	chr5	175963390	175963707	+	0	NA	intron (RNF44, intron 1 of 10)	-intron (RNF44, intron 1 of 10)	873	RNF44	RNF44	NM_014901			RNF44			NA
Interval_10161	chr19	46001701	46002258	+	0	NA	exon (PPM1N, exon 1 of 5)	-exon (PPM1N, exon 1 of 5)	248	PPM1N	PPM1N	NM_001080401			PPM1N			NA
Interval_13837	chr3	124491082	124491766	+	0	NA	intron (ITGB5, intron 11 of 14)	-intron (ITGB5, intron 11 of 14)	40138	MIR544B	MIR544B	NR_036088			MIR544B			NA
Interval_653	chr1	36173353	36173739	+	0	NA	Intergenic	Intergenic	11244	C1orf216	C1orf216	NM_152374			C1orf216			NA
Interval_3391	chr11	62366603	62366999	+	0	NA	intron (MTA2, intron 3 of 17)	-intron (MTA2, intron 3 of 17)	2511	MTA2	MTA2	NM_004739			MTA2			NA
Interval_5464	chr14	51297683	51298291	+	0	NA	promoter-TSS (NIN)	-promoter-TSS (NIN)	-148	NIN	NIN	NM_182944			NIN			NA
Interval_3229	chr11	35610753	35611336	+	0	NA	Intergenic	Intergenic	-28691	FJX1	FJX1	NM_014344			FJX1			NA
Interval_19799	chrX	100074993	100075555	+	0	NA	promoter-TSS (CSTF2)	-promoter-TSS (CSTF2)	-74	CSTF2	CSTF2	NM_001306209			CSTF2			NA
Interval_10700	chr2	21346439	21347053	+	0	NA	promoter-TSS (TDRD15)	-promoter-TSS (TDRD15)	-112	TDRD15	TDRD15	NM_001306137			TDRD15			NA
Interval_3662	chr11	73018842	73020509	+	0	NA	promoter-TSS (ARHGEF17)	-promoter-TSS (ARHGEF17)	12	ARHGEF17	ARHGEF17	NM_014786			ARHGEF17			NA
Interval_14996	chr5	10505668	10506215	+	0	NA	Intergenic	Intergenic	-3101	LOC101929412	LOC101929412	NR_104606			LOC101929412			NA
Interval_12200	chr20	43540038	43540476	+	0	NA	intron (PABPC1L, intron 1 of 14)	-intron (PABPC1L, intron 1 of 14)	1554	PABPC1L	PABPC1L	NM_001124756			PABPC1L			NA
Interval_8924	chr18	47936329	47936848	+	0	NA	Intergenic	Intergenic	35196	SKA1	SKA1	NM_145060			SKA1			NA
Interval_5143	chr13	52123080	52123456	+	0	NA	Intergenic	Intergenic	-3457	MIR4703	MIR4703	NR_039852			MIR4703			NA
Interval_1857	chr1	220262849	220263965	+	0	NA	promoter-TSS (BPNT1)	-promoter-TSS (BPNT1)	-212	BPNT1	BPNT1	NM_001286149			BPNT1			NA
Interval_9700	chr19	18404107	18404510	+	0	NA	Intergenic	Intergenic	11421	MIR3188	MIR3188	NR_036155			MIR3188			NA
Interval_7416	chr16	87350646	87351336	+	0	NA	promoter-TSS (C16orf95)	-promoter-TSS (C16orf95)	35	C16orf95	C16orf95	NM_001195124			C16orf95			NA
Interval_9653	chr19	17529855	17531103	+	0	NA	promoter-TSS (MVB12A)	-promoter-TSS (MVB12A)	-177	MVB12A	MVB12A	NM_138401			MVB12A			NA
Interval_6851	chr16	22173723	22174024	+	0	NA	Intergenic	Intergenic	-43719	EEF2K	EEF2K	NM_013302			EEF2K			NA
Interval_10642	chr2	10510081	10510464	+	0	NA	intron (HPCAL1, intron 1 of 4)	-intron (HPCAL1, intron 1 of 4)	66446	HPCAL1	HPCAL1	NM_134421			HPCAL1			NA
Interval_13309	chr3	12994619	12995179	+	0	NA	intron (IQSEC1, intron 1 of 14)	-intron (IQSEC1, intron 1 of 14)	14299	IQSEC1	IQSEC1	NM_001134382			IQSEC1			NA
Interval_13763	chr3	100427747	100428647	+	0	NA	promoter-TSS (TFG)	-promoter-TSS (TFG)	22	TFG	TFG	NM_001195478			TFG			NA
Interval_6805	chr16	15350716	15351430	+	0	NA	Intergenic	Intergenic	-102214	MIR3180-4	MIR3180-4	NR_037466			MIR3180-4			NA
Interval_1338	chr1	153755656	153756657	+	0	NA	Intergenic	Intergenic	8388	SLC27A3	SLC27A3	NM_024330			SLC27A3			NA
Interval_889	chr1	54953801	54954249	+	0	NA	Intergenic	Intergenic	-59782	ACOT11	ACOT11	NM_015547			ACOT11			NA
Interval_19397	chr9	139137267	139137638	+	0	NA	exon (QSOX2, exon 1 of 12)	-exon (QSOX2, exon 1 of 12)	235	QSOX2	QSOX2	NM_181701			QSOX2			NA
Interval_17308	chr7	70255609	70255967	+	0	NA	exon (AUTS2, exon 18 of 18)	-exon (AUTS2, exon 18 of 18)	-341735	WBSCR17	WBSCR17	NM_022479			WBSCR17			NA
Interval_8806	chr18	12947900	12948852	+	0	NA	intron (SEH1L, intron 1 of 8)	-intron (SEH1L, intron 1 of 8)	393	SEH1L	SEH1L	NM_001013437			SEH1L			NA
Interval_1016	chr1	89149600	89150071	+	0	NA	promoter-TSS (PKN2)	-promoter-TSS (PKN2)	-87	PKN2	PKN2	NM_006256			PKN2			NA
Interval_16825	chr6	159290266	159291473	+	0	NA	promoter-TSS (C6orf99)	-promoter-TSS (C6orf99)	-30	C6orf99	C6orf99	NM_001302839			C6orf99			NA
Interval_15030	chr5	28632671	28633204	+	0	NA	Intergenic	Intergenic	-294040	LSP1P3	LSP1P3	NR_033961			LSP1P3			NA
Interval_11655	chr2	209406411	209407049	+	0	NA	Intergenic	Intergenic	182161	PTH2R	PTH2R	NM_005048			PTH2R			NA
Interval_11488	chr2	172543650	172544512	+	0	NA	promoter-TSS (DYNC1I2)	-promoter-TSS (DYNC1I2)	162	DYNC1I2	DYNC1I2	NM_001271790			DYNC1I2			NA
Interval_18148	chr8	33457165	33457496	+	0	NA	exon (DUSP26, exon 1 of 4)	-exon (DUSP26, exon 1 of 4)	294	DUSP26	DUSP26	NM_001305115			DUSP26			NA
Interval_11471	chr2	170550643	170551402	+	0	NA	promoter-TSS (PHOSPHO2)	-promoter-TSS (PHOSPHO2)	58	PHOSPHO2-KLHL23	PHOSPHO2-KLHL23	NM_001199290			PHOSPHO2-KLHL23			NA
Interval_6634	chr16	2245207	2245527	+	0	NA	intron (CASKIN1, intron 1 of 19)	-intron (CASKIN1, intron 1 of 19)	1098	CASKIN1	CASKIN1	NM_020764			CASKIN1			NA
Interval_6741	chr16	9183827	9185654	+	0	NA	promoter-TSS (C16orf72)	-promoter-TSS (C16orf72)	-797	C16orf72	C16orf72	NM_014117			C16orf72			NA
Interval_12548	chr21	39461079	39461396	+	0	NA	intron (DSCR4, intron 2 of 2)	-intron (DSCR4, intron 2 of 2)	32217	DSCR4	DSCR4	NM_005867			DSCR4			NA
Interval_16381	chr6	43766452	43766999	+	0	NA	Intergenic	Intergenic	28779	VEGFA	VEGFA	NM_001033756			VEGFA			NA
Interval_13332	chr3	14443573	14444672	+	0	NA	promoter-TSS (SLC6A6)	-promoter-TSS (SLC6A6)	46	SLC6A6	SLC6A6	NM_003043			SLC6A6			NA
Interval_14026	chr3	156272851	156273173	+	0	NA	promoter-TSS (SSR3)	-promoter-TSS (SSR3)	-23	SSR3	SSR3	NM_007107			SSR3			NA
Interval_6999	chr16	31415312	31415672	+	0	NA	intron (ITGAD, intron 7 of 29)	-intron (ITGAD, intron 7 of 29)	10859	ITGAD	ITGAD	NM_005353			ITGAD			NA
Interval_12263	chr20	48598954	48599789	+	0	NA	promoter-TSS (SNAI1)	-promoter-TSS (SNAI1)	-142	SNAI1	SNAI1	NM_005985			SNAI1			NA
Interval_17392	chr7	76026430	76027285	+	0	NA	promoter-TSS (ZP3)	-promoter-TSS (ZP3)	16	ZP3	ZP3	NM_001110354			ZP3			NA
Interval_15503	chr5	140777179	140777857	+	0	NA	promoter-TSS (PCDHGB5)	-promoter-TSS (PCDHGB5)	-177	PCDHGB5	PCDHGB5	NM_018925			PCDHGB5			NA
Interval_16045	chr6	27520972	27521497	+	0	NA	Intergenic	Intergenic	-80337	ZNF184	ZNF184	NM_007149			ZNF184			NA
Interval_18279	chr8	62633889	62634403	+	0	NA	Intergenic	Intergenic	6799	MIR4470	MIR4470	NR_039680			MIR4470			NA
Interval_17656	chr7	123167775	123168444	+	0	NA	intron (IQUB, intron 1 of 11)	-intron (IQUB, intron 1 of 12)	6609	IQUB	IQUB	NR_104245			IQUB			NA
Interval_17070	chr7	23636582	23637752	+	0	NA	exon (CCDC126, exon 1 of 4)	-exon (CCDC126, exon 1 of 4)	169	CCDC126	CCDC126	NM_138771			CCDC126			NA
Interval_1906	chr1	226595445	226596080	+	0	NA	promoter-TSS (PARP1)	-promoter-TSS (PARP1)	39	PARP1	PARP1	NM_001618			PARP1			NA
Interval_6643	chr16	2523710	2525333	+	0	NA	promoter-TSS (TBC1D24)	-promoter-TSS (TBC1D24)	-626	TBC1D24	TBC1D24	NM_020705			TBC1D24			NA
Interval_14829	chr4	155413044	155413381	+	0	NA	promoter-TSS (DCHS2)	-promoter-TSS (DCHS2)	58373	PLRG1	PLRG1	NM_002669			PLRG1			NA
Interval_14288	chr4	1241415	1242637	+	0	NA	intron (CTBP1, intron 1 of 9)	-intron (CTBP1, intron 1 of 9)	882	CTBP1	CTBP1	NM_001328			CTBP1			NA
Interval_14784	chr4	140786632	140787220	+	0	NA	intron (MAML3, intron 3 of 5)	-intron (MAML3, intron 3 of 5)	200004	MGST2	MGST2	NM_001204367			MGST2			NA
Interval_1062	chr1	95133234	95133747	+	0	NA	intron (LINC01057, intron 4 of 4)	-intron (LINC01057, intron 4 of 4)	77966	MIR378G	MIR378G	NR_039620			MIR378G			NA
Interval_246	chr1	11865472	11866442	+	0	NA	promoter-TSS (CLCN6)	-promoter-TSS (CLCN6)	-196	CLCN6	CLCN6	NM_001256959			CLCN6			NA
Interval_8465	chr17	73032688	73033065	+	0	NA	intron (KCTD2, intron 3 of 7)	-intron (KCTD2, intron 3 of 7)	4214	KCTD2	KCTD2	NM_015353			KCTD2			NA
Interval_6301	chr15	75939528	75940946	+	0	NA	Intergenic	Intergenic	-1111	SNX33	SNX33	NM_153271			SNX33			NA
Interval_52	chr1	1406753	1407479	+	0	NA	promoter-TSS (ATAD3B)	-promoter-TSS (ATAD3B)	-48	ATAD3B	ATAD3B	NM_031921			ATAD3B			NA
Interval_2759	chr10	105212005	105212326	+	0	NA	promoter-TSS (CALHM2)	-promoter-TSS (CALHM2)	-3	CALHM2	CALHM2	NR_024552			CALHM2			NA
Interval_17045	chr7	19748446	19748865	+	0	NA	promoter-TSS (TWISTNB)	-promoter-TSS (TWISTNB)	5	TWISTNB	TWISTNB	NM_001002926			TWISTNB			NA
Interval_18979	chr9	98545823	98546230	+	0	NA	Intergenic	Intergenic	-91874	ERCC6L2	ERCC6L2	NM_020207			ERCC6L2			NA
Interval_10081	chr19	42774681	42775210	+	0	NA	intron (CIC, intron 1 of 20)	-intron (CIC, intron 1 of 20)	-13872	CIC	CIC	NM_015125			CIC			NA
Interval_231	chr1	11332647	11333550	+	0	NA	promoter-TSS (UBIAD1)	-promoter-TSS (UBIAD1)	-157	UBIAD1	UBIAD1	NM_013319			UBIAD1			NA
Interval_6076	chr15	50798393	50798722	+	0	NA	intron (USP50, intron 6 of 6)	-intron (USP50, intron 6 of 6)	40345	USP50	USP50	NM_203494			USP50			NA
Interval_8709	chr17	81009167	81010209	+	0	NA	promoter-TSS (B3GNTL1)	-promoter-TSS (B3GNTL1)	-2	B3GNTL1	B3GNTL1	NM_001009905			B3GNTL1			NA
Interval_8858	chr18	32697849	32698274	+	0	NA	intron (MAPRE2, intron 4 of 6)	-intron (MAPRE2, intron 5 of 7)	76447	MAPRE2	MAPRE2	NM_001256420			MAPRE2			NA
Interval_12678	chr21	46975522	46976204	+	0	NA	Intergenic	Intergenic	-13478	SLC19A1	SLC19A1	NM_001205206			SLC19A1			NA
Interval_7216	chr16	69345090	69345547	+	0	NA	promoter-TSS (VPS4A)	-promoter-TSS (VPS4A)	31	VPS4A	VPS4A	NM_013245			VPS4A			NA
Interval_8250	chr17	47654108	47654449	+	0	NA	intron (NXPH3, intron 1 of 1)	-intron (NXPH3, intron 1 of 1)	980	NXPH3	NXPH3	NM_007225			NXPH3			NA
Interval_6313	chr15	77197386	77198254	+	0	NA	Intergenic	Intergenic	-21603	SCAPER	SCAPER	NM_020843			SCAPER			NA
Interval_2631	chr10	93668040	93668953	+	0	NA	exon (FGFBP3, exon 2 of 2)	-exon (FGFBP3, exon 2 of 2)	762	FGFBP3	FGFBP3	NM_152429			FGFBP3			NA
Interval_10383	chr19	51246254	51246660	+	0	NA	Intergenic	Intergenic	19852	CLEC11A	CLEC11A	NM_002975			CLEC11A			NA
Interval_5233	chr13	107222821	107223160	+	0	NA	Intergenic	Intergenic	-2476	ARGLU1	ARGLU1	NM_018011			ARGLU1			NA
Interval_12333	chr20	57414632	57414966	+	0	NA	promoter-TSS (GNAS)	-promoter-TSS (GNAS)	11159	GNAS-AS1	GNAS-AS1	NR_002785			GNAS-AS1			NA
Interval_16881	chr6	170122864	170123834	+	0	NA	intron (PHF10, intron 1 of 11)	-intron (PHF10, intron 1 of 11)	757	PHF10	PHF10	NM_018288			PHF10			NA
Interval_10536	chr19	57922371	57922892	+	0	NA	exon (ZNF17, exon 1 of 3)	-exon (ZNF17, exon 1 of 3)	102	ZNF17	ZNF17	NM_006959			ZNF17			NA
Interval_6627	chr16	2178481	2179121	+	0	NA	intron (PKD1, intron 1 of 45)	-intron (PKD1, intron 1 of 45)	-4319	MIR4516	MIR4516	NR_039741			MIR4516			NA
Interval_5564	chr14	68622802	68623173	+	0	NA	intron (RAD51B, intron 7 of 10)	-intron (RAD51B, intron 7 of 10)	336491	RAD51B	RAD51B	NM_133509			RAD51B			NA
Interval_16130	chr6	30875538	30875977	+	0	NA	promoter-TSS (GTF2H4)	-promoter-TSS (GTF2H4)	-220	GTF2H4	GTF2H4	NM_001517_3			GTF2H4			NA
Interval_3873	chr11	115943358	115944083	+	0	NA	Intergenic	Intergenic	-312802	LINC00900	LINC00900	NR_034148			LINC00900			NA
Interval_7441	chr16	88272401	88272751	+	0	NA	Intergenic	Intergenic	44689	LOC101928880	LOC101928880	NR_110944			LOC101928880			NA
Interval_4196	chr12	27396961	27397365	+	0	NA	promoter-TSS (STK38L)	-promoter-TSS (STK38L)	85	STK38L	STK38L	NM_015000			STK38L			NA
Interval_6424	chr15	88998212	88998670	+	0	NA	Intergenic	Intergenic	12192	MRPL46	MRPL46	NM_022163			MRPL46			NA
Interval_11034	chr2	73396981	73397312	+	0	NA	Intergenic	Intergenic	-32240	NOTO	NOTO	NM_001134462			NOTO			NA
Interval_6127	chr15	59396942	59397596	+	0	NA	promoter-TSS (CCNB2)	-promoter-TSS (CCNB2)	-15	CCNB2	CCNB2	NM_004701			CCNB2			NA
Interval_8971	chr18	60193620	60194236	+	0	NA	intron (ZCCHC2, intron 1 of 14)	-intron (ZCCHC2, intron 1 of 13)	3270	ZCCHC2	ZCCHC2	NR_126534			ZCCHC2			NA
Interval_12686	chr21	47422544	47422984	+	0	NA	intron (COL6A1, intron 33 of 34)	-intron (COL6A1, intron 33 of 34)	21101	COL6A1	COL6A1	NM_001848			COL6A1			NA
Interval_12250	chr20	47835532	47836264	+	0	NA	promoter-TSS (DDX27)	-promoter-TSS (DDX27)	66	DDX27	DDX27	NM_017895			DDX27			NA
Interval_8001	chr17	37057269	37057583	+	0	NA	intron (LASP1, intron 5 of 7)	-intron (LASP1, intron 3 of 5)	-13806	MIR6779	MIR6779	NR_106837			MIR6779			NA
Interval_4372	chr12	52430572	52430968	+	0	NA	promoter-TSS (NR4A1)	-promoter-TSS (NR4A1)	-14416	NR4A1	NR4A1	NM_173157			NR4A1			NA
Interval_12589	chr21	44298873	44300175	+	0	NA	promoter-TSS (WDR4)	-promoter-TSS (WDR4)	175	WDR4	WDR4	NR_048535			WDR4			NA
Interval_14579	chr4	74485895	74486506	+	0	NA	promoter-TSS (RASSF6)	-promoter-TSS (RASSF6)	148	RASSF6	RASSF6	NM_001270392			RASSF6			NA
Interval_13220	chr22	50699294	50699865	+	0	NA	intron (MAPK12, intron 2 of 11)	-intron (MAPK12, intron 2 of 10)	609	MAPK12	MAPK12	NM_001303252			MAPK12			NA
Interval_11407	chr2	150443885	150444726	+	0	NA	promoter-TSS (MMADHC)	-promoter-TSS (MMADHC)	25	MMADHC	MMADHC	NM_015702			MMADHC			NA
Interval_6947	chr16	30124626	30124951	+	0	NA	promoter-TSS (GDPD3)	-promoter-TSS (GDPD3)	90	GDPD3	GDPD3	NM_024307			GDPD3			NA
Interval_15279	chr5	95296833	95298235	+	0	NA	promoter-TSS (LOC101929710)	-promoter-TSS (LOC101929710)	-171	LOC101929710	LOC101929710	NR_130776			LOC101929710			NA
Interval_6666	chr16	3053555	3054256	+	0	NA	Intergenic	Intergenic	4949	LOC101929613	LOC101929613	NR_110947			LOC101929613			NA
Interval_14570	chr4	71859031	71859751	+	0	NA	exon (DCK, exon 1 of 7)	-exon (DCK, exon 1 of 7)	126	DCK	DCK	NM_000788			DCK			NA
Interval_17302	chr7	67081434	67082017	+	0	NA	Intergenic	Intergenic	280762	LINC01372	LINC01372	NR_108104			LINC01372			NA
Interval_17472	chr7	98923033	98923888	+	0	NA	promoter-TSS (ARPC1A)	-promoter-TSS (ARPC1A)	-36	ARPC1A	ARPC1A	NM_006409			ARPC1A			NA
Interval_10333	chr19	50215538	50216077	+	0	NA	intron (CPT1C, intron 18 of 20)	-intron (CPT1C, intron 17 of 19)	21442	CPT1C	CPT1C	NM_001199753			CPT1C			NA
Interval_294	chr1	16212739	16213238	+	0	NA	intron (SPEN, intron 3 of 14)	-intron (SPEN, intron 3 of 14)	15344	MIR5096	MIR5096	NR_039973_2			MIR5096			NA
Interval_18345	chr8	87526304	87527340	+	0	NA	intron (CPNE3, intron 1 of 16)	-intron (CPNE3, intron 1 of 16)	166	CPNE3	CPNE3	NM_003909			CPNE3			NA
Interval_245	chr1	11863364	11863918	+	0	NA	intron (MTHFR, intron 1 of 11)	-intron (MTHFR, intron 1 of 11)	-2512	CLCN6	CLCN6	NM_001256959			CLCN6			NA
Interval_12712	chr22	17669107	17669625	+	0	NA	intron (CECR1, intron 3 of 6)	-intron (CECR1, intron 6 of 9)	11307	CECR1	CECR1	NM_001282227			CECR1			NA
Interval_7709	chr17	9142955	9143722	+	0	NA	exon (NTN1, exon 7 of 7)	-exon (NTN1, exon 7 of 7)	-60903	LOC101928266	LOC101928266	NR_110828			LOC101928266			NA
Interval_7961	chr17	35030135	35030503	+	0	NA	Intergenic	Intergenic	72294	MRM1	MRM1	NM_024864			MRM1			NA
Interval_19484	chr9	140563829	140564287	+	0	NA	intron (EHMT1, intron 1 of 26)	-intron (EHMT1, intron 1 of 15)	50614	EHMT1	EHMT1	NM_024757			EHMT1			NA
Interval_11859	chr2	242673641	242674616	+	0	NA	intron (D2HGDH, intron 1 of 8)	-intron (D2HGDH, intron 1 of 8)	134	D2HGDH	D2HGDH	NM_001287249			D2HGDH			NA
Interval_10192	chr19	46929622	46930487	+	0	NA	Intergenic	Intergenic	-13135	CCDC8	CCDC8	NM_032040			CCDC8			NA
Interval_18870	chr9	79073656	79074403	+	0	NA	promoter-TSS (GCNT1)	-promoter-TSS (GCNT1)	-39	GCNT1	GCNT1	NM_001097633			GCNT1			NA
Interval_3586	chr11	67350856	67352324	+	0	NA	intron (GSTP1, intron 1 of 6)	-intron (GSTP1, intron 1 of 6)	524	GSTP1	GSTP1	NM_000852			GSTP1			NA
Interval_4826	chr12	121837375	121838386	+	0	NA	promoter-TSS (RNF34)	-promoter-TSS (RNF34)	-41	RNF34	RNF34	NM_194271			RNF34			NA
Interval_12556	chr21	40357718	40358277	+	0	NA	Intergenic	Intergenic	-8297	LOC101928435	LOC101928435	NR_109962			LOC101928435			NA
Interval_9466	chr19	11805706	11806129	+	0	NA	Intergenic	Intergenic	21104	ZNF833P	ZNF833P	NR_028594			ZNF833P			NA
Interval_13174	chr22	46422928	46423655	+	0	NA	Intergenic	Intergenic	17457	LINC00899	LINC00899	NR_027036			LINC00899			NA
Interval_7381	chr16	85424379	85424763	+	0	NA	Intergenic	Intergenic	-84640	MIR5093	MIR5093	NR_049816			MIR5093			NA
Interval_6620	chr16	2009150	2009908	+	0	NA	promoter-TSS (NDUFB10)	-promoter-TSS (NDUFB10)	12	NDUFB10	NDUFB10	NM_004548			NDUFB10			NA
Interval_12363	chr20	61283467	61283949	+	0	NA	intron (SLCO4A1, intron 1 of 11)	-intron (SLCO4A1, intron 1 of 11)	9911	SLCO4A1	SLCO4A1	NM_016354			SLCO4A1			NA
Interval_15923	chr6	13813785	13815060	+	0	NA	exon (MCUR1, exon 1 of 9)	-exon (MCUR1, exon 1 of 9)	370	MCUR1	MCUR1	NM_001031713			MCUR1			NA
Interval_14743	chr4	123843934	123844445	+	0	NA	promoter-TSS (NUDT6)	-promoter-TSS (NUDT6)	-30	NUDT6	NUDT6	NM_198041			NUDT6			NA
Interval_13800	chr3	113464692	113465520	+	0	NA	promoter-TSS (NAA50)	-promoter-TSS (NAA50)	40	NAA50	NAA50	NM_025146			NAA50			NA
Interval_17351	chr7	73668495	73669235	+	0	NA	promoter-TSS (RFC2)	-promoter-TSS (RFC2)	-77	RFC2	RFC2	NM_002914			RFC2			NA
Interval_3604	chr11	68039217	68040095	+	0	NA	promoter-TSS (C11orf24)	-promoter-TSS (C11orf24)	-187	C11orf24	C11orf24	NM_001300913			C11orf24			NA
Interval_14779	chr4	140216607	140216941	+	0	NA	intron (NDUFC1, intron 2 of 4)	-intron (NDUFC1, intron 3 of 5)	5614	NDUFC1	NDUFC1	NM_001184990			NDUFC1			NA
Interval_18292	chr8	67687130	67687966	+	0	NA	exon (SGK3, exon 1 of 17)	-exon (SGK3, exon 1 of 17)	132	SGK3	SGK3	NM_001033578			SGK3			NA
Interval_2495	chr10	73631080	73631500	+	0	NA	Intergenic	Intergenic	-20208	PSAP	PSAP	NM_002778			PSAP			NA
Interval_19261	chr9	131939948	131940907	+	0	NA	exon (IER5L, exon 1 of 1)	-exon (IER5L, exon 1 of 1)	113	IER5L	IER5L	NM_203434			IER5L			NA
Interval_15910	chr6	12456474	12457073	+	0	NA	Intergenic	Intergenic	-64187	RNU6-48P	RNU6-48P	NR_103808			RNU6-48P			NA
Interval_4636	chr12	101801122	101802165	+	0	NA	promoter-TSS (ARL1)	-promoter-TSS (ARL1)	-45	ARL1	ARL1	NM_001177			ARL1			NA
Interval_1599	chr1	182270714	182271168	+	0	NA	intron (LINC01344, intron 2 of 2)	-intron (LINC01344, intron 2 of 2)	12255	LINC01344	LINC01344	NR_104175			LINC01344			NA
Interval_6915	chr16	29272963	29273272	+	0	NA	Intergenic	Intergenic	-40491	SNX29P2	SNX29P2	NR_002939			SNX29P2			NA
Interval_1609	chr1	183441751	183442242	+	0	NA	promoter-TSS (SMG7-AS1)	-promoter-TSS (SMG7-AS1)	490	SMG7	SMG7	NM_201569			SMG7			NA
Interval_17125	chr7	32944640	32945505	+	0	NA	Intergenic	Intergenic	-13604	KBTBD2	KBTBD2	NM_015483			KBTBD2			NA
Interval_7877	chr17	27224009	27224975	+	0	NA	TTS (DHRS13)	-TTS (DHRS13)	223	FLOT2	FLOT2	NM_004475			FLOT2			NA
Interval_12024	chr20	25846102	25846936	+	0	NA	Intergenic	Intergenic	-11862	LOC101926935	LOC101926935	NR_110001			LOC101926935			NA
Interval_407	chr1	23345553	23346735	+	0	NA	exon (KDM1A, exon 1 of 21)	-exon (KDM1A, exon 1 of 21)	203	KDM1A	KDM1A	NM_015013			KDM1A			NA
Interval_16559	chr6	106533931	106534474	+	0	NA	promoter-TSS (PRDM1)	-promoter-TSS (PRDM1)	-12535	PRDM1	PRDM1	NM_182907			PRDM1			NA
Interval_4188	chr12	26267048	26267760	+	0	NA	Intergenic	Intergenic	10599	BHLHE41	BHLHE41	NM_030762			BHLHE41			NA
Interval_3574	chr11	67159150	67159571	+	0	NA	promoter-TSS (RAD9A)	-promoter-TSS (RAD9A)	-63	RAD9A	RAD9A	NM_001243224			RAD9A			NA
Interval_15999	chr6	26195635	26196020	+	0	NA	Intergenic	Intergenic	3694	HIST1H3D	HIST1H3D	NM_003530			HIST1H3D			NA
Interval_7076	chr16	53536780	53537896	+	0	NA	promoter-TSS (AKTIP)	-promoter-TSS (AKTIP)	-122	AKTIP	AKTIP	NM_001308325			AKTIP			NA
Interval_5763	chr14	101144241	101144622	+	0	NA	Intergenic	Intergenic	20826	LINC00523	LINC00523	NR_024096			LINC00523			NA
Interval_18065	chr8	22102268	22102910	+	0	NA	promoter-TSS (POLR3D)	-promoter-TSS (POLR3D)	-30	POLR3D	POLR3D	NM_001722			POLR3D			NA
Interval_2741	chr10	104261786	104262902	+	0	NA	intron (ACTR1A, intron 1 of 10)	-intron (ACTR1A, intron 1 of 10)	168	ACTR1A	ACTR1A	NM_005736			ACTR1A			NA
Interval_3961	chr11	124823585	124824224	+	0	NA	promoter-TSS (CCDC15)	-promoter-TSS (CCDC15)	-113	CCDC15	CCDC15	NM_025004			CCDC15			NA
Interval_7364	chr16	85089040	85089493	+	0	NA	intron (KIAA0513, intron 1 of 11)	-intron (KIAA0513, intron 1 of 11)	27909	KIAA0513	KIAA0513	NM_014732			KIAA0513			NA
Interval_11409	chr2	152144848	152146257	+	0	NA	intron (NMI, intron 1 of 7)	-intron (NMI, intron 1 of 7)	878	NMI	NMI	NM_004688			NMI			NA
Interval_16416	chr6	47276893	47277644	+	0	NA	exon (TNFRSF21, exon 1 of 6)	-exon (TNFRSF21, exon 1 of 6)	415	TNFRSF21	TNFRSF21	NM_014452			TNFRSF21			NA
Interval_19257	chr9	131864399	131864721	+	0	NA	intron (CRAT, intron 6 of 14)	-intron (CRAT, intron 5 of 13)	8510	CRAT	CRAT	NM_000755			CRAT			NA
Interval_4150	chr12	12877969	12879144	+	0	NA	promoter-TSS (APOLD1)	-promoter-TSS (APOLD1)	8352	CDKN1B	CDKN1B	NM_004064			CDKN1B			NA
Interval_14721	chr4	119199285	119200310	+	0	NA	promoter-TSS (SNORA24)	-promoter-TSS (SNORA24)	-120	SNHG8	SNHG8	NR_034011			SNHG8			NA
Interval_9338	chr19	7898289	7898777	+	0	NA	intron (EVI5L, intron 1 of 18)	-intron (EVI5L, intron 1 of 18)	3372	EVI5L	EVI5L	NM_001159944			EVI5L			NA
Interval_16912	chr7	1014875	1015228	+	0	NA	intron (COX19, intron 1 of 2)	-intron (COX19, intron 1 of 2)	184	COX19	COX19	NM_001031617			COX19			NA
Interval_1997	chr1	234719575	234720279	+	0	NA	Intergenic	Intergenic	25344	IRF2BP2	IRF2BP2	NM_001077397			IRF2BP2			NA
