PeakID (cmd=annotatePeaks.pl ENCAB506UYG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_6980	chr12	111232755	111233060	+	0	NA	Intergenic	Intergenic	-51857	CCDC63	CCDC63	NM_001286244			CCDC63			NA
Interval_26645	chr9	114726349	114726704	+	0	NA	Intergenic	Intergenic	32146	MIR4668	MIR4668	NR_039814			MIR4668			NA
Interval_10118	chr16	84627529	84627970	+	0	NA	intron (COTL1, intron 2 of 3)	-intron (COTL1, intron 2 of 3)	23953	COTL1	COTL1	NM_021149			COTL1			NA
Interval_10729	chr17	35207088	35207326	+	0	NA	Intergenic	Intergenic	-87565	LHX1	LHX1	NM_005568			LHX1			NA
Interval_27883	chrX	154896402	154896874	+	0	NA	intron (SPRY3, intron 1 of 2)	-intron (SPRY3, intron 1 of 2)	-54016	TMLHE	TMLHE	NM_018196			TMLHE			NA
Interval_21529	chr6	13815446	13815695	+	0	NA	promoter-TSS (MCUR1)	-promoter-TSS (MCUR1)	-778	MCUR1	MCUR1	NM_001031713			MCUR1			NA
Interval_15592	chr20	30263002	30264131	+	0	NA	intron (BCL2L1, intron 2 of 2)	-intron (BCL2L1, intron 2 of 2)	37875	COX4I2	COX4I2	NM_032609			COX4I2			NA
Interval_6042	chr12	14387965	14388496	+	0	NA	Intergenic	Intergenic	-149768	ATF7IP	ATF7IP	NM_018179			ATF7IP			NA
Interval_11715	chr18	12430634	12431111	+	0	NA	intron (SLMO1, intron 5 of 5)	-intron (SLMO1, intron 6 of 6)	22977	SLMO1	SLMO1	NM_006553			SLMO1			NA
Interval_14248	chr2	102672648	102673000	+	0	NA	Intergenic	Intergenic	-14012	IL1R1	IL1R1	NM_000877			IL1R1			NA
Interval_18211	chr3	151826747	151827266	+	0	NA	Intergenic	Intergenic	160409	MBNL1-AS1	MBNL1-AS1	NR_027037			MBNL1-AS1			NA
Interval_13028	chr19	49770220	49770566	+	0	NA	Intergenic	Intergenic	41732	MIR4324	MIR4324	NR_036209			MIR4324			NA
Interval_1270	chr1	78550317	78550700	+	0	NA	intron (GIPC2, intron 2 of 5)	-intron (GIPC2, intron 2 of 5)	38919	GIPC2	GIPC2	NM_017655			GIPC2			NA
Interval_22461	chr6	88466610	88467135	+	0	NA	Intergenic	Intergenic	-27706	LOC101928911	LOC101928911	NR_110869			LOC101928911			NA
Interval_2568	chr1	204829096	204829408	+	0	NA	intron (NFASC, intron 1 of 26)	-intron (NFASC, intron 1 of 29)	31470	NFASC	NFASC	NM_015090			NFASC			NA
Interval_6854	chr12	102877203	102877444	+	0	NA	Intergenic	Intergenic	-2945	IGF1	IGF1	NM_001111285			IGF1			NA
Interval_2357	chr1	184898918	184899739	+	0	NA	intron (FAM129A, intron 1 of 13)	-intron (FAM129A, intron 1 of 13)	44390	FAM129A	FAM129A	NM_052966			FAM129A			NA
Interval_19960	chr5	6593416	6593677	+	0	NA	Intergenic	Intergenic	10157	LINC01018	LINC01018	NR_024423			LINC01018			NA
Interval_11566	chr18	755485	755927	+	0	NA	intron (YES1, intron 2 of 11)	-intron (YES1, intron 2 of 11)	-43189	ENOSF1	ENOSF1	NM_017512			ENOSF1			NA
Interval_4699	chr11	19194784	19195166	+	0	NA	intron (ZDHHC13, intron 16 of 16)	-intron (ZDHHC13, intron 15 of 15)	37143	CSRP3	CSRP3	NM_003476			CSRP3			NA
Interval_22395	chr6	80865989	80866344	+	0	NA	intron (BCKDHB, intron 3 of 9)	-intron (BCKDHB, intron 3 of 10)	49822	BCKDHB	BCKDHB	NM_000056			BCKDHB			NA
Interval_13425	chr2	16949169	16949416	+	0	NA	Intergenic	Intergenic	-102158	FAM49A	FAM49A	NM_030797			FAM49A			NA
Interval_8781	chr15	55574555	55574786	+	0	NA	intron (RAB27A, intron 1 of 6)	-intron (RAB27A, intron 1 of 6)	-11563	RAB27A	RAB27A	NM_183235			RAB27A			NA
Interval_13729	chr2	46483869	46484096	+	0	NA	Intergenic	Intergenic	-40559	EPAS1	EPAS1	NM_001430			EPAS1			NA
Interval_17136	chr3	17484246	17485024	+	0	NA	intron (TBC1D5, intron 3 of 21)	-intron (TBC1D5, intron 4 of 23)	297764	TBC1D5	TBC1D5	NM_014744			TBC1D5			NA
Interval_19955	chr5	6408831	6409055	+	0	NA	Intergenic	Intergenic	-30304	MED10	MED10	NM_032286			MED10			NA
Interval_11314	chr17	71163235	71163493	+	0	NA	intron (SSTR2, intron 1 of 1)	-intron (SSTR2, intron 1 of 1)	2204	SSTR2	SSTR2	NM_001050			SSTR2			NA
Interval_23546	chr7	24860856	24861423	+	0	NA	intron (OSBPL3, intron 14 of 20)	-intron (OSBPL3, intron 16 of 22)	-63500	DFNA5	DFNA5	NM_001127454			DFNA5			NA
Interval_13702	chr2	43417006	43417245	+	0	NA	Intergenic	Intergenic	36620	ZFP36L2	ZFP36L2	NM_006887			ZFP36L2			NA
Interval_17430	chr3	47351883	47352351	+	0	NA	intron (KLHL18, intron 1 of 9)	-intron (KLHL18, intron 1 of 9)	-27780	KIF9	KIF9	NM_001134878			KIF9			NA
Interval_9400	chr16	1701762	1702014	+	0	NA	intron (CRAMP1L, intron 5 of 19)	-intron (CRAMP1L, intron 5 of 19)	-26390	HN1L	HN1L	NM_144570			HN1L			NA
Interval_20355	chr5	73412104	73412427	+	0	NA	Intergenic	Intergenic	191885	LINC01335	LINC01335	NR_105009			LINC01335			NA
Interval_2892	chr1	227942712	227942992	+	0	NA	intron (SNAP47, intron 2 of 4)	-intron (SNAP47, intron 2 of 4)	-19740	JMJD4	JMJD4	NM_023007			JMJD4			NA
Interval_14203	chr2	98526896	98527249	+	0	NA	intron (TMEM131, intron 2 of 40)	-intron (TMEM131, intron 2 of 40)	85282	TMEM131	TMEM131	NM_015348			TMEM131			NA
Interval_4470	chr11	3888579	3889238	+	0	NA	intron (STIM1, intron 1 of 11)	-intron (STIM1, intron 1 of 11)	11616	MIR4687	MIR4687	NR_039835			MIR4687			NA
Interval_5412	chr11	76600124	76600378	+	0	NA	intron (ACER3, intron 1 of 9)	-intron (ACER3, intron 1 of 9)	28334	ACER3	ACER3	NM_001300955			ACER3			NA
Interval_8975	chr15	67500146	67500436	+	0	NA	intron (AAGAB, intron 7 of 9)	-intron (AAGAB, intron 7 of 9)	46783	AAGAB	AAGAB	NM_001271885			AAGAB			NA
Interval_25979	chr8	145654537	145654870	+	0	NA	promoter-TSS (VPS28)	-promoter-TSS (VPS28)	-757	VPS28	VPS28	NM_016208			VPS28			NA
Interval_15884	chr20	47325741	47326139	+	0	NA	intron (PREX1, intron 5 of 39)	-intron (PREX1, intron 5 of 39)	118480	PREX1	PREX1	NM_020820			PREX1			NA
Interval_17515	chr3	52216253	52216501	+	0	NA	Intergenic	Intergenic	-15722	ALAS1	ALAS1	NM_199166			ALAS1			NA
Interval_16608	chr22	28371660	28371905	+	0	NA	intron (TTC28-AS1, intron 2 of 4)	-intron (TTC28-AS1, intron 2 of 4)	-55182	MIR3199-1	MIR3199-1	NR_036169			MIR3199-1			NA
Interval_16097	chr21	16433126	16433483	+	0	NA	intron (NRIP1, intron 1 of 3)	-intron (NRIP1, intron 1 of 3)	3822	NRIP1	NRIP1	NM_003489			NRIP1			NA
Interval_6794	chr12	94598635	94598855	+	0	NA	intron (PLXNC1, intron 4 of 30)	-intron (PLXNC1, intron 4 of 30)	-57552	PLXNC1	PLXNC1	NM_005761			PLXNC1			NA
Interval_1690	chr1	120357991	120358408	+	0	NA	Intergenic	Intergenic	-3996	REG4	REG4	NM_001159353			REG4			NA
Interval_16659	chr22	30847445	30847894	+	0	NA	Intergenic	Intergenic	20365	SEC14L3	SEC14L3	NM_174975			SEC14L3			NA
Interval_20251	chr5	61581283	61581546	+	0	NA	Intergenic	Intergenic	-20575	KIF2A	KIF2A	NM_004520			KIF2A			NA
Interval_16887	chr22	43358212	43358559	+	0	NA	intron (PACSIN2, intron 1 of 10)	-intron (PACSIN2, intron 1 of 10)	-15338	PACSIN2	PACSIN2	NM_001184970			PACSIN2			NA
Interval_12111	chr19	1253404	1253702	+	0	NA	intron (MIDN, intron 4 of 7)	-intron (MIDN, intron 4 of 7)	5001	MIDN	MIDN	NM_177401			MIDN			NA
Interval_26307	chr9	75764473	75764709	+	0	NA	Intergenic	Intergenic	-2056	ANXA1	ANXA1	NM_000700			ANXA1			NA
Interval_13550	chr2	28739803	28740304	+	0	NA	intron (PLB1, intron 2 of 57)	-intron (PLB1, intron 2 of 56)	21115	PLB1	PLB1	NM_153021			PLB1			NA
Interval_1578	chr1	113333794	113334394	+	0	NA	Intergenic	Intergenic	59171	LINC01356	LINC01356	NR_103746			LINC01356			NA
Interval_1751	chr1	145501961	145502651	+	0	NA	TTS (LIX1L)	-TTS (LIX1L)	-5251	RBM8A	RBM8A	NM_005105			RBM8A			NA
Interval_19527	chr4	127699664	127699938	+	0	NA	Intergenic	Intergenic	-854286	INTU	INTU	NM_015693			INTU			NA
Interval_4198	chr10	105374239	105374508	+	0	NA	intron (SH3PXD2A, intron 10 of 13)	-intron (SH3PXD2A, intron 10 of 13)	-97174	NEURL1-AS1	NEURL1-AS1	NR_120676			NEURL1-AS1			NA
Interval_11503	chr17	79323586	79323966	+	0	NA	Intergenic	Intergenic	-19302	TMEM105	TMEM105	NM_178520			TMEM105			NA
Interval_14799	chr2	176885145	176885541	+	0	NA	Intergenic	Intergenic	-17776	KIAA1715	KIAA1715	NR_130941			KIAA1715			NA
Interval_19188	chr4	78621162	78621422	+	0	NA	Intergenic	Intergenic	119252	CNOT6L	CNOT6L	NM_144571			CNOT6L			NA
Interval_4161	chr10	103584364	103584873	+	0	NA	intron (KCNIP2-AS1, intron 1 of 2)	-intron (KCNIP2-AS1, intron 1 of 2)	5793	KCNIP2-AS1	KCNIP2-AS1	NR_045118			KCNIP2-AS1			NA
Interval_9671	chr16	24087630	24087859	+	0	NA	intron (PRKCB, intron 5 of 16)	-intron (PRKCB, intron 5 of 16)	-179130	CACNG3	CACNG3	NM_006539			CACNG3			NA
Interval_4610	chr11	12199353	12199622	+	0	NA	intron (MICAL2, intron 3 of 27)	-intron (MICAL2, intron 3 of 27)	14257	MIR6124	MIR6124	NR_106739			MIR6124			NA
Interval_8028	chr14	55922559	55922794	+	0	NA	Intergenic	Intergenic	-15413	TBPL2	TBPL2	NM_199047			TBPL2			NA
Interval_20527	chr5	88603826	88604111	+	0	NA	Intergenic	Intergenic	-424685	MEF2C	MEF2C	NM_001193347			MEF2C			NA
Interval_27598	chrX	109018055	109018979	+	0	NA	Intergenic	Intergenic	-41896	ACSL4	ACSL4	NM_004458			ACSL4			NA
Interval_23628	chr7	32545799	32546322	+	0	NA	intron (AVL9, intron 1 of 15)	-intron (AVL9, intron 1 of 15)	11022	AVL9	AVL9	NM_015060			AVL9			NA
Interval_16751	chr22	37654770	37655136	+	0	NA	Intergenic	Intergenic	-14614	RAC2	RAC2	NM_002872			RAC2			NA
Interval_27129	chrX	15174976	15175277	+	0	NA	Intergenic	Intergenic	113167	ASB9	ASB9	NM_001168531			ASB9			NA
Interval_14140	chr2	87587162	87587429	+	0	NA	Intergenic	Intergenic	165386	MIR4771-1	MIR4771-1	NR_039928			MIR4771-1			NA
Interval_22565	chr6	107596553	107597049	+	0	NA	intron (PDSS2, intron 2 of 7)	-intron (PDSS2, intron 2 of 7)	-161165	BEND3	BEND3	NM_001080450			BEND3			NA
Interval_12570	chr19	18489209	18489528	+	0	NA	Intergenic	Intergenic	-7600	GDF15	GDF15	NM_004864			GDF15			NA
Interval_14599	chr2	152639136	152639686	+	0	NA	Intergenic	Intergenic	45598	ARL5A	ARL5A	NM_177985			ARL5A			NA
Interval_21087	chr5	154103664	154104000	+	0	NA	intron (LARP1, intron 1 of 18)	-intron (LARP1, intron 1 of 18)	11370	LARP1	LARP1	NM_015315			LARP1			NA
Interval_13755	chr2	47431820	47432125	+	0	NA	intron (LOC101927043, intron 3 of 4)	-intron (LOC101927043, intron 3 of 4)	-28210	CALM2	CALM2	NM_001305625			CALM2			NA
Interval_8047	chr14	58658837	58659347	+	0	NA	Intergenic	Intergenic	-7741	ACTR10	ACTR10	NM_018477			ACTR10			NA
Interval_21571	chr6	15033461	15033804	+	0	NA	Intergenic	Intergenic	-212574	JARID2	JARID2	NM_001267040			JARID2			NA
Interval_11868	chr18	46423409	46423657	+	0	NA	Intergenic	Intergenic	53548	SMAD7	SMAD7	NM_001190821			SMAD7			NA
Interval_23206	chr6	167356132	167356635	+	0	NA	intron (RNASET2, intron 5 of 8)	-intron (RNASET2, intron 5 of 8)	13694	RNASET2	RNASET2	NM_003730			RNASET2			NA
Interval_25471	chr8	96158500	96158730	+	0	NA	intron (PLEKHF2, intron 1 of 1)	-intron (PLEKHF2, intron 1 of 1)	12666	PLEKHF2	PLEKHF2	NM_024613			PLEKHF2			NA
Interval_19795	chr4	173878962	173879207	+	0	NA	intron (GALNTL6, intron 10 of 12)	-intron (GALNTL6, intron 10 of 12)	-210820	GALNT7	GALNT7	NM_017423			GALNT7			NA
Interval_17593	chr3	60763075	60763423	+	0	NA	intron (FHIT, intron 4 of 9)	-intron (FHIT, intron 4 of 9)	-159646	MIR548BB	MIR548BB	NR_128708			MIR548BB			NA
Interval_4847	chr11	44578356	44578588	+	0	NA	Intergenic	Intergenic	-8669	CD82	CD82	NM_001024844			CD82			NA
Interval_2340	chr1	182808877	182809411	+	0	NA	intron (DHX9, intron 1 of 28)	-intron (DHX9, intron 1 of 27)	705	DHX9	DHX9	NM_001357			DHX9			NA
Interval_12888	chr19	45142717	45142975	+	0	NA	Intergenic	Intergenic	-4252	PVR	PVR	NM_006505			PVR			NA
Interval_17215	chr3	32543567	32543931	+	0	NA	intron (CMTM6, intron 1 of 3)	-intron (CMTM6, intron 1 of 3)	654	CMTM6	CMTM6	NM_017801			CMTM6			NA
Interval_15861	chr20	45311379	45312066	+	0	NA	intron (SLC13A3, intron 1 of 12)	-intron (SLC13A3, intron 1 of 13)	6554	TP53RK	TP53RK	NM_033550			TP53RK			NA
Interval_7021	chr12	113599890	113600393	+	0	NA	intron (DDX54, intron 17 of 19)	-intron (DDX54, intron 17 of 19)	-3159	MIR7106	MIR7106	NR_106956			MIR7106			NA
Interval_15205	chr2	220374538	220375341	+	0	NA	Intergenic	Intergenic	-3953	ASIC4	ASIC4	NM_182847			ASIC4			NA
Interval_306	chr1	19184618	19185094	+	0	NA	intron (TAS1R2, intron 1 of 5)	-intron (TAS1R2, intron 1 of 5)	1299	TAS1R2	TAS1R2	NM_152232			TAS1R2			NA
Interval_11420	chr17	75316852	75317220	+	0	NA	intron (SEPT9, intron 1 of 10)	-intron (SEPT9, intron 2 of 11)	1439	SEPT9	SEPT9	NM_001113492			SEPT9			NA
Interval_26317	chr9	77666053	77666639	+	0	NA	Intergenic	Intergenic	-23036	C9orf41	C9orf41	NM_152420			C9orf41			NA
Interval_17084	chr3	13472871	13473198	+	0	NA	Intergenic	Intergenic	-11215	NUP210	NUP210	NM_024923			NUP210			NA
Interval_1647	chr1	117045406	117045938	+	0	NA	Intergenic	Intergenic	-24224	LOC101929023	LOC101929023	NR_125973			LOC101929023			NA
Interval_720	chr1	36786785	36787139	+	0	NA	TTS (SH3D21)	-TTS (SH3D21)	2287	EVA1B	EVA1B	NM_018166			EVA1B			NA
Interval_23800	chr7	65265789	65266091	+	0	NA	Intergenic	Intergenic	45427	SNORA22	SNORA22	NR_002961			SNORA22			NA
Interval_16879	chr22	42894661	42895112	+	0	NA	Intergenic	Intergenic	-1699	SERHL	SERHL	NR_027786			SERHL			NA
Interval_13914	chr2	65521869	65522287	+	0	NA	Intergenic	Intergenic	67249	ACTR2	ACTR2	NM_001005386			ACTR2			NA
Interval_3287	chr10	13541172	13541555	+	0	NA	intron (BEND7, intron 3 of 8)	-intron (BEND7, intron 2 of 7)	3613	BEND7	BEND7	NM_152751			BEND7			NA
Interval_8166	chr14	70168511	70169089	+	0	NA	intron (SUSD6, intron 2 of 5)	-intron (SUSD6, intron 2 of 5)	-65034	SRSF5	SRSF5	NM_001039465			SRSF5			NA
Interval_20893	chr5	137559661	137559927	+	0	NA	Intergenic	Intergenic	-10762	CDC23	CDC23	NM_004661			CDC23			NA
Interval_8933	chr15	66025937	66026422	+	0	NA	intron (DENND4A, intron 7 of 31)	-intron (DENND4A, intron 7 of 32)	-14509	MIR4511	MIR4511	NR_039736			MIR4511			NA
Interval_10098	chr16	81671759	81672196	+	0	NA	intron (CMIP, intron 3 of 20)	-intron (CMIP, intron 3 of 20)	-26982	LOC100129617	LOC100129617	NR_045112			LOC100129617			NA
Interval_12067	chr19	349622	349971	+	0	NA	Intergenic	Intergenic	-5005	MIER2	MIER2	NM_017550			MIER2			NA
Interval_7843	chr14	23489908	23490548	+	0	NA	Intergenic	Intergenic	-10818	C14orf93	C14orf93	NM_021944			C14orf93			NA
Interval_3890	chr10	80732480	80732954	+	0	NA	intron (ZMIZ1-AS1, intron 3 of 7)	-intron (ZMIZ1-AS1, intron 3 of 7)	94488	ZMIZ1-AS1	ZMIZ1-AS1	NR_024431			ZMIZ1-AS1			NA
Interval_19176	chr4	77069651	77069878	+	0	NA	promoter-TSS (NUP54)	-promoter-TSS (NUP54)	-96	NUP54	NUP54	NM_017426			NUP54			NA
Interval_15304	chr2	234269332	234269707	+	0	NA	intron (DGKD, intron 1 of 29)	-intron (DGKD, intron 1 of 29)	6366	DGKD	DGKD	NM_003648			DGKD			NA
Interval_19250	chr4	81295426	81295655	+	0	NA	intron (C4orf22, intron 2 of 5)	-intron (C4orf22, intron 2 of 6)	38666	C4orf22	C4orf22	NM_001206997			C4orf22			NA
Interval_22534	chr6	104850585	104850925	+	0	NA	Intergenic	Intergenic	457039	HACE1	HACE1	NM_020771			HACE1			NA
Interval_16472	chr22	21012496	21013175	+	0	NA	Intergenic	Intergenic	-31008	POM121L4P	POM121L4P	NR_024592			POM121L4P			NA
Interval_20626	chr5	108847760	108848035	+	0	NA	Intergenic	Intergenic	-102222	PJA2	PJA2	NM_014819			PJA2			NA
Interval_3855	chr10	76401487	76401774	+	0	NA	intron (ADK, intron 9 of 10)	-intron (ADK, intron 9 of 10)	-112548	LOC102723439	LOC102723439	NR_120673			LOC102723439			NA
Interval_26761	chr9	126228578	126228935	+	0	NA	intron (DENND1A, intron 13 of 20)	-intron (DENND1A, intron 13 of 21)	19145	MIR7150	MIR7150	NR_106972			MIR7150			NA
Interval_1964	chr1	156725359	156725804	+	0	NA	Intergenic	Intergenic	-4038	HDGF	HDGF	NM_001126050			HDGF			NA
Interval_5973	chr12	7525758	7526187	+	0	NA	exon (CD163L1, exon 14 of 20)	-exon (CD163L1, exon 14 of 20)	69044	ACSM4	ACSM4	NM_001080454			ACSM4			NA
Interval_10339	chr17	4561004	4561308	+	0	NA	Intergenic	Intergenic	-16196	ALOX15	ALOX15	NM_001140			ALOX15			NA
Interval_3085	chr1	245498115	245498537	+	0	NA	intron (KIF26B, intron 2 of 14)	-intron (KIF26B, intron 2 of 14)	180039	KIF26B	KIF26B	NM_018012			KIF26B			NA
Interval_3801	chr10	74068167	74068575	+	0	NA	Intergenic	Intergenic	34694	DDIT4	DDIT4	NM_019058			DDIT4			NA
Interval_3027	chr1	236264954	236265301	+	0	NA	Intergenic	Intergenic	-36646	NID1	NID1	NM_002508			NID1			NA
Interval_7113	chr12	120686146	120686681	+	0	NA	intron (PXN, intron 1 of 10)	-intron (PXN, intron 1 of 11)	1551	PXN	PXN	NM_001080855			PXN			NA
Interval_11478	chr17	77795902	77796175	+	0	NA	Intergenic	Intergenic	17175	CBX4	CBX4	NM_003655			CBX4			NA
Interval_5695	chr11	114165743	114166146	+	0	NA	promoter-TSS (NNMT)	-promoter-TSS (NNMT)	-591	NNMT	NNMT	NM_006169			NNMT			NA
Interval_16227	chr21	37317523	37317853	+	0	NA	Intergenic	Intergenic	59277	LOC101928269	LOC101928269	NR_110418			LOC101928269			NA
Interval_17956	chr3	128735413	128735905	+	0	NA	intron (EFCC1, intron 2 of 7)	-intron (EFCC1, intron 2 of 7)	15187	EFCC1	EFCC1	NM_024768			EFCC1			NA
Interval_27671	chrX	119623812	119624065	+	0	NA	Intergenic	Intergenic	-20734	LAMP2	LAMP2	NM_002294			LAMP2			NA
Interval_7276	chr12	131713789	131714160	+	0	NA	Intergenic	Intergenic	64418	LINC01257	LINC01257	NR_026670			LINC01257			NA
Interval_10013	chr16	71442980	71443257	+	0	NA	Intergenic	Intergenic	50502	CALB2	CALB2	NM_001740			CALB2			NA
Interval_4074	chr10	98433318	98433546	+	0	NA	intron (PIK3AP1, intron 2 of 16)	-intron (PIK3AP1, intron 2 of 16)	46847	PIK3AP1	PIK3AP1	NM_152309			PIK3AP1			NA
Interval_2986	chr1	234509307	234509995	+	0	NA	promoter-TSS (LOC101927765)	-promoter-TSS (LOC101927765)	204	COA6	COA6	NM_001012985			COA6			NA
Interval_24373	chr7	127156410	127156684	+	0	NA	Intergenic	Intergenic	39610	LOC100506682	LOC100506682	NR_110024			LOC100506682			NA
Interval_5767	chr11	119190391	119190939	+	0	NA	Intergenic	Intergenic	-2825	MCAM	MCAM	NM_006500			MCAM			NA
Interval_24023	chr7	95075955	95076205	+	0	NA	Intergenic	Intergenic	-11696	PON2	PON2	NM_000305			PON2			NA
Interval_7800	chr14	20954905	20955276	+	0	NA	Intergenic	Intergenic	17552	PNP	PNP	NM_000270			PNP			NA
Interval_24395	chr7	127844519	127844998	+	0	NA	Intergenic	Intergenic	-3167	MIR129-1	MIR129-1	NR_029596			MIR129-1			NA
Interval_19400	chr4	103997973	103998343	+	0	NA	promoter-TSS (SLC9B2)	-promoter-TSS (SLC9B2)	-228	SLC9B2	SLC9B2	NM_001300754			SLC9B2			NA
Interval_19814	chr4	174202928	174203542	+	0	NA	intron (GALNT7, intron 2 of 11)	-intron (GALNT7, intron 2 of 11)	52360	HMGB2	HMGB2	NM_002129			HMGB2			NA
Interval_6209	chr12	32206980	32207593	+	0	NA	Intergenic	Intergenic	-52899	BICD1	BICD1	NM_001714			BICD1			NA
Interval_1417	chr1	95603821	95604044	+	0	NA	intron (TMEM56-RWDD3, intron 1 of 7)	-intron (TMEM56, intron 1 of 6)	20453	TMEM56-RWDD3	TMEM56-RWDD3	NM_001199691			TMEM56-RWDD3			NA
Interval_17150	chr3	20002318	20002601	+	0	NA	intron (RAB5A, intron 2 of 5)	-intron (RAB5A, intron 2 of 5)	13887	RAB5A	RAB5A	NM_004162			RAB5A			NA
Interval_7371	chr13	27712467	27712945	+	0	NA	intron (USP12-AS1, intron 1 of 2)	-intron (USP12, intron 1 of 8)	13036	USP12-AS1	USP12-AS1	NR_046547			USP12-AS1			NA
Interval_10046	chr16	75082002	75082300	+	0	NA	intron (ZNRF1, intron 1 of 4)	-intron (ZNRF1, intron 1 of 4)	49236	ZNRF1	ZNRF1	NM_032268			ZNRF1			NA
Interval_19359	chr4	99438913	99439190	+	0	NA	intron (TSPAN5, intron 1 of 7)	-intron (TSPAN5, intron 1 of 7)	140761	TSPAN5	TSPAN5	NM_005723			TSPAN5			NA
Interval_21736	chr6	25926169	25926507	+	0	NA	promoter-TSS (SLC17A2)	-promoter-TSS (SLC17A2)	4616	SLC17A2	SLC17A2	NM_005835			SLC17A2			NA
Interval_10249	chr16	89359752	89360204	+	0	NA	intron (ANKRD11, intron 5 of 9)	-intron (ANKRD11, intron 5 of 13)	-27563	LOC100287036	LOC100287036	NM_001242885			LOC100287036			NA
Interval_26265	chr9	71659550	71659952	+	0	NA	intron (FXN, intron 1 of 4)	-intron (FXN, intron 1 of 4)	9272	FXN	FXN	NM_001161706			FXN			NA
Interval_17630	chr3	69773826	69774688	+	0	NA	Intergenic	Intergenic	-211494	MITF	MITF	NM_001184967			MITF			NA
Interval_1226	chr1	68364157	68364386	+	0	NA	intron (GNG12-AS1, intron 1 of 9)	-intron (GNG12-AS1, intron 1 of 9)	-65116	GNG12	GNG12	NM_018841			GNG12			NA
Interval_26952	chr9	134511953	134512407	+	0	NA	intron (RAPGEF1, intron 5 of 23)	-intron (RAPGEF1, intron 5 of 23)	73049	RAPGEF1	RAPGEF1	NM_001304275			RAPGEF1			NA
Interval_20978	chr5	142604215	142604437	+	0	NA	exon (ARHGAP26, exon 23 of 23)	-exon (ARHGAP26, exon 23 of 23)	32261	ARHGAP26-IT1	ARHGAP26-IT1	NR_046816			ARHGAP26-IT1			NA
Interval_17461	chr3	48585611	48585941	+	0	NA	intron (PFKFB4, intron 3 of 13)	-intron (PFKFB4, intron 3 of 13)	1678	MIR6823	MIR6823	NR_106881			MIR6823			NA
Interval_5659	chr11	111859610	111860100	+	0	NA	intron (DIXDC1, intron 6 of 15)	-intron (DIXDC1, intron 10 of 19)	11822	DIXDC1	DIXDC1	NM_001037954			DIXDC1			NA
Interval_6188	chr12	31886723	31887092	+	0	NA	Intergenic	Intergenic	-4799	AMN1	AMN1	NM_001113402			AMN1			NA
Interval_22952	chr6	144789848	144790103	+	0	NA	intron (UTRN, intron 22 of 73)	-intron (UTRN, intron 22 of 73)	177102	UTRN	UTRN	NM_007124			UTRN			NA
Interval_8267	chr14	78074419	78074674	+	0	NA	intron (SPTLC2, intron 1 of 11)	-intron (SPTLC2, intron 1 of 11)	8564	SPTLC2	SPTLC2	NM_004863			SPTLC2			NA
Interval_17569	chr3	58232330	58232596	+	0	NA	intron (ABHD6, intron 1 of 8)	-intron (ABHD6, intron 1 of 8)	9204	ABHD6	ABHD6	NM_020676			ABHD6			NA
Interval_10732	chr17	35423118	35423442	+	0	NA	Intergenic	Intergenic	32238	MIR2909	MIR2909	NR_036056			MIR2909			NA
Interval_15877	chr20	46115956	46116494	+	0	NA	Intergenic	Intergenic	-14376	NCOA3	NCOA3	NM_001174087			NCOA3			NA
Interval_23059	chr6	156030520	156030818	+	0	NA	Intergenic	Intergenic	-237262	MIR1202	MIR1202	NR_031606			MIR1202			NA
Interval_9042	chr15	74331581	74332078	+	0	NA	intron (PML, intron 6 of 6)	-intron (PML, intron 7 of 7)	43062	GOLGA6A	GOLGA6A	NM_001038640			GOLGA6A			NA
Interval_24506	chr7	135201938	135202183	+	0	NA	Intergenic	Intergenic	-7185	CNOT4	CNOT4	NM_001190850			CNOT4			NA
Interval_18821	chr4	6918238	6918780	+	0	NA	intron (TBC1D14, intron 1 of 13)	-intron (TBC1D14, intron 1 of 13)	7014	TBC1D14	TBC1D14	NM_020773			TBC1D14			NA
Interval_3206	chr10	5871222	5871563	+	0	NA	Intergenic	Intergenic	-15880	GDI2	GDI2	NM_001115156			GDI2			NA
Interval_15337	chr2	239305302	239305535	+	0	NA	intron (TRAF3IP1, intron 15 of 16)	-intron (TRAF3IP1, intron 13 of 14)	-30208	ASB1	ASB1	NM_001040445			ASB1			NA
Interval_9019	chr15	71081539	71081801	+	0	NA	Intergenic	Intergenic	-25820	UACA	UACA	NM_018003			UACA			NA
Interval_5377	chr11	75045375	75045796	+	0	NA	TTS (MIR326)	-TTS (MIR326)	645	MIR326	MIR326	NR_029891			MIR326			NA
Interval_22337	chr6	69432981	69433392	+	0	NA	intron (ADGRB3, intron 3 of 31)	-intron (ADGRB3, intron 3 of 31)	87554	ADGRB3	ADGRB3	NM_001704			ADGRB3			NA
Interval_23215	chr6	168053314	168053691	+	0	NA	Intergenic	Intergenic	26401	LOC401286	LOC401286	NR_117091			LOC401286			NA
Interval_19838	chr4	175396697	175397035	+	0	NA	Intergenic	Intergenic	47183	HPGD	HPGD	NM_001256301			HPGD			NA
