PeakID (cmd=annotatePeaks.pl ENCAB000AIL.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_6890	chr19	2475878	2476055	+	0	NA	promoter-TSS (GADD45B)	-promoter-TSS (GADD45B)	-157	GADD45B	GADD45B	NM_015675			GADD45B			NA
Interval_5194	chr16	31470908	31471079	+	0	NA	exon (ARMC5, exon 1 of 6)	-exon (ARMC5, exon 1 of 6)	676	ARMC5	ARMC5	NM_001301820			ARMC5			NA
Interval_7998	chr2	11605652	11605983	+	0	NA	intron (E2F6, intron 1 of 8)	-intron (E2F6, intron 1 of 7)	486	E2F6	E2F6	NM_198256			E2F6			NA
Interval_31	chr1	1397681	1398066	+	0	NA	intron (ATAD3C, intron 10 of 11)	-intron (ATAD3C, intron 10 of 11)	-9291	ATAD3B	ATAD3B	NM_031921			ATAD3B			NA
Interval_12667	chr6	159240341	159240870	+	0	NA	promoter-TSS (EZR)	-promoter-TSS (EZR)	-1265	EZR	EZR	NM_001111077			EZR			NA
Interval_13680	chr8	77912586	77912839	+	0	NA	promoter-TSS (PEX2)	-promoter-TSS (PEX2)	568	PEX2	PEX2	NM_001172086			PEX2			NA
Interval_4935	chr16	4664681	4665085	+	0	NA	promoter-TSS (UBALD1)	-promoter-TSS (UBALD1)	44	UBALD1	UBALD1	NM_145253			UBALD1			NA
Interval_4069	chr14	74225159	74225745	+	0	NA	promoter-TSS (MIR4505)	-promoter-TSS (MIR4505)	2	MIR4505	MIR4505	NR_039727			MIR4505			NA
Interval_12083	chr6	20403676	20403855	+	0	NA	promoter-TSS (E2F3)	-promoter-TSS (E2F3)	1628	E2F3	E2F3	NM_001949			E2F3			NA
Interval_4698	chr15	85956829	85957071	+	0	NA	intron (AKAP13, intron 1 of 36)	-intron (AKAP13, intron 1 of 36)	33103	AKAP13	AKAP13	NM_007200			AKAP13			NA
Interval_11885	chr5	176433581	176434055	+	0	NA	promoter-TSS (UIMC1)	-promoter-TSS (UIMC1)	-375	UIMC1	UIMC1	NM_001199298			UIMC1			NA
Interval_13366	chr7	150924127	150924472	+	0	NA	exon (ABCF2, exon 1 of 16)	-exon (ABCF2, exon 1 of 16)	161	ABCF2	ABCF2	NM_007189			ABCF2			NA
Interval_7656	chr19	47104261	47104464	+	0	NA	promoter-TSS (PPP5D1)	-promoter-TSS (PPP5D1)	95	PPP5D1	PPP5D1	NM_001205281			PPP5D1			NA
Interval_7366	chr19	23433233	23433457	+	0	NA	promoter-TSS (ZNF724P)	-promoter-TSS (ZNF724P)	-173	ZNF724P	ZNF724P	NR_045525			ZNF724P			NA
Interval_492	chr1	41445327	41445870	+	0	NA	intron (CTPS1, intron 1 of 17)	-intron (CTPS1, intron 1 of 18)	627	CTPS1	CTPS1	NM_001301237			CTPS1			NA
Interval_5382	chr16	75019021	75019267	+	0	NA	promoter-TSS (WDR59)	-promoter-TSS (WDR59)	-127	WDR59	WDR59	NM_030581			WDR59			NA
Interval_5732	chr17	7893302	7893743	+	0	NA	Intergenic	Intergenic	-12466	GUCY2D	GUCY2D	NM_000180			GUCY2D			NA
Interval_4141	chr14	89976787	89977024	+	0	NA	intron (FOXN3, intron 1 of 6)	-intron (FOXN3, intron 1 of 6)	-65655	FOXN3-AS2	FOXN3-AS2	NR_024620			FOXN3-AS2			NA
Interval_10965	chr4	41937828	41937994	+	0	NA	intron (TMEM33, intron 1 of 6)	-intron (TMEM33, intron 1 of 6)	774	TMEM33	TMEM33	NM_018126			TMEM33			NA
Interval_3959	chr14	56662527	56662684	+	0	NA	intron (PELI2, intron 2 of 5)	-intron (PELI2, intron 2 of 5)	77512	PELI2	PELI2	NM_021255			PELI2			NA
Interval_391	chr1	32687920	32688121	+	0	NA	promoter-TSS (EIF3I)	-promoter-TSS (EIF3I)	49	EIF3I	EIF3I	NM_003757			EIF3I			NA
Interval_1626	chr10	64413092	64413319	+	0	NA	intron (ZNF365, intron 2 of 6)	-intron (ZNF365, intron 5 of 7)	132998	ZNF365	ZNF365	NM_199452			ZNF365			NA
Interval_5400	chr16	81040400	81040670	+	0	NA	promoter-TSS (CMC2)	-promoter-TSS (CMC2)	-33	CMC2	CMC2	NM_020188			CMC2			NA
Interval_12550	chr6	117996309	117996672	+	0	NA	promoter-TSS (NUS1)	-promoter-TSS (NUS1)	-43	LOC101927919	LOC101927919	NR_110854			LOC101927919			NA
Interval_6174	chr17	48172455	48172844	+	0	NA	promoter-TSS (PDK2)	-promoter-TSS (PDK2)	10	PDK2	PDK2	NM_002611			PDK2			NA
Interval_2616	chr11	102188089	102188410	+	0	NA	promoter-TSS (BIRC3)	-promoter-TSS (BIRC3)	68	BIRC3	BIRC3	NM_182962			BIRC3			NA
Interval_1729	chr10	81947314	81947447	+	0	NA	intron (ANXA11, intron 1 of 16)	-intron (ANXA11, intron 1 of 14)	17948	ANXA11	ANXA11	NM_001278407			ANXA11			NA
Interval_11336	chr5	14264765	14264916	+	0	NA	intron (TRIO, intron 1 of 56)	-intron (TRIO, intron 1 of 56)	121011	TRIO	TRIO	NM_007118			TRIO			NA
Interval_13538	chr8	33342472	33343033	+	0	NA	promoter-TSS (MAK16)	-promoter-TSS (MAK16)	67	MAK16	MAK16	NM_032509			MAK16			NA
Interval_10493	chr3	119182431	119182746	+	0	NA	promoter-TSS (TMEM39A)	-promoter-TSS (TMEM39A)	-59	TMEM39A	TMEM39A	NM_018266			TMEM39A			NA
Interval_4	chr1	894497	894731	+	0	NA	promoter-TSS (NOC2L)	-promoter-TSS (NOC2L)	65	NOC2L	NOC2L	NM_015658			NOC2L			NA
Interval_5189	chr16	31190971	31191089	+	0	NA	promoter-TSS (FUS)	-promoter-TSS (FUS)	-401	FUS	FUS	NM_004960			FUS			NA
Interval_7300	chr19	18061187	18061394	+	0	NA	promoter-TSS (KCNN1)	-promoter-TSS (KCNN1)	-821	KCNN1	KCNN1	NM_002248			KCNN1			NA
Interval_412	chr1	33938212	33938333	+	0	NA	promoter-TSS (ZSCAN20)	-promoter-TSS (ZSCAN20)	40	ZSCAN20	ZSCAN20	NM_145238			ZSCAN20			NA
Interval_6029	chr17	40086620	40086826	+	0	NA	promoter-TSS (TTC25)	-promoter-TSS (TTC25)	-153	TTC25	TTC25	NM_031421			TTC25			NA
Interval_9624	chr22	19279684	19279802	+	0	NA	promoter-TSS (CLTCL1)	-promoter-TSS (CLTCL1)	-504	CLTCL1	CLTCL1	NM_001835			CLTCL1			NA
Interval_522	chr1	44058733	44058884	+	0	NA	intron (PTPRF, intron 11 of 32)	-intron (PTPRF, intron 11 of 33)	-56989	KDM4A	KDM4A	NM_014663			KDM4A			NA
Interval_12348	chr6	43603264	43603423	+	0	NA	promoter-TSS (MAD2L1BP)	-promoter-TSS (MAD2L1BP)	-234	MAD2L1BP	MAD2L1BP	NM_001003690			MAD2L1BP			NA
Interval_395	chr1	32757334	32757685	+	0	NA	promoter-TSS (HDAC1)	-promoter-TSS (HDAC1)	-199	HDAC1	HDAC1	NM_004964			HDAC1			NA
Interval_12620	chr6	149795874	149795999	+	0	NA	intron (ZC3H12D, intron 1 of 5)	-intron (ZC3H12D, intron 1 of 5)	10212	ZC3H12D	ZC3H12D	NM_207360			ZC3H12D			NA
Interval_13794	chr8	109260622	109261032	+	0	NA	intron (EIF3E, intron 1 of 12)	-intron (EIF3E, intron 1 of 12)	132	EIF3E	EIF3E	NM_001568			EIF3E			NA
Interval_9555	chr21	45580505	45580623	+	0	NA	Intergenic	Intergenic	27070	C21orf33	C21orf33	NM_004649			C21orf33			NA
Interval_14203	chr9	92316424	92316552	+	0	NA	intron (UNQ6494, intron 4 of 5)	-intron (UNQ6494, intron 4 of 5)	61790	UNQ6494	UNQ6494	NR_024280			UNQ6494			NA
Interval_3723	chr13	99857054	99857173	+	0	NA	intron (UBAC2, intron 1 of 8)	-intron (UBAC2, intron 1 of 8)	3950	UBAC2	UBAC2	NM_177967			UBAC2			NA
Interval_3472	chr12	132628778	132629139	+	0	NA	promoter-TSS (NOC4L)	-promoter-TSS (NOC4L)	-14	NOC4L	NOC4L	NM_024078			NOC4L			NA
Interval_3815	chr14	24025191	24025592	+	0	NA	exon (THTPA, exon 1 of 3)	-exon (THTPA, exon 1 of 3)	-4533	ZFHX2	ZFHX2	NM_033400			ZFHX2			NA
Interval_12739	chr7	1015099	1015271	+	0	NA	promoter-TSS (COX19)	-promoter-TSS (COX19)	50	COX19	COX19	NM_001031617			COX19			NA
Interval_2457	chr11	67275979	67276205	+	0	NA	promoter-TSS (CDK2AP2)	-promoter-TSS (CDK2AP2)	-434	CDK2AP2	CDK2AP2	NM_005851			CDK2AP2			NA
Interval_11274	chr5	321653	321788	+	0	NA	intron (AHRR, intron 1 of 11)	-intron (AHRR, intron 1 of 10)	17429	AHRR	AHRR	NM_001242412			AHRR			NA
Interval_3978	chr14	60715590	60715834	+	0	NA	promoter-TSS (PPM1A)	-promoter-TSS (PPM1A)	3242	PPM1A	PPM1A	NM_177952			PPM1A			NA
Interval_13166	chr7	100860868	100860990	+	0	NA	promoter-TSS (PLOD3)	-promoter-TSS (PLOD3)	-56	ZNHIT1	ZNHIT1	NM_006349			ZNHIT1			NA
Interval_13962	chr8	145754466	145754685	+	0	NA	promoter-TSS (C8orf82)	-promoter-TSS (C8orf82)	-117	C8orf82	C8orf82	NM_001001795			C8orf82			NA
Interval_13356	chr7	150132471	150132726	+	0	NA	intron (LINC00996, intron 1 of 3)	-intron (LINC00996, intron 1 of 3)	1856	LINC00996	LINC00996	NR_034033			LINC00996			NA
Interval_4018	chr14	68086439	68086595	+	0	NA	promoter-TSS (ARG2)	-promoter-TSS (ARG2)	-62	ARG2	ARG2	NM_001172			ARG2			NA
Interval_4306	chr14	106321886	106322180	+	0	NA	Intergenic	Intergenic	2311	MIR4507	MIR4507	NR_039730			MIR4507			NA
Interval_10182	chr3	39424667	39425030	+	0	NA	promoter-TSS (SLC25A38)	-promoter-TSS (SLC25A38)	33	SLC25A38	SLC25A38	NM_017875			SLC25A38			NA
Interval_9643	chr22	21356022	21356355	+	0	NA	promoter-TSS (THAP7-AS1)	-promoter-TSS (THAP7-AS1)	-23	THAP7-AS1	THAP7-AS1	NR_027051			THAP7-AS1			NA
Interval_7036	chr19	7990189	7990435	+	0	NA	exon (CTXN1, exon 2 of 2)	-exon (CTXN1, exon 2 of 2)	739	CTXN1	CTXN1	NM_206833			CTXN1			NA
Interval_1504	chr10	16859294	16859453	+	0	NA	promoter-TSS (RSU1)	-promoter-TSS (RSU1)	80	RSU1	RSU1	NM_152724			RSU1			NA
Interval_6172	chr17	47841690	47841885	+	0	NA	promoter-TSS (FAM117A)	-promoter-TSS (FAM117A)	-269	FAM117A	FAM117A	NM_030802			FAM117A			NA
Interval_12431	chr6	79788290	79788478	+	0	NA	promoter-TSS (PHIP)	-promoter-TSS (PHIP)	-373	PHIP	PHIP	NM_017934			PHIP			NA
Interval_10528	chr3	124269342	124269524	+	0	NA	intron (KALRN, intron 33 of 59)	-intron (KALRN, intron 33 of 59)	176254	MIR6083	MIR6083	NR_106731			MIR6083			NA
Interval_6497	chr17	79790105	79790347	+	0	NA	intron (FAM195B, intron 1 of 6)	-intron (FAM195B, intron 1 of 5)	944	FAM195B	FAM195B	NM_001093767			FAM195B			NA
Interval_5924	chr17	33390603	33390862	+	0	NA	promoter-TSS (RFFL)	-promoter-TSS (RFFL)	25616	RFFL	RFFL	NR_037713			RFFL			NA
Interval_14395	chr9	129881294	129881536	+	0	NA	intron (ANGPTL2, intron 1 of 4)	-intron (RALGPS1, intron 7 of 16)	3629	ANGPTL2	ANGPTL2	NM_012098			ANGPTL2			NA
Interval_5295	chr16	67208119	67208667	+	0	NA	intron (NOL3, intron 2 of 3)	-intron (NOL3, intron 2 of 3)	637	NOL3	NOL3	NM_001276311			NOL3			NA
Interval_14251	chr9	100819324	100819449	+	0	NA	intron (NANS, intron 1 of 5)	-intron (NANS, intron 1 of 5)	427	NANS	NANS	NM_018946			NANS			NA
Interval_9134	chr20	32890696	32891261	+	0	NA	intron (AHCY, intron 1 of 9)	-intron (AHCY, intron 1 of 9)	8630	AHCY	AHCY	NM_001161766			AHCY			NA
Interval_7991	chr2	10587893	10588301	+	0	NA	promoter-TSS (ODC1)	-promoter-TSS (ODC1)	583	ODC1	ODC1	NM_002539			ODC1			NA
Interval_9546	chr21	45564598	45564845	+	0	NA	exon (C21orf33, exon 7 of 7)	-exon (C21orf33, exon 7 of 7)	11227	C21orf33	C21orf33	NM_004649			C21orf33			NA
Interval_13452	chr8	20054639	20054808	+	0	NA	promoter-TSS (ATP6V1B2)	-promoter-TSS (ATP6V1B2)	19	ATP6V1B2	ATP6V1B2	NM_001693			ATP6V1B2			NA
Interval_10578	chr3	129830135	129830278	+	0	NA	promoter-TSS (FAM86HP)	-promoter-TSS (FAM86HP)	70	FAM86HP	FAM86HP	NR_024252			FAM86HP			NA
Interval_1565	chr10	43601097	43601251	+	0	NA	intron (RET, intron 4 of 19)	-intron (RET, intron 4 of 18)	28657	RET	RET	NM_020975			RET			NA
Interval_13459	chr8	22224570	22224791	+	0	NA	promoter-TSS (SLC39A14)	-promoter-TSS (SLC39A14)	-82	SLC39A14	SLC39A14	NM_001135154			SLC39A14			NA
Interval_11775	chr5	150159787	150159935	+	0	NA	intron (SMIM3, intron 1 of 1)	-intron (SMIM3, intron 1 of 1)	2353	SMIM3	SMIM3	NM_032947			SMIM3			NA
Interval_1528	chr10	26986768	26986986	+	0	NA	intron (PDSS1, intron 1 of 11)	-intron (PDSS1, intron 1 of 11)	282	PDSS1	PDSS1	NM_014317			PDSS1			NA
Interval_12766	chr7	2288810	2288955	+	0	NA	intron (NUDT1, intron 2 of 3)	-intron (NUDT1, intron 2 of 3)	6342	NUDT1	NUDT1	NM_198949			NUDT1			NA
Interval_7476	chr19	38827371	38827777	+	0	NA	intron (CATSPERG, intron 1 of 28)	-intron (CATSPERG, intron 1 of 28)	1131	CATSPERG	CATSPERG	NM_021185			CATSPERG			NA
Interval_12559	chr6	122720554	122720810	+	0	NA	promoter-TSS (HSF2)	-promoter-TSS (HSF2)	-14	HSF2	HSF2	NM_001135564			HSF2			NA
Interval_13372	chr7	152133779	152134073	+	0	NA	promoter-TSS (KMT2C)	-promoter-TSS (KMT2C)	-54	FABP5P3	FABP5P3	NR_002935			FABP5P3			NA
Interval_4030	chr14	69262579	69262751	+	0	NA	intron (ZFP36L1, intron 1 of 2)	-intron (ZFP36L1, intron 1 of 2)	-2034	ZFP36L1	ZFP36L1	NM_001244701			ZFP36L1			NA
Interval_270	chr1	25250192	25250313	+	0	NA	intron (RUNX3, intron 2 of 4)	-intron (RUNX3, intron 3 of 5)	-4345	MIR6731	MIR6731	NR_106789			MIR6731			NA
Interval_1721	chr10	79789236	79789452	+	0	NA	promoter-TSS (POLR3A)	-promoter-TSS (POLR3A)	-46	POLR3A	POLR3A	NM_007055			POLR3A			NA
Interval_8123	chr2	38830284	38830422	+	0	NA	promoter-TSS (HNRNPLL)	-promoter-TSS (HNRNPLL)	-175	HNRNPLL	HNRNPLL	NM_001142650			HNRNPLL			NA
Interval_2157	chr11	32605116	32605519	+	0	NA	promoter-TSS (EIF3M)	-promoter-TSS (EIF3M)	4	EIF3M	EIF3M	NM_001307929			EIF3M			NA
Interval_2142	chr11	20408897	20409566	+	0	NA	exon (PRMT3, exon 1 of 14)	-exon (PRMT3, exon 1 of 14)	155	PRMT3	PRMT3	NM_001145167			PRMT3			NA
Interval_13004	chr7	66309769	66309987	+	0	NA	promoter-TSS (GTF2IRD1P1)	-promoter-TSS (GTF2IRD1P1)	-65	GTF2IRD1P1	GTF2IRD1P1	NR_003934			GTF2IRD1P1			NA
Interval_12254	chr6	35888727	35889023	+	0	NA	promoter-TSS (SRPK1)	-promoter-TSS (SRPK1)	82	SRPK1	SRPK1	NM_003137			SRPK1			NA
Interval_9478	chr21	40177776	40177902	+	0	NA	promoter-TSS (ETS2)	-promoter-TSS (ETS2)	84	ETS2	ETS2	NM_001256295			ETS2			NA
Interval_7154	chr19	12721533	12721682	+	0	NA	promoter-TSS (ZNF490)	-promoter-TSS (ZNF490)	16	ZNF490	ZNF490	NM_020714			ZNF490			NA
Interval_5908	chr17	30334276	30334497	+	0	NA	Intergenic	Intergenic	-13769	LRRC37B	LRRC37B	NM_052888			LRRC37B			NA
Interval_11048	chr4	84376918	84377313	+	0	NA	promoter-TSS (HELQ)	-promoter-TSS (HELQ)	30	MRPS18C	MRPS18C	NM_001297767			MRPS18C			NA
Interval_11130	chr4	114683734	114684051	+	0	NA	promoter-TSS (CAMK2D)	-promoter-TSS (CAMK2D)	-809	CAMK2D	CAMK2D	NM_172114			CAMK2D			NA
Interval_13660	chr8	68492464	68492588	+	0	NA	intron (CPA6, intron 2 of 10)	-intron (CPA6, intron 2 of 10)	166094	CPA6	CPA6	NM_020361			CPA6			NA
Interval_8162	chr2	45878089	45878342	+	0	NA	promoter-TSS (PRKCE)	-promoter-TSS (PRKCE)	-828	PRKCE	PRKCE	NM_005400			PRKCE			NA
Interval_8169	chr2	46524250	46524422	+	0	NA	promoter-TSS (EPAS1)	-promoter-TSS (EPAS1)	-205	EPAS1	EPAS1	NM_001430			EPAS1			NA
Interval_1538	chr10	30722728	30722859	+	0	NA	promoter-TSS (MAP3K8)	-promoter-TSS (MAP3K8)	-157	MAP3K8	MAP3K8	NM_005204			MAP3K8			NA
Interval_2744	chr11	132272031	132272151	+	0	NA	Intergenic	Intergenic	117895	NTM-IT	NTM-IT	NR_046820			NTM-IT			NA
Interval_8623	chr2	158297632	158297784	+	0	NA	intron (CYTIP, intron 1 of 7)	-intron (CYTIP, intron 1 of 7)	2896	CYTIP	CYTIP	NM_004288			CYTIP			NA
Interval_4282	chr14	105442565	105442698	+	0	NA	intron (AHNAK2, intron 1 of 6)	-intron (AHNAK2, intron 1 of 6)	2063	AHNAK2	AHNAK2	NM_138420			AHNAK2			NA
Interval_13433	chr8	11324025	11324553	+	0	NA	promoter-TSS (FAM167A)	-promoter-TSS (FAM167A)	-13	FAM167A	FAM167A	NM_053279			FAM167A			NA
Interval_7997	chr2	11004128	11004255	+	0	NA	Intergenic	Intergenic	-14202	LOC101929733	LOC101929733	NR_110575			LOC101929733			NA
Interval_10714	chr3	180707411	180707595	+	0	NA	promoter-TSS (DNAJC19)	-promoter-TSS (DNAJC19)	59	DNAJC19	DNAJC19	NM_145261			DNAJC19			NA
Interval_14551	chr9	139159264	139159400	+	0	NA	Intergenic	Intergenic	-21645	QSOX2	QSOX2	NM_181701			QSOX2			NA
Interval_3590	chr13	41238940	41239251	+	0	NA	intron (FOXO1, intron 1 of 2)	-intron (FOXO1, intron 1 of 2)	1639	FOXO1	FOXO1	NM_002015			FOXO1			NA
Interval_7370	chr19	30097135	30097296	+	0	NA	promoter-TSS (POP4)	-promoter-TSS (POP4)	45	POP4	POP4	NM_006627			POP4			NA
Interval_7537	chr19	41224906	41225263	+	0	NA	intron (ITPKC, intron 1 of 6)	-intron (ITPKC, intron 1 of 6)	2076	ITPKC	ITPKC	NM_025194			ITPKC			NA
Interval_5909	chr17	30454536	30454844	+	0	NA	Intergenic	Intergenic	-14783	RHOT1	RHOT1	NM_001033568			RHOT1			NA
Interval_7613	chr19	45656901	45657049	+	0	NA	exon (NKPD1, exon 4 of 4)	-exon (NKPD1, exon 4 of 4)	6433	NKPD1	NKPD1	NM_198478			NKPD1			NA
Interval_46	chr1	1731348	1731490	+	0	NA	intron (GNB1, intron 7 of 11)	-intron (GNB1, intron 5 of 9)	-21510	NADK	NADK	NM_001198994			NADK			NA
Interval_13412	chr8	8086065	8086211	+	0	NA	promoter-TSS (FAM86B3P)	-promoter-TSS (FAM86B3P)	46	FAM86B3P	FAM86B3P	NR_024361			FAM86B3P			NA
Interval_9713	chr22	29276004	29276158	+	0	NA	Intergenic	Intergenic	-37296	ZNRF3	ZNRF3	NM_001206998			ZNRF3			NA
Interval_12737	chr7	994272	994452	+	0	NA	promoter-TSS (ADAP1)	-promoter-TSS (ADAP1)	-43	ADAP1	ADAP1	NM_001284308			ADAP1			NA
Interval_1788	chr10	97051025	97051244	+	0	NA	promoter-TSS (PDLIM1)	-promoter-TSS (PDLIM1)	-229	PDLIM1	PDLIM1	NM_020992			PDLIM1			NA
Interval_6169	chr17	47785576	47785786	+	0	NA	promoter-TSS (SLC35B1)	-promoter-TSS (SLC35B1)	-368	SLC35B1	SLC35B1	NM_005827			SLC35B1			NA
Interval_2042	chr11	809390	810158	+	0	NA	promoter-TSS (RPLP2)	-promoter-TSS (RPLP2)	-162	RPLP2	RPLP2	NM_001004			RPLP2			NA
Interval_13681	chr8	79719214	79719443	+	0	NA	Intergenic	Intergenic	-1570	IL7	IL7	NM_000880			IL7			NA
Interval_2124	chr11	17298053	17298251	+	0	NA	promoter-TSS (NUCB2)	-promoter-TSS (NUCB2)	-134	NUCB2	NUCB2	NM_005013			NUCB2			NA
Interval_6411	chr17	75437520	75437888	+	0	NA	intron (SEPT9, intron 1 of 9)	-intron (SEPT9, intron 3 of 11)	-44568	MIR4316	MIR4316	NR_036200			MIR4316			NA
Interval_2730	chr11	125462320	125462606	+	0	NA	promoter-TSS (STT3A)	-promoter-TSS (STT3A)	-227	STT3A	STT3A	NM_001278504			STT3A			NA
Interval_1836	chr10	102757959	102758142	+	0	NA	intron (LZTS2, intron 1 of 4)	-intron (LZTS2, intron 1 of 4)	1186	LZTS2	LZTS2	NM_032429			LZTS2			NA
Interval_829	chr1	151162566	151162811	+	0	NA	promoter-TSS (VPS72)	-promoter-TSS (VPS72)	1	VPS72	VPS72	NM_001271088			VPS72			NA
Interval_1245	chr1	220445702	220446049	+	0	NA	promoter-TSS (RAB3GAP2)	-promoter-TSS (RAB3GAP2)	-32	RAB3GAP2	RAB3GAP2	NM_012414			RAB3GAP2			NA
Interval_12617	chr6	149376830	149376959	+	0	NA	intron (UST, intron 7 of 7)	-intron (UST, intron 7 of 7)	-91074	LOC100128176	LOC100128176	NR_038408			LOC100128176			NA
Interval_69	chr1	2345433	2345552	+	0	NA	Intergenic	Intergenic	-1482	PEX10	PEX10	NM_002617			PEX10			NA
Interval_14141	chr9	66494014	66494223	+	0	NA	promoter-TSS (PTGER4P2-CDK2AP2P2)	-promoter-TSS (PTGER4P2-CDK2AP2P2)	-151	PTGER4P2-CDK2AP2P2	PTGER4P2-CDK2AP2P2	NR_024496			PTGER4P2-CDK2AP2P2			NA
Interval_4088	chr14	75643246	75643408	+	0	NA	promoter-TSS (TMED10)	-promoter-TSS (TMED10)	22	TMED10	TMED10	NM_006827			TMED10			NA
Interval_359	chr1	29557271	29557603	+	0	NA	promoter-TSS (MECR)	-promoter-TSS (MECR)	33	MECR	MECR	NM_016011			MECR			NA
Interval_2436	chr11	67007367	67007694	+	0	NA	promoter-TSS (KDM2A)	-promoter-TSS (KDM2A)	-26375	ADRBK1	ADRBK1	NM_001619			ADRBK1			NA
Interval_1794	chr10	97518544	97518686	+	0	NA	intron (ENTPD1-AS1, intron 5 of 5)	-intron (ENTPD1, intron 1 of 9)	2942	ENTPD1	ENTPD1	NM_001776			ENTPD1			NA
Interval_3581	chr13	37462400	37462559	+	0	NA	intron (SMAD9, intron 1 of 5)	-intron (SMAD9, intron 1 of 6)	31930	SMAD9	SMAD9	NM_001127217			SMAD9			NA
Interval_7145	chr19	11708336	11708455	+	0	NA	exon (ZNF627, exon 1 of 5)	-exon (ZNF627, exon 1 of 5)	160	ZNF627	ZNF627	NM_001290083			ZNF627			NA
Interval_2130	chr11	18548324	18548657	+	0	NA	promoter-TSS (TSG101)	-promoter-TSS (TSG101)	13	TSG101	TSG101	NM_006292			TSG101			NA
Interval_4182	chr14	93035132	93035372	+	0	NA	intron (RIN3, intron 2 of 9)	-intron (RIN3, intron 2 of 9)	55127	RIN3	RIN3	NM_024832			RIN3			NA
Interval_6014	chr17	38721602	38721733	+	0	NA	promoter-TSS (CCR7)	-promoter-TSS (CCR7)	69	CCR7	CCR7	NM_001838			CCR7			NA
Interval_4571	chr15	69121388	69121584	+	0	NA	intron (MIR548H4, intron 2 of 4)	-intron (MIR548H4, intron 2 of 4)	5183	MIR548H4	MIR548H4	NR_031680			MIR548H4			NA
Interval_4299	chr14	105957032	105957445	+	0	NA	promoter-TSS (C14orf80)	-promoter-TSS (C14orf80)	1046	C14orf80	C14orf80	NM_001134875			C14orf80			NA
Interval_7318	chr19	18390329	18390572	+	0	NA	TTS (JUND)	-TTS (JUND)	2016	JUND	JUND	NM_005354			JUND			NA
Interval_7958	chr2	8617994	8618350	+	0	NA	Intergenic	Intergenic	105750	LOC101929567	LOC101929567	NR_110257			LOC101929567			NA
Interval_14496	chr9	135457498	135457713	+	0	NA	promoter-TSS (BARHL1)	-promoter-TSS (BARHL1)	-388	BARHL1	BARHL1	NM_020064			BARHL1			NA
Interval_8786	chr2	208890183	208890369	+	0	NA	promoter-TSS (PLEKHM3)	-promoter-TSS (PLEKHM3)	8	PLEKHM3	PLEKHM3	NM_001080475			PLEKHM3			NA
Interval_14729	chrX	54208920	54209086	+	0	NA	exon (FAM120C, exon 1 of 14)	-exon (FAM120C, exon 1 of 14)	711	FAM120C	FAM120C	NM_001300788			FAM120C			NA
Interval_2037	chr11	748042	748160	+	0	NA	intron (TALDO1, intron 1 of 7)	-intron (TALDO1, intron 1 of 7)	669	TALDO1	TALDO1	NM_006755			TALDO1			NA
Interval_6865	chr19	2090182	2090473	+	0	NA	intron (MOB3A, intron 1 of 4)	-intron (MOB3A, intron 1 of 4)	5942	MOB3A	MOB3A	NM_130807			MOB3A			NA
Interval_2686	chr11	118801127	118801265	+	0	NA	Intergenic	Intergenic	-19583	BCL9L	BCL9L	NM_182557			BCL9L			NA
Interval_4121	chr14	77924808	77924978	+	0	NA	promoter-TSS (VIPAS39)	-promoter-TSS (VIPAS39)	520	AHSA1	AHSA1	NM_012111			AHSA1			NA
Interval_8736	chr2	198120315	198120555	+	0	NA	intron (ANKRD44-IT1, intron 5 of 5)	-intron (ANKRD44, intron 1 of 27)	46808	ANKRD44-IT1	ANKRD44-IT1	NR_046837			ANKRD44-IT1			NA
Interval_3933	chr14	52456113	52456333	+	0	NA	promoter-TSS (C14orf166)	-promoter-TSS (C14orf166)	-5	C14orf166	C14orf166	NM_016039			C14orf166			NA
Interval_297	chr1	26735096	26735332	+	0	NA	Intergenic	Intergenic	-2055	LIN28A	LIN28A	NM_024674			LIN28A			NA
Interval_1335	chr1	234746145	234746264	+	0	NA	promoter-TSS (IRF2BP2)	-promoter-TSS (IRF2BP2)	-933	IRF2BP2	IRF2BP2	NM_001077397			IRF2BP2			NA
Interval_6015	chr17	38752734	38752991	+	0	NA	Intergenic	Intergenic	-31126	CCR7	CCR7	NM_001838			CCR7			NA
Interval_11602	chr5	130506499	130506644	+	0	NA	promoter-TSS (LYRM7)	-promoter-TSS (LYRM7)	-36	LYRM7	LYRM7	NM_181705			LYRM7			NA
Interval_10438	chr3	99979680	99979884	+	0	NA	exon (TBC1D23, exon 1 of 19)	-exon (TBC1D23, exon 1 of 19)	121	TBC1D23	TBC1D23	NM_001199198			TBC1D23			NA
Interval_13265	chr7	128864506	128864736	+	0	NA	promoter-TSS (AHCYL2)	-promoter-TSS (AHCYL2)	-234	AHCYL2	AHCYL2	NM_001130720			AHCYL2			NA
Interval_4289	chr14	105532785	105533005	+	0	NA	Intergenic	Intergenic	-1008	GPR132	GPR132	NM_013345			GPR132			NA
