PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_1374	chr3	107515691	107515979	+	81	NA	intron (BBX, intron 14 of 16)	-intron (BBX, intron 15 of 17)	81080	LINC00635	LINC00635	NR_015414			LINC00635			NA
TCF12_IP_R1_peak_666	chr15	60268645	60269001	+	81	NA	Intergenic	Intergenic	-27598	FOXB1	FOXB1	NM_012182			FOXB1			NA
TCF12_IP_R1_peak_1656	chr6	12653665	12653942	+	81	NA	Intergenic	Intergenic	-63234	PHACTR1	PHACTR1	NM_001242648			PHACTR1			NA
TCF12_IP_R1_peak_1660	chr6	14382671	14383031	+	81	NA	Intergenic	Intergenic	-97166	LINC01108	LINC01108	NR_108097			LINC01108			NA
TCF12_IP_R1_peak_1453	chr4	37395629	37396000	+	81	NA	intron (NWD2, intron 3 of 6)	-intron (NWD2, intron 3 of 6)	149124	NWD2	NWD2	NM_001144990			NWD2			NA
TCF12_IP_R1_peak_1358	chr3	59758450	59758701	+	81	NA	intron (FHIT, intron 8 of 9)	-intron (FHIT, intron 8 of 9)	-722860	C3orf67	C3orf67	NM_198463			C3orf67			NA
TCF12_IP_R1_peak_941	chr18	60805467	60805700	+	80	NA	intron (BCL2, intron 2 of 2)	-intron (BCL2, intron 2 of 2)	181030	BCL2	BCL2	NM_000657			BCL2			NA
TCF12_IP_R1_peak_1506	chr4	140340583	140340872	+	80	NA	Intergenic	Intergenic	-34234	RAB33B	RAB33B	NM_031296			RAB33B			NA
TCF12_IP_R1_peak_1082	chr2	129474158	129474495	+	79	NA	Intergenic	Intergenic	-147848	LOC101927881	LOC101927881	NR_110278			LOC101927881			NA
TCF12_IP_R1_peak_1931	chr8	135173456	135173717	+	79	NA	Intergenic	Intergenic	274847	LOC101927822	LOC101927822	NR_125424			LOC101927822			NA
TCF12_IP_R1_peak_286	chr10	92743656	92744053	+	79	NA	intron (XLOC_008559, intron 3 of 5)	-intron (XLOC_008559, intron 3 of 5)	36797	XLOC_008559	XLOC_008559	NR_131214			XLOC_008559			NA
TCF12_IP_R1_peak_1403	chr3	141515360	141515604	+	79	NA	intron (GRK7, intron 2 of 3)	-intron (GRK7, intron 2 of 3)	18439	GRK7	GRK7	NM_139209			GRK7			NA
TCF12_IP_R1_peak_570	chr14	54636041	54636547	+	79	NA	Intergenic	Intergenic	-215024	BMP4	BMP4	NM_130850			BMP4			NA
TCF12_IP_R1_peak_2009	chr9	129181712	129181948	+	79	NA	intron (MVB12B, intron 6 of 9)	-intron (MVB12B, intron 6 of 9)	-9047	NRON	NRON	NR_045006			NRON			NA
TCF12_IP_R1_peak_1491	chr4	109771050	109771344	+	79	NA	intron (COL25A1, intron 22 of 35)	-intron (COL25A1, intron 22 of 31)	-86962	ETNPPL	ETNPPL	NM_001146590			ETNPPL			NA
TCF12_IP_R1_peak_1367	chr3	72037056	72037356	+	78	NA	Intergenic	Intergenic	112400	LINC00877	LINC00877	NR_104116			LINC00877			NA
TCF12_IP_R1_peak_870	chr17	56017133	56017385	+	78	NA	intron (CUEDC1, intron 1 of 10)	-intron (CUEDC1, intron 1 of 10)	-36509	CUEDC1	CUEDC1	NM_001271875			CUEDC1			NA
TCF12_IP_R1_peak_1971	chr9	86238685	86239012	+	78	NA	intron (IDNK, intron 1 of 3)	-intron (IDNK, intron 1 of 4)	884	IDNK	IDNK	NM_001001551			IDNK			NA
TCF12_IP_R1_peak_74	chr1	67859068	67859300	+	78	NA	intron (IL12RB2, intron 16 of 16)	-intron (IL12RB2, intron 15 of 15)	36939	SERBP1	SERBP1	NM_001018067			SERBP1			NA
TCF12_IP_R1_peak_1538	chr5	2001490	2001725	+	78	NA	Intergenic	Intergenic	114162	CTD-2194D22.4	CTD-2194D22	NR_109912			CTD-2194D22.4			NA
TCF12_IP_R1_peak_983	chr19	19716849	19717219	+	78	NA	intron (PBX4, intron 1 of 7)	-intron (PBX4, intron 1 of 7)	12691	PBX4	PBX4	NM_025245			PBX4			NA
TCF12_IP_R1_peak_240	chr10	22955452	22955697	+	78	NA	intron (PIP4K2A, intron 1 of 9)	-intron (PIP4K2A, intron 1 of 9)	47929	PIP4K2A	PIP4K2A	NM_005028			PIP4K2A			NA
TCF12_IP_R1_peak_406	chr11	122545780	122546188	+	78	NA	intron (UBASH3B, intron 1 of 13)	-intron (UBASH3B, intron 1 of 13)	19586	UBASH3B	UBASH3B	NM_032873			UBASH3B			NA
TCF12_IP_R1_peak_829	chr17	27065756	27065988	+	78	NA	intron (NEK8, intron 9 of 14)	-intron (NEK8, intron 9 of 14)	-5151	TRAF4	TRAF4	NM_004295			TRAF4			NA
TCF12_IP_R1_peak_884	chr17	74088682	74089070	+	78	NA	intron (EXOC7, intron 5 of 18)	-intron (EXOC7, intron 6 of 18)	5281	MIR6868	MIR6868	NR_106928			MIR6868			NA
TCF12_IP_R1_peak_369	chr11	61600937	61601250	+	78	NA	intron (FADS2, intron 1 of 11)	-intron (FADS2, intron 1 of 11)	5588	FADS2	FADS2	NM_001281501			FADS2			NA
TCF12_IP_R1_peak_962	chr19	8783067	8783423	+	78	NA	Intergenic	Intergenic	25935	ACTL9	ACTL9	NM_178525			ACTL9			NA
TCF12_IP_R1_peak_1270	chr22	30693704	30693985	+	78	NA	intron (TBC1D10A, intron 3 of 8)	-intron (TBC1D10A, intron 3 of 8)	-8228	GATSL3	GATSL3	NM_001037666			GATSL3			NA
TCF12_IP_R1_peak_1081	chr2	128397663	128397945	+	78	NA	intron (LIMS2, intron 8 of 9)	-intron (LIMS2, intron 9 of 10)	-5635	GPR17	GPR17	NM_001161415			GPR17			NA
TCF12_IP_R1_peak_1292	chr3	5150064	5150376	+	78	NA	Intergenic	Intergenic	-13710	ARL8B	ARL8B	NM_018184			ARL8B			NA
TCF12_IP_R1_peak_12	chr1	10992327	10992570	+	78	NA	Intergenic	Intergenic	49646	C1orf127	C1orf127	NM_001170754			C1orf127			NA
TCF12_IP_R1_peak_814	chr17	10024085	10024328	+	78	NA	intron (GAS7, intron 1 of 13)	-intron (GAS7, intron 1 of 13)	77662	GAS7	GAS7	NM_201433			GAS7			NA
TCF12_IP_R1_peak_243	chr10	26893223	26893542	+	78	NA	Intergenic	Intergenic	14588	LINC00264	LINC00264	NR_026793			LINC00264			NA
TCF12_IP_R1_peak_354	chr11	43890483	43890833	+	78	NA	Intergenic	Intergenic	-11699	ALKBH3	ALKBH3	NM_139178			ALKBH3			NA
TCF12_IP_R1_peak_1386	chr3	122635031	122635303	+	78	NA	intron (SEMA5B, intron 12 of 22)	-intron (SEMA5B, intron 12 of 22)	29807	LOC100129550	LOC100129550	NR_024618			LOC100129550			NA
TCF12_IP_R1_peak_787	chr16	81721840	81722072	+	78	NA	intron (CMIP, intron 10 of 20)	-intron (CMIP, intron 10 of 20)	22997	LOC100129617	LOC100129617	NR_045112			LOC100129617			NA
TCF12_IP_R1_peak_815	chr17	10121207	10121439	+	78	NA	Intergenic	Intergenic	-19455	GAS7	GAS7	NM_201433			GAS7			NA
TCF12_IP_R1_peak_1816	chr7	125301831	125302066	+	78	NA	Intergenic	Intergenic	-397603	LOC101928254	LOC101928254	NR_110182			LOC101928254			NA
TCF12_IP_R1_peak_1392	chr3	126607034	126607464	+	78	NA	intron (CHCHD6, intron 5 of 7)	-intron (CHCHD6, intron 5 of 7)	-100188	PLXNA1	PLXNA1	NM_032242			PLXNA1			NA
TCF12_IP_R1_peak_2038	chrX	123870541	123870860	+	78	NA	intron (TENM1, intron 4 of 30)	-intron (TENM1, intron 4 of 31)	226966	TENM1	TENM1	NM_014253			TENM1			NA
TCF12_IP_R1_peak_1275	chr22	39925078	39925389	+	78	NA	exon (RPS19BP1, exon 4 of 4)	-exon (RPS19BP1, exon 4 of 4)	3627	RPS19BP1	RPS19BP1	NM_194326			RPS19BP1			NA
TCF12_IP_R1_peak_1917	chr8	125654349	125654589	+	78	NA	intron (MTSS1, intron 3 of 13)	-intron (MTSS1, intron 3 of 14)	86279	MTSS1	MTSS1	NM_014751			MTSS1			NA
TCF12_IP_R1_peak_587	chr14	74220821	74221097	+	77	NA	intron (ELMSAN1, intron 1 of 11)	-intron (ELMSAN1, intron 1 of 11)	-4491	MIR4505	MIR4505	NR_039727			MIR4505			NA
TCF12_IP_R1_peak_414	chr11	128608886	128609123	+	77	NA	intron (FLI1, intron 1 of 8)	-intron (FLI1, intron 1 of 9)	-43086	SENCR	SENCR	NR_038908			SENCR			NA
TCF12_IP_R1_peak_228	chr10	6515444	6515739	+	77	NA	intron (PRKCQ, intron 12 of 17)	-intron (PRKCQ, intron 12 of 16)	106672	PRKCQ	PRKCQ	NM_001282644			PRKCQ			NA
TCF12_IP_R1_peak_944	chr18	71434267	71434555	+	77	NA	Intergenic	Intergenic	380588	FBXO15	FBXO15	NM_001142958			FBXO15			NA
TCF12_IP_R1_peak_166	chr1	203734004	203734311	+	77	NA	promoter-TSS (LAX1)	-promoter-TSS (LAX1)	-127	LAX1	LAX1	NM_001282878			LAX1			NA
TCF12_IP_R1_peak_1605	chr5	133414023	133414407	+	77	NA	Intergenic	Intergenic	-37135	TCF7	TCF7	NM_213648			TCF7			NA
TCF12_IP_R1_peak_453	chr12	50455963	50456262	+	77	NA	intron (ASIC1, intron 3 of 11)	-intron (ASIC1, intron 3 of 11)	4692	ASIC1	ASIC1	NM_020039			ASIC1			NA
TCF12_IP_R1_peak_1946	chr9	7976422	7976692	+	77	NA	Intergenic	Intergenic	-176758	TMEM261	TMEM261	NM_033428			TMEM261			NA
TCF12_IP_R1_peak_1134	chr2	206645339	206645694	+	77	NA	intron (NRP2, intron 15 of 16)	-intron (NRP2, intron 15 of 16)	98292	NRP2	NRP2	NM_003872			NRP2			NA
TCF12_IP_R1_peak_980	chr19	17003618	17004041	+	77	NA	TTS (F2RL3)	-TTS (F2RL3)	4003	F2RL3	F2RL3	NM_003950			F2RL3			NA
TCF12_IP_R1_peak_223	chr10	2962970	2963324	+	77	NA	Intergenic	Intergenic	-146565	PFKP	PFKP	NM_002627			PFKP			NA
TCF12_IP_R1_peak_1693	chr6	37475763	37475995	+	77	NA	intron (LOC100505530, intron 1 of 3)	-intron (LOC100505530, intron 1 of 3)	755	LOC100505530	LOC100505530	NR_126057			LOC100505530			NA
TCF12_IP_R1_peak_1723	chr6	106089470	106089794	+	77	NA	Intergenic	Intergenic	-238633	PREP	PREP	NM_002726			PREP			NA
TCF12_IP_R1_peak_1225	chr21	33563031	33563330	+	77	NA	Intergenic	Intergenic	88196	MIS18A	MIS18A	NM_018944			MIS18A			NA
TCF12_IP_R1_peak_899	chr17	80821898	80822244	+	77	NA	intron (TBCD, intron 13 of 38)	-intron (TBCD, intron 13 of 38)	-24140	ZNF750	ZNF750	NM_024702			ZNF750			NA
TCF12_IP_R1_peak_1064	chr2	102056672	102057232	+	77	NA	intron (RFX8, intron 2 of 11)	-intron (RFX8, intron 2 of 11)	34213	RFX8	RFX8	NM_001145664			RFX8			NA
TCF12_IP_R1_peak_1106	chr2	173291800	173292032	+	77	NA	promoter-TSS (ITGA6)	-promoter-TSS (ITGA6)	-398	ITGA6	ITGA6	NM_001079818			ITGA6			NA
TCF12_IP_R1_peak_752	chr16	49372862	49373101	+	77	NA	Intergenic	Intergenic	-34738	C16orf78	C16orf78	NM_144602			C16orf78			NA
TCF12_IP_R1_peak_1717	chr6	80674343	80674620	+	77	NA	Intergenic	Intergenic	-17166	ELOVL4	ELOVL4	NM_022726			ELOVL4			NA
TCF12_IP_R1_peak_1559	chr5	52021273	52021673	+	77	NA	Intergenic	Intergenic	-62301	PELO	PELO	NM_015946			PELO			NA
TCF12_IP_R1_peak_1388	chr3	124554094	124554742	+	77	NA	intron (ITGB5, intron 5 of 14)	-intron (ITGB5, intron 5 of 14)	51734	ITGB5	ITGB5	NM_002213			ITGB5			NA
TCF12_IP_R1_peak_1882	chr8	55066115	55066359	+	77	NA	Intergenic	Intergenic	18456	MRPL15	MRPL15	NM_014175			MRPL15			NA
TCF12_IP_R1_peak_37	chr1	26481907	26482202	+	77	NA	Intergenic	Intergenic	-3457	FAM110D	FAM110D	NM_024869			FAM110D			NA
TCF12_IP_R1_peak_1090	chr2	136891663	136891967	+	77	NA	Intergenic	Intergenic	-16090	CXCR4	CXCR4	NM_003467			CXCR4			NA
TCF12_IP_R1_peak_1303	chr3	16343682	16343957	+	77	NA	intron (OXNAD1, intron 7 of 8)	-intron (OXNAD1, intron 7 of 8)	37152	OXNAD1	OXNAD1	NM_138381			OXNAD1			NA
TCF12_IP_R1_peak_1726	chr6	112607221	112607474	+	77	NA	intron (LOC101927640, intron 2 of 2)	-intron (LOC101927640, intron 2 of 2)	-31430	LAMA4	LAMA4	NM_001105206			LAMA4			NA
TCF12_IP_R1_peak_964	chr19	9976938	9977237	+	77	NA	intron (OLFM2, intron 1 of 5)	-intron (OLFM2, intron 1 of 5)	31204	PIN1	PIN1	NR_038830			PIN1			NA
TCF12_IP_R1_peak_1890	chr8	71504617	71504958	+	77	NA	intron (TRAM1, intron 6 of 10)	-intron (TRAM1, intron 6 of 10)	15907	TRAM1	TRAM1	NM_014294			TRAM1			NA
TCF12_IP_R1_peak_400	chr11	118176351	118176670	+	77	NA	intron (CD3E, intron 2 of 8)	-intron (CD3E, intron 2 of 8)	1215	CD3E	CD3E	NM_000733			CD3E			NA
TCF12_IP_R1_peak_517	chr13	31228640	31229005	+	77	NA	intron (USPL1, intron 8 of 8)	-intron (USPL1, intron 8 of 8)	36992	USPL1	USPL1	NM_005800			USPL1			NA
TCF12_IP_R1_peak_1904	chr8	106446599	106446831	+	77	NA	intron (ZFPM2, intron 2 of 7)	-intron (ZFPM2, intron 2 of 7)	115568	ZFPM2	ZFPM2	NM_012082			ZFPM2			NA
TCF12_IP_R1_peak_1176	chr20	24678886	24679277	+	77	NA	Intergenic	Intergenic	229246	SYNDIG1	SYNDIG1	NM_024893			SYNDIG1			NA
TCF12_IP_R1_peak_1808	chr7	99818831	99819134	+	77	NA	exon (PVRIG, exon 6 of 6)	-exon (PVRIG, exon 6 of 6)	2111	PVRIG	PVRIG	NM_024070			PVRIG			NA
TCF12_IP_R1_peak_1855	chr8	8726419	8726766	+	77	NA	intron (MFHAS1, intron 1 of 2)	-intron (MFHAS1, intron 1 of 2)	24539	MFHAS1	MFHAS1	NM_004225			MFHAS1			NA
TCF12_IP_R1_peak_1049	chr2	75588580	75588949	+	77	NA	Intergenic	Intergenic	-162119	TACR1	TACR1	NM_001058			TACR1			NA
TCF12_IP_R1_peak_1893	chr8	74660136	74660442	+	77	NA	promoter-TSS (STAU2)	-promoter-TSS (STAU2)	-1127	STAU2	STAU2	NM_001164384			STAU2			NA
TCF12_IP_R1_peak_68	chr1	61298073	61298333	+	77	NA	Intergenic	Intergenic	-6947	LOC101926964	LOC101926964	NR_110628			LOC101926964			NA
TCF12_IP_R1_peak_1836	chr7	149567010	149567416	+	77	NA	intron (ATP6V0E2-AS1, intron 3 of 3)	-intron (ATP6V0E2-AS1, intron 3 of 3)	-2844	ATP6V0E2	ATP6V0E2	NM_001289990			ATP6V0E2			NA
TCF12_IP_R1_peak_1494	chr4	114486092	114486356	+	76	NA	intron (CAMK2D, intron 4 of 17)	-intron (CAMK2D, intron 4 of 18)	196859	CAMK2D	CAMK2D	NM_172114			CAMK2D			NA
TCF12_IP_R1_peak_563	chr14	35761094	35761326	+	76	NA	promoter-TSS (PSMA6)	-promoter-TSS (PSMA6)	-313	PSMA6	PSMA6	NM_002791			PSMA6			NA
TCF12_IP_R1_peak_1522	chr4	175849410	175849664	+	76	NA	intron (ADAM29, intron 2 of 4)	-intron (ADAM29, intron 2 of 3)	10028	ADAM29	ADAM29	NM_001130703			ADAM29			NA
TCF12_IP_R1_peak_1734	chr6	134568328	134568614	+	75	NA	intron (SGK1, intron 2 of 13)	-intron (SGK1, intron 2 of 13)	-72437	SGK1	SGK1	NM_001143676			SGK1			NA
TCF12_IP_R1_peak_1510	chr4	147896690	147896923	+	75	NA	Intergenic	Intergenic	-29772	TTC29	TTC29	NM_001300761			TTC29			NA
TCF12_IP_R1_peak_130	chr1	160644338	160644691	+	74	NA	Intergenic	Intergenic	-27413	SLAMF1	SLAMF1	NM_003037			SLAMF1			NA
TCF12_IP_R1_peak_1637	chr5	179476287	179476597	+	74	NA	intron (RNF130, intron 1 of 8)	-intron (RNF130, intron 1 of 7)	22676	RNF130	RNF130	NM_018434			RNF130			NA
TCF12_IP_R1_peak_1860	chr8	16405569	16405823	+	74	NA	Intergenic	Intergenic	-355396	MSR1	MSR1	NM_138715			MSR1			NA
TCF12_IP_R1_peak_1274	chr22	37614773	37615289	+	74	NA	Intergenic	Intergenic	-8302	SSTR3	SSTR3	NM_001051			SSTR3			NA
TCF12_IP_R1_peak_530	chr13	48871261	48871540	+	74	NA	intron (LINC00441, intron 2 of 2)	-intron (LINC00441, intron 2 of 2)	6397	LINC00441	LINC00441	NR_046414			LINC00441			NA
TCF12_IP_R1_peak_1379	chr3	108539384	108539762	+	74	NA	Intergenic	Intergenic	-2058	TRAT1	TRAT1	NM_016388			TRAT1			NA
TCF12_IP_R1_peak_1272	chr22	31102051	31102351	+	74	NA	intron (OSBP2, intron 1 of 13)	-intron (OSBP2, intron 2 of 14)	11408	OSBP2	OSBP2	NM_001282741			OSBP2			NA
TCF12_IP_R1_peak_329	chr11	6754619	6754864	+	74	NA	Intergenic	Intergenic	-11631	GVINP1	GVINP1	NR_003945			GVINP1			NA
TCF12_IP_R1_peak_1753	chr6	158830611	158830862	+	74	NA	intron (TULP4, intron 1 of 13)	-intron (TULP4, intron 1 of 12)	97044	TULP4	TULP4	NM_020245			TULP4			NA
TCF12_IP_R1_peak_1966	chr9	82498118	82498514	+	74	NA	intron (LINC01507, intron 1 of 2)	-intron (LINC01507, intron 1 of 2)	58871	LINC01507	LINC01507	NR_121212			LINC01507			NA
TCF12_IP_R1_peak_1586	chr5	110566161	110566443	+	74	NA	intron (CAMK4, intron 1 of 10)	-intron (CAMK4, intron 1 of 10)	6355	CAMK4	CAMK4	NM_001744			CAMK4			NA
TCF12_IP_R1_peak_1837	chr7	150054542	150054898	+	74	NA	Intergenic	Intergenic	-9316	RNU6-34P	RNU6-34P	NR_046492			RNU6-34P			NA
TCF12_IP_R1_peak_1721	chr6	90804840	90805142	+	74	NA	intron (BACH2, intron 4 of 8)	-intron (BACH2, intron 2 of 6)	200803	GJA10	GJA10	NM_032602			GJA10			NA
TCF12_IP_R1_peak_1118	chr2	191074088	191074403	+	74	NA	intron (HIBCH, intron 12 of 13)	-intron (HIBCH, intron 12 of 13)	28564	C2orf88	C2orf88	NM_032321			C2orf88			NA
TCF12_IP_R1_peak_1021	chr2	19759231	19759602	+	74	NA	Intergenic	Intergenic	-201044	OSR1	OSR1	NM_145260			OSR1			NA
TCF12_IP_R1_peak_555	chr13	111837133	111837449	+	74	NA	intron (ARHGEF7, intron 3 of 19)	-intron (ARHGEF7, intron 3 of 19)	-31367	LOC101060553	LOC101060553	NR_120398			LOC101060553			NA
TCF12_IP_R1_peak_1239	chr21	42693253	42693511	+	74	NA	intron (FAM3B, intron 1 of 6)	-intron (FAM3B, intron 1 of 7)	4721	FAM3B	FAM3B	NM_206964			FAM3B			NA
TCF12_IP_R1_peak_487	chr12	121198339	121198622	+	74	NA	Intergenic	Intergenic	34939	ACADS	ACADS	NM_000017			ACADS			NA
TCF12_IP_R1_peak_1170	chr20	15136557	15136842	+	74	NA	intron (MACROD2, intron 5 of 16)	-intron (MACROD2, intron 5 of 16)	-226535	MACROD2-AS1	MACROD2-AS1	NR_110318			MACROD2-AS1			NA
TCF12_IP_R1_peak_672	chr15	67478276	67478514	+	74	NA	intron (SMAD3, intron 7 of 8)	-intron (SMAD3, intron 7 of 8)	68679	AAGAB	AAGAB	NM_001271885			AAGAB			NA
TCF12_IP_R1_peak_47	chr1	32638171	32638435	+	74	NA	exon (KPNA6, exon 14 of 14)	-exon (KPNA6, exon 14 of 14)	-7042	TXLNA	TXLNA	NM_175852			TXLNA			NA
TCF12_IP_R1_peak_31	chr1	23946172	23946467	+	74	NA	Intergenic	Intergenic	-7505	MDS2	MDS2	NR_027042			MDS2			NA
TCF12_IP_R1_peak_1009	chr2	4676564	4676843	+	73	NA	exon (LINC01249, exon 5 of 5)	-exon (LINC01249, exon 5 of 5)	27109	LINC01249	LINC01249	NR_034134			LINC01249			NA
TCF12_IP_R1_peak_1590	chr5	118644285	118645081	+	73	NA	intron (TNFAIP8, intron 1 of 1)	-intron (TNFAIP8, intron 1 of 1)	-46832	TNFAIP8	TNFAIP8	NM_001077654			TNFAIP8			NA
TCF12_IP_R1_peak_1318	chr3	31267880	31268168	+	73	NA	Intergenic	Intergenic	-64745	MIR466	MIR466	NR_130459			MIR466			NA
TCF12_IP_R1_peak_1062	chr2	101840283	101840708	+	73	NA	Intergenic	Intergenic	-28850	CNOT11	CNOT11	NM_017546			CNOT11			NA
TCF12_IP_R1_peak_1887	chr8	66858378	66858793	+	73	NA	Intergenic	Intergenic	-75206	DNAJC5B	DNAJC5B	NM_033105			DNAJC5B			NA
TCF12_IP_R1_peak_242	chr10	26737737	26738024	+	73	NA	intron (APBB1IP, intron 2 of 14)	-intron (APBB1IP, intron 2 of 14)	10614	APBB1IP	APBB1IP	NM_019043			APBB1IP			NA
TCF12_IP_R1_peak_222	chr10	2950950	2951559	+	73	NA	Intergenic	Intergenic	-158458	PFKP	PFKP	NM_002627			PFKP			NA
TCF12_IP_R1_peak_1906	chr8	117856356	117856690	+	73	NA	Intergenic	Intergenic	-30140	RAD21-AS1	RAD21-AS1	NR_033886			RAD21-AS1			NA
TCF12_IP_R1_peak_1499	chr4	124221785	124222098	+	73	NA	intron (SPATA5, intron 15 of 15)	-intron (SPATA5, intron 15 of 15)	-96009	SPRY1	SPRY1	NM_005841			SPRY1			NA
TCF12_IP_R1_peak_1006	chr2	887940	888448	+	73	NA	Intergenic	Intergenic	12943	LOC101060385	LOC101060385	NR_110179			LOC101060385			NA
TCF12_IP_R1_peak_475	chr12	102437681	102438004	+	73	NA	intron (CCDC53, intron 4 of 6)	-intron (CCDC53, intron 4 of 6)	18060	CCDC53	CCDC53	NM_016053			CCDC53			NA
TCF12_IP_R1_peak_891	chr17	75959590	75959897	+	73	NA	Intergenic	Intergenic	-40575	TNRC6C	TNRC6C	NM_018996			TNRC6C			NA
TCF12_IP_R1_peak_1815	chr7	116727791	116728024	+	73	NA	intron (ST7-AS2, intron 1 of 4)	-intron (ST7, intron 1 of 14)	57739	ST7-AS2	ST7-AS2	NR_109981			ST7-AS2			NA
TCF12_IP_R1_peak_1382	chr3	117698366	117698650	+	73	NA	Intergenic	Intergenic	-963415	IGSF11-AS1	IGSF11-AS1	NR_046230			IGSF11-AS1			NA
TCF12_IP_R1_peak_1330	chr3	37264691	37264931	+	73	NA	Intergenic	Intergenic	-19871	GOLGA4	GOLGA4	NM_001172713			GOLGA4			NA
TCF12_IP_R1_peak_1704	chr6	45418552	45419024	+	73	NA	intron (RUNX2, intron 3 of 5)	-intron (RUNX2, intron 5 of 7)	-73000	SUPT3H	SUPT3H	NM_181356			SUPT3H			NA
TCF12_IP_R1_peak_1517	chr4	158042647	158042970	+	73	NA	intron (GLRB, intron 3 of 8)	-intron (GLRB, intron 3 of 9)	45531	GLRB	GLRB	NM_000824			GLRB			NA
TCF12_IP_R1_peak_662	chr15	58900490	58900806	+	72	NA	intron (ADAM10, intron 14 of 15)	-intron (ADAM10, intron 14 of 15)	85158	HSP90AB4P	HSP90AB4P	NR_073415			HSP90AB4P			NA
TCF12_IP_R1_peak_1436	chr4	2836830	2837286	+	72	NA	exon (SH3BP2, exon 13 of 13)	-exon (SH3BP2, exon 13 of 13)	-8526	ADD1	ADD1	NM_014189			ADD1			NA
TCF12_IP_R1_peak_1820	chr7	132170368	132170643	+	72	NA	intron (PLXNA4, intron 4 of 4)	-intron (PLXNA4, intron 3 of 3)	162942	PLXNA4	PLXNA4	NM_181775			PLXNA4			NA
TCF12_IP_R1_peak_802	chr16	89059181	89059609	+	72	NA	Intergenic	Intergenic	-51787	CBFA2T3	CBFA2T3	NM_005187			CBFA2T3			NA
TCF12_IP_R1_peak_1599	chr5	131865098	131865333	+	72	NA	Intergenic	Intergenic	13999	IL5	IL5	NM_000879			IL5			NA
TCF12_IP_R1_peak_1217	chr20	62425935	62426287	+	72	NA	intron (ZBTB46, intron 1 of 4)	-intron (ZBTB46, intron 1 of 4)	10745	ZBTB46	ZBTB46	NM_025224			ZBTB46			NA
TCF12_IP_R1_peak_1031	chr2	46666717	46667050	+	72	NA	intron (LOC101805491, intron 1 of 3)	-intron (LOC101805491, intron 1 of 3)	10554	LOC101805491	LOC101805491	NR_103805			LOC101805491			NA
TCF12_IP_R1_peak_853	chr17	45879751	45880005	+	72	NA	Intergenic	Intergenic	19269	OSBPL7	OSBPL7	NM_145798			OSBPL7			NA
TCF12_IP_R1_peak_495	chr12	129213431	129213749	+	72	NA	Intergenic	Intergenic	94951	SLC15A4	SLC15A4	NM_145648			SLC15A4			NA
TCF12_IP_R1_peak_52	chr1	41129060	41129302	+	72	NA	intron (RIMS3, intron 1 of 7)	-intron (RIMS3, intron 1 of 7)	2143	RIMS3	RIMS3	NM_014747			RIMS3			NA
TCF12_IP_R1_peak_1990	chr9	107753389	107753627	+	72	NA	Intergenic	Intergenic	-62981	ABCA1	ABCA1	NM_005502			ABCA1			NA
TCF12_IP_R1_peak_1632	chr5	172264710	172265068	+	72	NA	intron (ERGIC1, intron 1 of 9)	-intron (ERGIC1, intron 1 of 9)	3666	ERGIC1	ERGIC1	NM_001031711			ERGIC1			NA
TCF12_IP_R1_peak_838	chr17	35968112	35968370	+	72	NA	intron (SYNRG, intron 1 of 21)	-intron (SYNRG, intron 1 of 20)	1245	SYNRG	SYNRG	NM_007247			SYNRG			NA
TCF12_IP_R1_peak_1115	chr2	178773049	178773281	+	72	NA	intron (PDE11A, intron 2 of 19)	-intron (PDE11A, intron 3 of 20)	164317	PDE11A	PDE11A	NM_001077197			PDE11A			NA
TCF12_IP_R1_peak_280	chr10	87931718	87931968	+	72	NA	intron (GRID1, intron 3 of 15)	-intron (GRID1, intron 3 of 15)	92702	MIR346	MIR346	NR_029907			MIR346			NA
TCF12_IP_R1_peak_489	chr12	122332050	122332375	+	72	NA	intron (PSMD9, intron 1 of 3)	-intron (PSMD9, intron 1 of 3)	5575	PSMD9	PSMD9	NM_002813			PSMD9			NA
TCF12_IP_R1_peak_1351	chr3	52259945	52260313	+	72	NA	promoter-TSS (TLR9)	-promoter-TSS (TLR9)	50	TLR9	TLR9	NM_017442			TLR9			NA
TCF12_IP_R1_peak_1850	chr8	2142951	2143255	+	72	NA	Intergenic	Intergenic	118434	MIR7160	MIR7160	NR_106983			MIR7160			NA
TCF12_IP_R1_peak_991	chr19	32714380	32714616	+	72	NA	Intergenic	Intergenic	-117676	LOC101927411	LOC101927411	NR_110694			LOC101927411			NA
TCF12_IP_R1_peak_1281	chr22	46362398	46362663	+	72	NA	intron (WNT7B, intron 1 of 3)	-intron (WNT7B, intron 1 of 3)	10478	WNT7B	WNT7B	NM_058238			WNT7B			NA
TCF12_IP_R1_peak_1664	chr6	15255870	15256102	+	72	NA	intron (JARID2, intron 1 of 17)	-intron (JARID2, intron 1 of 17)	-7059	JARID2-AS1	JARID2-AS1	NR_120502			JARID2-AS1			NA
