PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2220	chr7	75957071	75957287	+	0	NA	exon (YWHAG, exon 2 of 2)	-exon (YWHAG, exon 2 of 2)	25304	HSPB1	HSPB1	NM_001540			HSPB1			NA
Interval_2163	chr7	4665553	4665750	+	0	NA	Intergenic	Intergenic	-56279	FOXK1	FOXK1	NM_001037165			FOXK1			NA
Interval_1716	chr3	169328689	169329035	+	0	NA	intron (MECOM, intron 1 of 16)	-intron (MECOM, intron 1 of 15)	153986	TERC	TERC	NR_001566			TERC			NA
Interval_512	chr11	128549084	128549235	+	0	NA	Intergenic	Intergenic	-14652	FLI1	FLI1	NM_001167681			FLI1			NA
Interval_2427	chr9	90220272	90220508	+	0	NA	intron (DAPK1, intron 3 of 25)	-intron (DAPK1, intron 3 of 25)	107794	DAPK1	DAPK1	NM_001288731			DAPK1			NA
Interval_273	chr10	24639669	24639822	+	0	NA	intron (KIAA1217, intron 2 of 20)	-intron (KIAA1217, intron 3 of 18)	75131	MIR603	MIR603	NR_030334			MIR603			NA
Interval_1779	chr4	9703642	9703858	+	0	NA	Intergenic	Intergenic	-79508	DRD5	DRD5	NM_000798			DRD5			NA
Interval_1250	chr2	54816766	54817023	+	0	NA	intron (SPTBN1, intron 1 of 30)	-intron (SPTBN1, intron 2 of 35)	31363	SPTBN1	SPTBN1	NM_003128			SPTBN1			NA
Interval_240	chr1	247267665	247267920	+	0	NA	promoter-TSS (ZNF669)	-promoter-TSS (ZNF669)	-118	ZNF669	ZNF669	NM_001142572			ZNF669			NA
Interval_1276	chr2	95717463	95717679	+	0	NA	intron (MAL, intron 2 of 2)	-intron (MAL, intron 3 of 3)	26171	MAL	MAL	NM_002371			MAL			NA
Interval_1150	chr19	13213538	13213836	+	0	NA	exon (LYL1, exon 1 of 4)	-exon (LYL1, exon 1 of 4)	287	LYL1	LYL1	NM_005583			LYL1			NA
Interval_884	chr16	27185417	27185658	+	0	NA	Intergenic	Intergenic	-29270	KDM8	KDM8	NM_024773			KDM8			NA
Interval_2510	chrX	39719503	39719799	+	0	NA	Intergenic	Intergenic	199181	MIR3937	MIR3937	NR_037501			MIR3937			NA
Interval_2056	chr6	32256276	32256484	+	0	NA	Intergenic	Intergenic	-64536	NOTCH4	NOTCH4	NM_004557_1			NOTCH4			NA
Interval_720	chr14	23025332	23025632	+	0	NA	Intergenic	Intergenic	32661	DAD1	DAD1	NM_001344			DAD1			NA
Interval_1526	chr22	30663771	30663929	+	0	NA	Intergenic	Intergenic	-1021	OSM	OSM	NM_020530			OSM			NA
Interval_784	chr14	100545452	100545623	+	0	NA	intron (EVL, intron 1 of 13)	-intron (EVL, intron 1 of 13)	13786	EVL	EVL	NM_016337			EVL			NA
Interval_1425	chr20	34585102	34585282	+	0	NA	intron (CNBD2, intron 6 of 8)	-intron (CNBD2, intron 8 of 10)	28689	CNBD2	CNBD2	NM_080834			CNBD2			NA
Interval_2556	chrX	123349670	123349848	+	0	NA	Intergenic	Intergenic	-130373	SH2D1A	SH2D1A	NM_001114937			SH2D1A			NA
Interval_1543	chr22	46635610	46635926	+	0	NA	exon (PPARA, exon 8 of 8)	-exon (PPARA, exon 8 of 8)	10425	CDPF1	CDPF1	NM_207327			CDPF1			NA
Interval_1869	chr4	141021277	141021440	+	0	NA	intron (MAML3, intron 1 of 5)	-intron (MAML3, intron 1 of 5)	53875	MAML3	MAML3	NM_018717			MAML3			NA
Interval_820	chr15	58306358	58306526	+	0	NA	promoter-TSS (ALDH1A2)	-promoter-TSS (ALDH1A2)	-147	ALDH1A2	ALDH1A2	NM_003888			ALDH1A2			NA
Interval_498	chr11	121522004	121522179	+	0	NA	Intergenic	Intergenic	199179	SORL1	SORL1	NM_003105			SORL1			NA
Interval_1863	chr4	124270571	124270858	+	0	NA	Intergenic	Intergenic	-47236	SPRY1	SPRY1	NM_005841			SPRY1			NA
Interval_2563	chrX	135711320	135711592	+	0	NA	Intergenic	Intergenic	-10246	LINC00892	LINC00892	NR_038462			LINC00892			NA
Interval_2198	chr7	45018678	45018924	+	0	NA	promoter-TSS (MYO1G)	-promoter-TSS (MYO1G)	-97	MYO1G	MYO1G	NM_033054			MYO1G			NA
Interval_1481	chr21	33044197	33044412	+	0	NA	exon (SCAF4, exon 19 of 19)	-exon (SCAF4, exon 19 of 19)	12369	SOD1	SOD1	NM_000454			SOD1			NA
Interval_2451	chr9	114688943	114689094	+	0	NA	intron (UGCG, intron 5 of 8)	-intron (UGCG, intron 5 of 8)	-5362	MIR4668	MIR4668	NR_039814			MIR4668			NA
Interval_286	chr10	35668217	35668394	+	0	NA	intron (CCNY, intron 1 of 8)	-intron (CCNY, intron 1 of 8)	132396	CCNY	CCNY	NM_001282853			CCNY			NA
Interval_2084	chr6	46241781	46241982	+	0	NA	intron (RCAN2, intron 2 of 4)	-intron (RCAN2, intron 2 of 4)	-2180	LOC101926915	LOC101926915	NR_125838			LOC101926915			NA
Interval_1155	chr19	15955302	15955628	+	0	NA	Intergenic	Intergenic	15708	UCA1	UCA1	NR_015379			UCA1			NA
Interval_914	chr16	70729710	70729866	+	0	NA	intron (VAC14, intron 16 of 18)	-intron (VAC14, intron 16 of 18)	-9834	MTSS1L	MTSS1L	NM_138383			MTSS1L			NA
Interval_1398	chr20	10338077	10338236	+	0	NA	Intergenic	Intergenic	76731	MKKS	MKKS	NM_170784			MKKS			NA
Interval_630	chr12	117417958	117418188	+	0	NA	exon (LOC100506551, exon 3 of 4)	-exon (LOC100506551, exon 3 of 4)	7069	LOC100506551	LOC100506551	NR_103809			LOC100506551			NA
Interval_1360	chr2	230198059	230198316	+	0	NA	Intergenic	Intergenic	-62130	PID1	PID1	NM_001100818			PID1			NA
Interval_1320	chr2	159986887	159987081	+	0	NA	intron (TANC1, intron 4 of 26)	-intron (TANC1, intron 4 of 26)	-56362	MIR6888	MIR6888	NR_106948			MIR6888			NA
Interval_911	chr16	68366318	68366563	+	0	NA	intron (PRMT7, intron 6 of 18)	-intron (PRMT7, intron 4 of 16)	21563	PRMT7	PRMT7	NM_019023			PRMT7			NA
Interval_727	chr14	34668811	34668962	+	0	NA	Intergenic	Intergenic	-248602	EGLN3	EGLN3	NM_022073			EGLN3			NA
Interval_1850	chr4	109016158	109016418	+	0	NA	intron (LEF1, intron 3 of 11)	-intron (LEF1, intron 3 of 10)	-72393	LEF1-AS1	LEF1-AS1	NR_029373			LEF1-AS1			NA
Interval_2064	chr6	36879880	36880031	+	0	NA	intron (C6orf89, intron 3 of 7)	-intron (C6orf89, intron 4 of 8)	26315	C6orf89	C6orf89	NM_001286637			C6orf89			NA
Interval_292	chr10	44303771	44303922	+	0	NA	Intergenic	Intergenic	-17981	HNRNPA3P1	HNRNPA3P1	NR_002726			HNRNPA3P1			NA
Interval_1961	chr5	130588524	130588753	+	0	NA	Intergenic	Intergenic	-11064	CDC42SE2	CDC42SE2	NM_020240			CDC42SE2			NA
Interval_604	chr12	92754320	92754485	+	0	NA	Intergenic	Intergenic	-60905	CLLU1	CLLU1	NR_027932			CLLU1			NA
Interval_775	chr14	93315386	93315597	+	0	NA	Intergenic	Intergenic	54915	GOLGA5	GOLGA5	NM_005113			GOLGA5			NA
Interval_1053	chr17	72459716	72459936	+	0	NA	Intergenic	Intergenic	-2696	CD300A	CD300A	NM_007261			CD300A			NA
Interval_1973	chr5	138317529	138317680	+	0	NA	intron (SIL1, intron 7 of 9)	-intron (SIL1, intron 8 of 10)	-106547	LRRTM2	LRRTM2	NM_015564			LRRTM2			NA
Interval_513	chr11	128550869	128551097	+	0	NA	Intergenic	Intergenic	-12828	FLI1	FLI1	NM_001167681			FLI1			NA
Interval_2417	chr9	80516085	80516364	+	0	NA	intron (GNAQ, intron 2 of 6)	-intron (GNAQ, intron 2 of 6)	130141	GNAQ	GNAQ	NM_002072			GNAQ			NA
Interval_327	chr10	82233304	82233455	+	0	NA	intron (TSPAN14, intron 1 of 8)	-intron (TSPAN14, intron 1 of 5)	19341	TSPAN14	TSPAN14	NM_030927			TSPAN14			NA
Interval_1994	chr5	156110000	156110263	+	0	NA	intron (SGCD, intron 7 of 7)	-intron (SGCD, intron 7 of 8)	-167418	PPP1R2P3	PPP1R2P3	NR_038443			PPP1R2P3			NA
Interval_88	chr1	60433068	60433305	+	0	NA	Intergenic	Intergenic	-40763	CYP2J2	CYP2J2	NM_000775			CYP2J2			NA
Interval_81	chr1	53513752	53514043	+	0	NA	intron (SCP2, intron 15 of 15)	-intron (SCP2, intron 4 of 4)	-13827	PODN	PODN	NM_001199081			PODN			NA
Interval_719	chr14	22929589	22929834	+	0	NA	Intergenic	Intergenic	128432	DAD1	DAD1	NM_001344			DAD1			NA
Interval_386	chr10	135088604	135088758	+	0	NA	intron (ADAM8, intron 1 of 19)	-intron (ADAM8, intron 2 of 22)	1726	ADAM8	ADAM8	NM_001164489			ADAM8			NA
Interval_284	chr10	34239258	34239426	+	0	NA	Intergenic	Intergenic	-177734	LINC00838	LINC00838	NR_038932			LINC00838			NA
Interval_272	chr10	22955466	22955693	+	0	NA	intron (PIP4K2A, intron 1 of 9)	-intron (PIP4K2A, intron 1 of 9)	47924	PIP4K2A	PIP4K2A	NM_005028			PIP4K2A			NA
Interval_124	chr1	108495755	108495944	+	0	NA	intron (VAV3, intron 1 of 26)	-intron (VAV3, intron 1 of 26)	-11216	VAV3-AS1	VAV3-AS1	NR_046653			VAV3-AS1			NA
Interval_1701	chr3	156068751	156068922	+	0	NA	intron (KCNAB1, intron 1 of 13)	-intron (KCNAB1, intron 1 of 12)	95858	KCNAB1-AS1	KCNAB1-AS1	NR_046618			KCNAB1-AS1			NA
Interval_1926	chr5	52220475	52220626	+	0	NA	intron (ITGA1, intron 18 of 28)	-intron (ITGA1, intron 18 of 28)	-64606	ITGA2	ITGA2	NM_002203			ITGA2			NA
Interval_94	chr1	62645690	62646036	+	0	NA	Intergenic	Intergenic	-14611	L1TD1	L1TD1	NM_019079			L1TD1			NA
Interval_41	chr1	26614772	26614923	+	0	NA	intron (UBXN11, intron 4 of 10)	-intron (UBXN11, intron 4 of 10)	8634	SH3BGRL3	SH3BGRL3	NM_031286			SH3BGRL3			NA
Interval_2247	chr7	137942308	137942769	+	0	NA	Intergenic	Intergenic	134034	MIR4468	MIR4468	NR_039678			MIR4468			NA
Interval_576	chr12	54784437	54784621	+	0	NA	intron (ZNF385A, intron 1 of 6)	-intron (ZNF385A, intron 1 of 7)	-6015	ZNF385A	ZNF385A	NM_001130968			ZNF385A			NA
Interval_1002	chr17	46560789	46560962	+	0	NA	Intergenic	Intergenic	38680	LOC101927166	LOC101927166	NR_110804			LOC101927166			NA
Interval_683	chr13	45970938	45971101	+	0	NA	intron (SLC25A30, intron 9 of 9)	-intron (SLC25A30, intron 9 of 9)	-21278	SLC25A30-AS1	SLC25A30-AS1	NR_047031			SLC25A30-AS1			NA
Interval_80	chr1	51750188	51750440	+	0	NA	Intergenic	Intergenic	13319	TTC39A	TTC39A	NM_001144832			TTC39A			NA
Interval_1561	chr3	10433091	10433368	+	0	NA	intron (ATP2B2, intron 5 of 19)	-intron (ATP2B2, intron 5 of 22)	3017	MIR885	MIR885	NR_030614			MIR885			NA
Interval_625	chr12	111875718	111875872	+	0	NA	intron (SH2B3, intron 1 of 6)	-intron (SH2B3, intron 1 of 6)	32043	SH2B3	SH2B3	NM_005475			SH2B3			NA
Interval_472	chr11	76313511	76313674	+	0	NA	Intergenic	Intergenic	67452	LRRC32	LRRC32	NM_001128922			LRRC32			NA
Interval_2392	chr8	144419987	144420155	+	0	NA	intron (TOP1MT, intron 1 of 13)	-intron (TOP1MT, intron 2 of 14)	-3010	TOP1MT	TOP1MT	NM_001258447			TOP1MT			NA
Interval_368	chr10	121188445	121188652	+	0	NA	intron (GRK5, intron 6 of 15)	-intron (GRK5, intron 6 of 15)	51064	MIR4681	MIR4681	NR_039829			MIR4681			NA
Interval_2541	chrX	109234177	109234370	+	0	NA	Intergenic	Intergenic	-12069	TMEM164	TMEM164	NM_017698			TMEM164			NA
Interval_763	chr14	74220244	74220395	+	0	NA	intron (ELMSAN1, intron 1 of 11)	-intron (ELMSAN1, intron 1 of 11)	-5131	MIR4505	MIR4505	NR_039727			MIR4505			NA
Interval_287	chr10	35703484	35703635	+	0	NA	intron (CCNY, intron 2 of 10)	-intron (CCNY, intron 1 of 8)	167650	CCNY	CCNY	NM_001282853			CCNY			NA
Interval_487	chr11	111298222	111298373	+	0	NA	Intergenic	Intergenic	-9386	LOC100132078	LOC100132078	NR_046085			LOC100132078			NA
Interval_839	chr15	74495549	74495704	+	0	NA	promoter-TSS (STRA6)	-promoter-TSS (STRA6)	-406	STRA6	STRA6	NM_001199040			STRA6			NA
Interval_147	chr1	152365350	152365677	+	0	NA	Intergenic	Intergenic	21237	CRNN	CRNN	NM_016190			CRNN			NA
Interval_199	chr1	208077655	208077875	+	0	NA	intron (CD34, intron 1 of 7)	-intron (CD34, intron 1 of 7)	6918	CD34	CD34	NM_001773			CD34			NA
Interval_235	chr1	234859528	234859723	+	0	NA	promoter-TSS (LINC01132)	-promoter-TSS (LINC01132)	-164	LINC01132	LINC01132	NR_038856			LINC01132			NA
Interval_1192	chr19	50058180	50058331	+	0	NA	TTS (NOSIP)	-TTS (NOSIP)	25574	NOSIP	NOSIP	NM_015953			NOSIP			NA
Interval_62	chr1	36413205	36413410	+	0	NA	intron (AGO3, intron 2 of 16)	-intron (AGO3, intron 2 of 18)	16624	AGO3	AGO3	NM_024852			AGO3			NA
Interval_2407	chr9	36548563	36548785	+	0	NA	Intergenic	Intergenic	-24185	MELK	MELK	NM_001256692			MELK			NA
Interval_2208	chr7	51408013	51408222	+	0	NA	Intergenic	Intergenic	-23602	COBL	COBL	NM_015198			COBL			NA
Interval_739	chr14	55349388	55349539	+	0	NA	intron (GCH1, intron 1 of 5)	-intron (GCH1, intron 1 of 5)	-4552	MIR4308	MIR4308	NR_036194			MIR4308			NA
Interval_32	chr1	19803372	19803712	+	0	NA	intron (CAPZB, intron 1 of 8)	-intron (CAPZB, intron 1 of 9)	8593	CAPZB	CAPZB	NM_001206540			CAPZB			NA
Interval_762	chr14	74210428	74210609	+	0	NA	intron (ELMSAN1, intron 1 of 11)	-intron (ELMSAN1, intron 1 of 11)	-14932	MIR4505	MIR4505	NR_039727			MIR4505			NA
Interval_964	chr17	25671401	25671712	+	0	NA	Intergenic	Intergenic	50450	WSB1	WSB1	NM_015626			WSB1			NA
Interval_834	chr15	70740349	70740571	+	0	NA	Intergenic	Intergenic	-167426	SALRNA3	SALRNA3	NR_126481			SALRNA3			NA
Interval_2391	chr8	143342143	143342339	+	0	NA	intron (TSNARE1, intron 12 of 13)	-intron (TSNARE1, intron 12 of 13)	62524	LINC00051	LINC00051	NR_024378			LINC00051			NA
Interval_2304	chr8	37939587	37939782	+	0	NA	Intergenic	Intergenic	-23327	ASH2L	ASH2L	NM_001261832			ASH2L			NA
Interval_1246	chr2	48642434	48642647	+	0	NA	Intergenic	Intergenic	-25368	PPP1R21	PPP1R21	NM_001135629			PPP1R21			NA
Interval_2013	chr5	178110905	178111056	+	0	NA	Intergenic	Intergenic	46723	ZNF354A	ZNF354A	NM_005649			ZNF354A			NA
Interval_2146	chr6	158830584	158830796	+	0	NA	intron (TULP4, intron 1 of 13)	-intron (TULP4, intron 1 of 12)	96998	TULP4	TULP4	NM_020245			TULP4			NA
Interval_523	chr12	783522	783770	+	0	NA	Intergenic	Intergenic	-10739	NINJ2	NINJ2	NM_016533			NINJ2			NA
Interval_841	chr15	74681923	74682143	+	0	NA	Intergenic	Intergenic	21740	MIR6881	MIR6881	NR_106941			MIR6881			NA
Interval_662	chr12	130114438	130114601	+	0	NA	intron (TMEM132D, intron 2 of 8)	-intron (TMEM132D, intron 2 of 8)	273693	TMEM132D	TMEM132D	NM_133448			TMEM132D			NA
Interval_1612	chr3	48826018	48826313	+	0	NA	intron (PRKAR2A, intron 4 of 10)	-intron (PRKAR2A, intron 4 of 10)	59105	PRKAR2A	PRKAR2A	NM_004157			PRKAR2A			NA
Interval_1229	chr2	30557791	30557942	+	0	NA	Intergenic	Intergenic	-11646	LOC285043	LOC285043	NR_122048			LOC285043			NA
Interval_50	chr1	31949804	31950092	+	0	NA	Intergenic	Intergenic	-21891	LINC01225	LINC01225	NR_034112			LINC01225			NA
Interval_616	chr12	104613813	104614012	+	0	NA	intron (TXNRD1, intron 1 of 16)	-intron (TXNRD1, intron 1 of 16)	-66548	TXNRD1	TXNRD1	NM_182729			TXNRD1			NA
Interval_144	chr1	151871180	151871417	+	0	NA	intron (THEM4, intron 1 of 5)	-intron (THEM4, intron 1 of 5)	11063	THEM4	THEM4	NM_053055			THEM4			NA
Interval_1223	chr2	26742497	26742745	+	0	NA	intron (OTOF, intron 3 of 46)	-intron (OTOF, intron 3 of 45)	-41711	OTOF	OTOF	NM_194248			OTOF			NA
Interval_867	chr16	3748857	3749116	+	0	NA	intron (TRAP1, intron 1 of 17)	-intron (TRAP1, intron 1 of 16)	18612	TRAP1	TRAP1	NM_016292			TRAP1			NA
Interval_2399	chr9	15552935	15553086	+	0	NA	promoter-TSS (CCDC171)	-promoter-TSS (CCDC171)	-87	CCDC171	CCDC171	NM_173550			CCDC171			NA
Interval_592	chr12	68758709	68758876	+	0	NA	Intergenic	Intergenic	-32631	MDM1	MDM1	NM_020128			MDM1			NA
Interval_338	chr10	94450425	94450850	+	0	NA	intron (HHEX, intron 1 of 3)	-intron (HHEX, intron 1 of 3)	956	HHEX	HHEX	NM_002729			HHEX			NA
Interval_1271	chr2	83080437	83080848	+	0	NA	Intergenic	Intergenic	-3285	LOC1720	LOC1720	NR_033423			LOC1720			NA
Interval_1201	chr2	767536	767722	+	0	NA	Intergenic	Intergenic	-90190	TMEM18	TMEM18	NM_152834			TMEM18			NA
Interval_1798	chr4	40351689	40351933	+	0	NA	intron (CHRNA9, intron 4 of 4)	-intron (CHRNA9, intron 4 of 4)	14465	CHRNA9	CHRNA9	NM_017581			CHRNA9			NA
Interval_2123	chr6	144290282	144290532	+	0	NA	intron (PLAGL1, intron 1 of 5)	-intron (PLAGL1, intron 2 of 7)	39134	PLAGL1	PLAGL1	NM_001289043			PLAGL1			NA
Interval_1616	chr3	52843888	52844056	+	0	NA	TTS (ITIH3)	-TTS (ITIH3)	-13979	ITIH4-AS1	ITIH4-AS1	NR_046615			ITIH4-AS1			NA
Interval_997	chr17	45772801	45773000	+	0	NA	exon (TBKBP1, exon 1 of 9)	-exon (TBKBP1, exon 1 of 9)	270	TBKBP1	TBKBP1	NM_014726			TBKBP1			NA
Interval_1893	chr4	184377037	184377188	+	0	NA	Intergenic	Intergenic	11323	CDKN2AIP	CDKN2AIP	NM_017632			CDKN2AIP			NA
Interval_1013	chr17	53720718	53720940	+	0	NA	Intergenic	Intergenic	79396	TMEM100	TMEM100	NM_001099640			TMEM100			NA
Interval_369	chr10	121892313	121892658	+	0	NA	Intergenic	Intergenic	174460	MIR4682	MIR4682	NR_039830			MIR4682			NA
Interval_1414	chr20	30272587	30272782	+	0	NA	intron (BCL2L1, intron 2 of 2)	-intron (BCL2L1, intron 2 of 2)	-36626	ABALON	ABALON	NR_131907			ABALON			NA
Interval_1767	chr3	196238583	196239261	+	0	NA	intron (SMCO1, intron 1 of 2)	-intron (SMCO1, intron 1 of 2)	3315	SMCO1	SMCO1	NM_001077657			SMCO1			NA
Interval_951	chr17	14362156	14362386	+	0	NA	Intergenic	Intergenic	155214	MGC12916	MGC12916	NR_026880			MGC12916			NA
Interval_698	chr13	67849583	67849734	+	0	NA	Intergenic	Intergenic	-45190	PCDH9	PCDH9	NM_020403			PCDH9			NA
Interval_1412	chr20	30263197	30263449	+	0	NA	intron (BCL2L1, intron 2 of 2)	-intron (BCL2L1, intron 2 of 2)	37632	COX4I2	COX4I2	NM_032609			COX4I2			NA
Interval_1451	chr20	53719915	53720066	+	0	NA	Intergenic	Intergenic	-319591	LINC01440	LINC01440	NR_110629			LINC01440			NA
Interval_985	chr17	40471966	40472336	+	0	NA	intron (STAT3, intron 21 of 23)	-intron (STAT3, intron 21 of 23)	32586	STAT5A	STAT5A	NM_001288718			STAT5A			NA
Interval_355	chr10	112243619	112243770	+	0	NA	Intergenic	Intergenic	-13931	DUSP5	DUSP5	NM_004419			DUSP5			NA
Interval_747	chr14	62036966	62037187	+	0	NA	promoter-TSS (FLJ22447)	-promoter-TSS (FLJ22447)	-164	LOC101927780	LOC101927780	NR_110416			LOC101927780			NA
Interval_1665	chr3	117865812	117866124	+	0	NA	Intergenic	Intergenic	-795955	IGSF11-AS1	IGSF11-AS1	NR_046230			IGSF11-AS1			NA
Interval_1970	chr5	133422470	133423106	+	0	NA	Intergenic	Intergenic	-28562	TCF7	TCF7	NM_213648			TCF7			NA
Interval_1081	chr18	2854231	2854411	+	0	NA	intron (EMILIN2, intron 2 of 7)	-intron (EMILIN2, intron 2 of 7)	7293	EMILIN2	EMILIN2	NM_032048			EMILIN2			NA
Interval_639	chr12	122519682	122519922	+	0	NA	intron (MLXIP, intron 1 of 16)	-intron (MLXIP, intron 1 of 16)	3168	MLXIP	MLXIP	NM_014938			MLXIP			NA
Interval_330	chr10	85363526	85363748	+	0	NA	Intergenic	Intergenic	-535548	GHITM	GHITM	NM_014394			GHITM			NA
Interval_755	chr14	69186628	69186779	+	0	NA	Intergenic	Intergenic	73928	ZFP36L1	ZFP36L1	NM_001244701			ZFP36L1			NA
Interval_2286	chr8	21817640	21817791	+	0	NA	intron (XPO7, intron 1 of 27)	-intron (XPO7, intron 1 of 27)	40535	XPO7	XPO7	NM_015024			XPO7			NA
Interval_1989	chr5	149012421	149012657	+	0	NA	exon (ARHGEF37, exon 13 of 13)	-exon (ARHGEF37, exon 13 of 13)	51404	ARHGEF37	ARHGEF37	NM_001001669			ARHGEF37			NA
Interval_1597	chr3	39561150	39561384	+	0	NA	intron (MOBP, intron 5 of 6)	-intron (MOBP, intron 4 of 5)	52203	MOBP	MOBP	NR_003090			MOBP			NA
Interval_1697	chr3	155052679	155052930	+	0	NA	Intergenic	Intergenic	-41315	LOC100507537	LOC100507537	NR_037902			LOC100507537			NA
Interval_2080	chr6	43937149	43937526	+	0	NA	Intergenic	Intergenic	-31000	C6orf223	C6orf223	NM_153246			C6orf223			NA
Interval_205	chr1	212808970	212809564	+	0	NA	Intergenic	Intergenic	11478	FAM71A	FAM71A	NM_153606			FAM71A			NA
Interval_371	chr10	121916536	121916687	+	0	NA	Intergenic	Intergenic	198586	MIR4682	MIR4682	NR_039830			MIR4682			NA
Interval_2526	chrX	65229158	65229364	+	0	NA	Intergenic	Intergenic	-9451	MIR223	MIR223	NR_029637			MIR223			NA
Interval_2160	chr7	2445743	2445953	+	0	NA	intron (CHST12, intron 1 of 1)	-intron (CHST12, intron 1 of 1)	2653	CHST12	CHST12	NM_001243795			CHST12			NA
Interval_1268	chr2	74263597	74263877	+	0	NA	intron (TET3, intron 2 of 10)	-intron (TET3, intron 2 of 10)	50206	TET3	TET3	NM_001287491			TET3			NA
Interval_1881	chr4	154059973	154060224	+	0	NA	Intergenic	Intergenic	-65468	TRIM2	TRIM2	NM_001130067			TRIM2			NA
Interval_844	chr15	75437405	75437705	+	0	NA	Intergenic	Intergenic	-56666	C15orf39	C15orf39	NM_015492			C15orf39			NA
Interval_1911	chr5	10589055	10589378	+	0	NA	intron (ANKRD33B, intron 1 of 3)	-intron (ANKRD33B, intron 1 of 3)	24781	ANKRD33B	ANKRD33B	NM_001164440			ANKRD33B			NA
Interval_842	chr15	75160511	75160678	+	0	NA	intron (SCAMP2, intron 1 of 8)	-intron (SCAMP2, intron 1 of 8)	5076	SCAMP2	SCAMP2	NM_005697			SCAMP2			NA
Interval_2192	chr7	37630550	37630818	+	0	NA	Intergenic	Intergenic	-149312	GPR141	GPR141	NM_181791			GPR141			NA
Interval_2072	chr6	39057537	39058139	+	0	NA	Intergenic	Intergenic	25124	SAYSD1	SAYSD1	NM_018322			SAYSD1			NA
Interval_566	chr12	51714839	51715058	+	0	NA	intron (BIN2, intron 1 of 12)	-intron (BIN2, intron 1 of 12)	3034	BIN2	BIN2	NM_001290007			BIN2			NA
Interval_2283	chr8	20889620	20889781	+	0	NA	Intergenic	Intergenic	58203	LOC286114	LOC286114	NR_033894			LOC286114			NA
Interval_1945	chr5	80981457	80981616	+	0	NA	intron (SSBP2, intron 1 of 16)	-intron (SSBP2, intron 1 of 16)	65536	SSBP2	SSBP2	NM_001256736			SSBP2			NA
Interval_718	chr14	22904200	22904448	+	0	NA	Intergenic	Intergenic	153819	DAD1	DAD1	NM_001344			DAD1			NA
Interval_2378	chr8	131093872	131094023	+	0	NA	intron (ASAP1, intron 25 of 29)	-intron (ASAP1, intron 26 of 30)	3067	ASAP1-IT2	ASAP1-IT2	NR_045385			ASAP1-IT2			NA
Interval_2354	chr8	107610449	107610749	+	0	NA	intron (OXR1, intron 3 of 15)	-intron (OXR1, intron 2 of 15)	-59437	OXR1	OXR1	NM_181354			OXR1			NA
Interval_1686	chr3	143162029	143162202	+	0	NA	intron (SLC9A9, intron 12 of 15)	-intron (SLC9A9, intron 12 of 15)	101027	SLC9A9-AS1	SLC9A9-AS1	NR_048544			SLC9A9-AS1			NA
Interval_1747	chr3	190298977	190299224	+	0	NA	intron (IL1RAP, intron 3 of 8)	-intron (IL1RAP, intron 4 of 12)	67260	IL1RAP	IL1RAP	NM_001167931			IL1RAP			NA
Interval_2155	chr6	168432721	168432896	+	0	NA	intron (KIF25, intron 3 of 8)	-intron (KIF25, intron 3 of 7)	14255	KIF25	KIF25	NM_030615			KIF25			NA
Interval_48	chr1	29211462	29211803	+	0	NA	Intergenic	Intergenic	-1971	EPB41	EPB41	NM_004437			EPB41			NA
Interval_2179	chr7	23934259	23934410	+	0	NA	Intergenic	Intergenic	184548	STK31	STK31	NM_032944			STK31			NA
Interval_2030	chr6	13678640	13678848	+	0	NA	intron (RANBP9, intron 2 of 13)	-intron (RANBP9, intron 2 of 13)	33052	RANBP9	RANBP9	NM_005493			RANBP9			NA
Interval_1016	chr17	55456910	55457081	+	0	NA	intron (MSI2, intron 4 of 9)	-intron (MSI2, intron 5 of 13)	122621	MSI2	MSI2	NM_138962			MSI2			NA
Interval_209	chr1	219560664	219560877	+	0	NA	Intergenic	Intergenic	213597	LYPLAL1	LYPLAL1	NM_138794			LYPLAL1			NA
Interval_1087	chr18	18880330	18880589	+	0	NA	intron (GREB1L, intron 1 of 32)	-intron (GREB1L, intron 1 of 32)	58256	GREB1L	GREB1L	NM_001142966			GREB1L			NA
Interval_531	chr12	6446364	6446673	+	0	NA	intron (TNFRSF1A, intron 1 of 9)	-intron (TNFRSF1A, intron 1 of 9)	4765	TNFRSF1A	TNFRSF1A	NM_001065			TNFRSF1A			NA
Interval_782	chr14	98676694	98676955	+	0	NA	Intergenic	Intergenic	-232363	LINC01550	LINC01550	NR_015430			LINC01550			NA
Interval_1735	chr3	184671309	184671464	+	0	NA	intron (VPS8, intron 35 of 46)	-intron (VPS8, intron 35 of 46)	141455	VPS8	VPS8	NM_015303			VPS8			NA
Interval_1381	chr20	900191	900542	+	0	NA	Intergenic	Intergenic	-3406	ANGPT4	ANGPT4	NM_015985			ANGPT4			NA
Interval_2165	chr7	5436880	5437071	+	0	NA	intron (TNRC18, intron 2 of 29)	-intron (TNRC18, intron 2 of 29)	26202	TNRC18	TNRC18	NM_001080495			TNRC18			NA
