PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_16252	chr8	141608199	141608480	+	84	NA	intron (AGO2, intron 1 of 18)	-intron (AGO2, intron 1 of 17)	37307	AGO2	AGO2	NM_001164623			AGO2			NA
TCF12_IP_R1_peak_5605	chr15	95174902	95175142	+	84	NA	Intergenic	Intergenic	-223570	LOC440311	LOC440311	NR_077061			LOC440311			NA
TCF12_IP_R1_peak_15590	chr7	150725509	150725908	+	84	NA	intron (ABCB8, intron 1 of 14)	-intron (ABCB8, intron 1 of 16)	199	ABCB8	ABCB8	NM_007188			ABCB8			NA
TCF12_IP_R1_peak_9514	chr2	109065536	109065811	+	84	NA	promoter-TSS (GCC2)	-promoter-TSS (GCC2)	96	GCC2	GCC2	NM_181453			GCC2			NA
TCF12_IP_R1_peak_3347	chr12	1025428	1025874	+	84	NA	exon (RAD52, exon 9 of 9)	-exon (RAD52, exon 9 of 9)	33237	RAD52	RAD52	NM_001297419			RAD52			NA
TCF12_IP_R1_peak_12682	chr4	53581153	53581317	+	84	NA	TTS (DANCR)	-TTS (DANCR)	1819	SNORA26	SNORA26	NR_003016			SNORA26			NA
TCF12_IP_R1_peak_12976	chr4	141073188	141073481	+	84	NA	intron (MAML3, intron 1 of 5)	-intron (MAML3, intron 1 of 5)	1899	MAML3	MAML3	NM_018717			MAML3			NA
TCF12_IP_R1_peak_10178	chr20	23029650	23029969	+	84	NA	exon (THBD, exon 1 of 1)	-exon (THBD, exon 1 of 1)	492	THBD	THBD	NM_000361			THBD			NA
TCF12_IP_R1_peak_2565	chr11	2913515	2913695	+	84	NA	intron (SLC22A18AS, intron 2 of 2)	-intron (SLC22A18AS, intron 2 of 2)	-6610	CDKN1C	CDKN1C	NM_001122631			CDKN1C			NA
TCF12_IP_R1_peak_14394	chr6	52255281	52255526	+	84	NA	intron (PAQR8, intron 1 of 1)	-intron (PAQR8, intron 1 of 1)	28477	PAQR8	PAQR8	NM_133367			PAQR8			NA
TCF12_IP_R1_peak_3088	chr11	71639974	71640168	+	84	NA	promoter-TSS (LOC100133315)	-promoter-TSS (LOC100133315)	303	RNF121	RNF121	NM_018320			RNF121			NA
TCF12_IP_R1_peak_6196	chr16	68826946	68827120	+	84	NA	intron (CDH1, intron 2 of 15)	-intron (CDH1, intron 2 of 15)	-50476	TANGO6	TANGO6	NM_024562			TANGO6			NA
TCF12_IP_R1_peak_16041	chr8	101225667	101225970	+	84	NA	intron (SPAG1, intron 11 of 18)	-intron (SPAG1, intron 11 of 18)	55555	SPAG1	SPAG1	NM_003114			SPAG1			NA
TCF12_IP_R1_peak_4115	chr12	125094173	125094345	+	84	NA	Intergenic	Intergenic	-42249	NCOR2	NCOR2	NM_001077261			NCOR2			NA
TCF12_IP_R1_peak_17125	chrX	13105831	13106075	+	84	NA	Intergenic	Intergenic	-43036	FAM9C	FAM9C	NM_174901			FAM9C			NA
TCF12_IP_R1_peak_13362	chr5	68788273	68788645	+	84	NA	promoter-TSS (OCLN)	-promoter-TSS (OCLN)	340	OCLN	OCLN	NM_002538			OCLN			NA
TCF12_IP_R1_peak_8896	chr19	56037682	56037935	+	84	NA	Intergenic	Intergenic	10627	SBK2	SBK2	NM_001101401			SBK2			NA
TCF12_IP_R1_peak_8915	chr19	58790002	58790190	+	84	NA	promoter-TSS (ZNF8)	-promoter-TSS (ZNF8)	-222	ZNF8	ZNF8	NM_021089			ZNF8			NA
TCF12_IP_R1_peak_2738	chr11	43600975	43601158	+	84	NA	Intergenic	Intergenic	-1878	MIR129-2	MIR129-2	NR_029697			MIR129-2			NA
TCF12_IP_R1_peak_2666	chr11	16836664	16836904	+	84	NA	intron (PLEKHA7, intron 12 of 22)	-intron (PLEKHA7, intron 12 of 22)	76636	C11orf58	C11orf58	NM_014267			C11orf58			NA
TCF12_IP_R1_peak_12057	chr3	141516215	141516400	+	84	NA	intron (GRK7, intron 2 of 3)	-intron (GRK7, intron 2 of 3)	19264	GRK7	GRK7	NM_139209			GRK7			NA
TCF12_IP_R1_peak_14895	chr7	2673303	2673717	+	83	NA	intron (TTYH3, intron 1 of 13)	-intron (TTYH3, intron 1 of 13)	1907	TTYH3	TTYH3	NM_025250			TTYH3			NA
TCF12_IP_R1_peak_10122	chr20	8745128	8745399	+	83	NA	intron (PLCB1, intron 25 of 32)	-intron (PLCB1, intron 25 of 31)	-452774	PLCB4	PLCB4	NM_000933			PLCB4			NA
TCF12_IP_R1_peak_7431	chr17	79453312	79453477	+	83	NA	Intergenic	Intergenic	26498	ACTG1	ACTG1	NM_001614			ACTG1			NA
TCF12_IP_R1_peak_11902	chr3	115503406	115503602	+	83	NA	Intergenic	Intergenic	161353	GAP43	GAP43	NM_001130064			GAP43			NA
TCF12_IP_R1_peak_13508	chr5	110847947	110848238	+	83	NA	exon (STARD4, exon 1 of 6)	-exon (STARD4, exon 1 of 6)	168	STARD4-AS1	STARD4-AS1	NR_040093			STARD4-AS1			NA
TCF12_IP_R1_peak_14028	chr6	6718324	6718550	+	83	NA	Intergenic	Intergenic	-95378	LY86-AS1	LY86-AS1	NR_026970			LY86-AS1			NA
TCF12_IP_R1_peak_62	chr1	2347427	2347609	+	83	NA	Intergenic	Intergenic	-3508	PEX10	PEX10	NM_002617			PEX10			NA
TCF12_IP_R1_peak_14157	chr6	28459077	28459400	+	83	NA	Intergenic	Intergenic	24332	GPX6	GPX6	NM_182701			GPX6			NA
TCF12_IP_R1_peak_7303	chr17	76036952	76037167	+	83	NA	intron (TNRC6C, intron 3 of 20)	-intron (TNRC6C, intron 3 of 21)	36741	TNRC6C	TNRC6C	NM_018996			TNRC6C			NA
TCF12_IP_R1_peak_8227	chr19	10572105	10572551	+	83	NA	exon (PDE4A, exon 12 of 15)	-exon (PDE4A, exon 12 of 15)	8695	PDE4A	PDE4A	NM_001111307			PDE4A			NA
TCF12_IP_R1_peak_6695	chr17	28706341	28706566	+	83	NA	exon (CPD, exon 1 of 21)	-exon (CPD, exon 1 of 21)	511	CPD	CPD	NM_001199775			CPD			NA
TCF12_IP_R1_peak_8847	chr19	53606905	53607072	+	83	NA	promoter-TSS (ZNF160)	-promoter-TSS (ZNF160)	-301	ZNF160	ZNF160	NM_033288			ZNF160			NA
TCF12_IP_R1_peak_13028	chr4	154387183	154387365	+	83	NA	promoter-TSS (KIAA0922)	-promoter-TSS (KIAA0922)	-224	KIAA0922	KIAA0922	NM_015196			KIAA0922			NA
TCF12_IP_R1_peak_5988	chr16	29827334	29827818	+	83	NA	promoter-TSS (PAGR1)	-promoter-TSS (PAGR1)	48	PAGR1	PAGR1	NM_024516			PAGR1			NA
TCF12_IP_R1_peak_3246	chr11	118016215	118016369	+	83	NA	promoter-TSS (SCN4B)	-promoter-TSS (SCN4B)	-108	SCN4B	SCN4B	NM_174934			SCN4B			NA
TCF12_IP_R1_peak_11886	chr3	112323463	112323753	+	83	NA	exon (CCDC80, exon 8 of 8)	-exon (CCDC80, exon 8 of 8)	-2792	LINC01279	LINC01279	NR_109779			LINC01279			NA
TCF12_IP_R1_peak_8901	chr19	56592124	56592299	+	83	NA	Intergenic	Intergenic	14161	LOC101928886	LOC101928886	NR_110741			LOC101928886			NA
TCF12_IP_R1_peak_6223	chr16	71496202	71496374	+	83	NA	promoter-TSS (ZNF23)	-promoter-TSS (ZNF23)	-162	ZNF23	ZNF23	NM_001304494			ZNF23			NA
TCF12_IP_R1_peak_13920	chr5	178157696	178157858	+	83	NA	promoter-TSS (ZNF354A)	-promoter-TSS (ZNF354A)	-74	ZNF354A	ZNF354A	NM_005649			ZNF354A			NA
TCF12_IP_R1_peak_8312	chr19	13144992	13145160	+	83	NA	intron (NFIX, intron 2 of 9)	-intron (NFIX, intron 2 of 10)	38492	NFIX	NFIX	NM_001271043			NFIX			NA
TCF12_IP_R1_peak_10103	chr20	4875850	4876014	+	83	NA	intron (SLC23A2, intron 6 of 16)	-intron (SLC23A2, intron 6 of 16)	-80163	RASSF2	RASSF2	NM_014737			RASSF2			NA
TCF12_IP_R1_peak_16993	chr9	138876255	138876866	+	83	NA	Intergenic	Intergenic	-23334	UBAC1	UBAC1	NM_016172			UBAC1			NA
TCF12_IP_R1_peak_9108	chr2	28974357	28974678	+	83	NA	promoter-TSS (PPP1CB)	-promoter-TSS (PPP1CB)	-97	PPP1CB	PPP1CB	NM_002709			PPP1CB			NA
TCF12_IP_R1_peak_1280	chr1	205670111	205670373	+	83	NA	Intergenic	Intergenic	-20612	SLC45A3	SLC45A3	NM_033102			SLC45A3			NA
TCF12_IP_R1_peak_10940	chr22	24109919	24110475	+	83	NA	promoter-TSS (CHCHD10)	-promoter-TSS (CHCHD10)	-38	CHCHD10	CHCHD10	NM_213720			CHCHD10			NA
TCF12_IP_R1_peak_7508	chr17	80273690	80273899	+	83	NA	intron (CD7, intron 3 of 3)	-intron (CD7, intron 3 of 3)	1686	CD7	CD7	NM_006137			CD7			NA
TCF12_IP_R1_peak_4157	chr12	132825142	132825316	+	83	NA	intron (GALNT9, intron 5 of 10)	-intron (GALNT9, intron 5 of 10)	-26748	LOC100130238	LOC100130238	NR_024563			LOC100130238			NA
TCF12_IP_R1_peak_12675	chr4	48832898	48833116	+	83	NA	promoter-TSS (OCIAD1)	-promoter-TSS (OCIAD1)	-53	OCIAD1	OCIAD1	NM_017830			OCIAD1			NA
TCF12_IP_R1_peak_4740	chr14	65007086	65007241	+	83	NA	promoter-TSS (HSPA2)	-promoter-TSS (HSPA2)	-23	HSPA2	HSPA2	NM_021979			HSPA2			NA
TCF12_IP_R1_peak_9468	chr2	101767076	101767411	+	83	NA	intron (TBC1D8, intron 1 of 19)	-intron (TBC1D8, intron 1 of 19)	603	TBC1D8	TBC1D8	NM_001102426			TBC1D8			NA
TCF12_IP_R1_peak_13124	chr5	317280	317538	+	83	NA	intron (AHRR, intron 1 of 11)	-intron (AHRR, intron 1 of 10)	13118	AHRR	AHRR	NM_001242412			AHRR			NA
TCF12_IP_R1_peak_5437	chr15	75198974	75199219	+	83	NA	exon (FAM219B, exon 1 of 5)	-exon (FAM219B, exon 1 of 5)	366	FAM219B	FAM219B	NM_020447			FAM219B			NA
TCF12_IP_R1_peak_919	chr1	145030075	145030267	+	83	NA	intron (PDE4DIP, intron 1 of 6)	-intron (PDE4DIP, intron 1 of 45)	46015	PDE4DIP	PDE4DIP	NM_022359			PDE4DIP			NA
TCF12_IP_R1_peak_14397	chr6	52441416	52441748	+	83	NA	promoter-TSS (TRAM2-AS1)	-promoter-TSS (TRAM2-AS1)	280	TRAM2	TRAM2	NM_012288			TRAM2			NA
TCF12_IP_R1_peak_9154	chr2	38834999	38835292	+	83	NA	Intergenic	Intergenic	-4967	HNRNPLL	HNRNPLL	NM_001142650			HNRNPLL			NA
TCF12_IP_R1_peak_9325	chr2	69910383	69910558	+	83	NA	Intergenic	Intergenic	-39493	AAK1	AAK1	NM_014911			AAK1			NA
TCF12_IP_R1_peak_15178	chr7	65579773	65579979	+	83	NA	promoter-TSS (CRCP)	-promoter-TSS (CRCP)	71	CRCP	CRCP	NM_001142414			CRCP			NA
TCF12_IP_R1_peak_5861	chr16	15068956	15069213	+	83	NA	intron (PDXDC1, intron 1 of 22)	-intron (PDXDC1, intron 1 of 21)	264	PDXDC1	PDXDC1	NM_001285449			PDXDC1			NA
TCF12_IP_R1_peak_12789	chr4	79613180	79613359	+	83	NA	Intergenic	Intergenic	46121	LINC01094	LINC01094	NR_038308			LINC01094			NA
TCF12_IP_R1_peak_912	chr1	120174083	120174487	+	83	NA	intron (ZNF697, intron 1 of 2)	-intron (ZNF697, intron 1 of 2)	16105	ZNF697	ZNF697	NM_001080470			ZNF697			NA
TCF12_IP_R1_peak_13400	chr5	76382587	76383074	+	83	NA	intron (ZBED3-AS1, intron 1 of 3)	-intron (ZBED3, intron 1 of 2)	200	ZBED3	ZBED3	NM_032367			ZBED3			NA
TCF12_IP_R1_peak_10961	chr22	24900001	24900156	+	83	NA	intron (UPB1, intron 3 of 9)	-intron (UPB1, intron 3 of 9)	8827	UPB1	UPB1	NM_016327			UPB1			NA
TCF12_IP_R1_peak_13182	chr5	14143034	14143226	+	83	NA	promoter-TSS (TRIO)	-promoter-TSS (TRIO)	-699	TRIO	TRIO	NM_007118			TRIO			NA
TCF12_IP_R1_peak_3523	chr12	25929035	25929246	+	83	NA	Intergenic	Intergenic	97872	MIR4302	MIR4302	NR_036188			MIR4302			NA
TCF12_IP_R1_peak_7643	chr18	20715052	20715435	+	83	NA	promoter-TSS (CABLES1)	-promoter-TSS (CABLES1)	715	CABLES1	CABLES1	NM_001100619			CABLES1			NA
TCF12_IP_R1_peak_7314	chr17	76172711	76172878	+	83	NA	intron (TK1, intron 4 of 6)	-intron (TK1, intron 4 of 6)	8123	SYNGR2	SYNGR2	NM_004710			SYNGR2			NA
TCF12_IP_R1_peak_9872	chr2	202645483	202645652	+	83	NA	intron (ALS2, intron 1 of 33)	-intron (ALS2, intron 1 of 3)	328	ALS2	ALS2	NM_020919			ALS2			NA
TCF12_IP_R1_peak_940	chr1	150039698	150039923	+	83	NA	promoter-TSS (VPS45)	-promoter-TSS (VPS45)	85	VPS45	VPS45	NM_001279353			VPS45			NA
TCF12_IP_R1_peak_5971	chr16	29638357	29638745	+	83	NA	Intergenic	Intergenic	-13513	SLC7A5P1	SLC7A5P1	NR_002593			SLC7A5P1			NA
TCF12_IP_R1_peak_2883	chr11	63952768	63953026	+	83	NA	promoter-TSS (STIP1)	-promoter-TSS (STIP1)	-690	STIP1	STIP1	NM_001282653			STIP1			NA
TCF12_IP_R1_peak_3856	chr12	96588843	96589158	+	83	NA	intron (ELK3, intron 1 of 4)	-intron (ELK3, intron 1 of 4)	840	ELK3	ELK3	NM_005230			ELK3			NA
TCF12_IP_R1_peak_2963	chr11	65548536	65548700	+	83	NA	promoter-TSS (AP5B1)	-promoter-TSS (AP5B1)	-556	AP5B1	AP5B1	NM_138368			AP5B1			NA
TCF12_IP_R1_peak_7572	chr18	3449315	3449483	+	83	NA	promoter-TSS (TGIF1)	-promoter-TSS (TGIF1)	-16849	GAPLINC	GAPLINC	NR_110429			GAPLINC			NA
TCF12_IP_R1_peak_5614	chr15	99048817	99048992	+	83	NA	intron (FAM169B, intron 2 of 6)	-intron (FAM169B, intron 2 of 6)	8707	FAM169B	FAM169B	NM_182562			FAM169B			NA
TCF12_IP_R1_peak_15548	chr7	143599072	143599266	+	83	NA	promoter-TSS (TCAF1)	-promoter-TSS (TCAF1)	3	TCAF1	TCAF1	NM_001206938			TCAF1			NA
TCF12_IP_R1_peak_14891	chr7	2594942	2595306	+	83	NA	exon (BRAT1, exon 1 of 14)	-exon (BRAT1, exon 1 of 14)	268	BRAT1	BRAT1	NM_152743			BRAT1			NA
TCF12_IP_R1_peak_11730	chr3	52843754	52844148	+	83	NA	TTS (ITIH3)	-TTS (ITIH3)	-14000	ITIH4-AS1	ITIH4-AS1	NR_046615			ITIH4-AS1			NA
TCF12_IP_R1_peak_1677	chr10	7829775	7829929	+	83	NA	promoter-TSS (ATP5C1)	-promoter-TSS (ATP5C1)	138	KIN	KIN	NM_012311			KIN			NA
TCF12_IP_R1_peak_7031	chr17	59216665	59216928	+	83	NA	intron (BCAS3, intron 22 of 23)	-intron (BCAS3, intron 23 of 24)	260171	TBX2-AS1	TBX2-AS1	NR_125751			TBX2-AS1			NA
TCF12_IP_R1_peak_16144	chr8	125551319	125551531	+	83	NA	promoter-TSS (TATDN1)	-promoter-TSS (TATDN1)	82	NDUFB9	NDUFB9	NM_001278645			NDUFB9			NA
TCF12_IP_R1_peak_9518	chr2	109237551	109237766	+	83	NA	promoter-TSS (LIMS1)	-promoter-TSS (LIMS1)	32901	LIMS1	LIMS1	NM_001193483			LIMS1			NA
TCF12_IP_R1_peak_11019	chr22	31031716	31031964	+	83	NA	promoter-TSS (SLC35E4)	-promoter-TSS (SLC35E4)	47	SLC35E4	SLC35E4	NM_001001479			SLC35E4			NA
TCF12_IP_R1_peak_16870	chr9	132220622	132221047	+	83	NA	Intergenic	Intergenic	-30105	LINC00963	LINC00963	NR_038955			LINC00963			NA
TCF12_IP_R1_peak_8026	chr19	2613983	2614201	+	83	NA	intron (GNG7, intron 2 of 4)	-intron (GNG7, intron 2 of 4)	-16621	MIR7850	MIR7850	NR_107004			MIR7850			NA
TCF12_IP_R1_peak_9164	chr2	39664023	39664205	+	83	NA	promoter-TSS (LOC728730)	-promoter-TSS (LOC728730)	339	MAP4K3	MAP4K3	NM_001270425			MAP4K3			NA
TCF12_IP_R1_peak_2727	chr11	36171234	36171454	+	83	NA	intron (LDLRAD3, intron 4 of 5)	-intron (LDLRAD3, intron 3 of 4)	139655	COMMD9	COMMD9	NM_014186			COMMD9			NA
TCF12_IP_R1_peak_1457	chr1	230242830	230243035	+	83	NA	intron (GALNT2, intron 1 of 15)	-intron (GALNT2, intron 1 of 15)	39990	GALNT2	GALNT2	NM_004481			GALNT2			NA
TCF12_IP_R1_peak_14171	chr6	30539085	30539393	+	83	NA	promoter-TSS (ABCF1)	-promoter-TSS (ABCF1)	69	ABCF1	ABCF1	NM_001090_3			ABCF1			NA
TCF12_IP_R1_peak_4090	chr12	124419538	124419765	+	83	NA	intron (DNAH10, intron 77 of 77)	-intron (DNAH10, intron 77 of 77)	37881	CCDC92	CCDC92	NM_025140			CCDC92			NA
TCF12_IP_R1_peak_14629	chr6	138019878	138020195	+	83	NA	Intergenic	Intergenic	33253	LOC102723649	LOC102723649	NR_125867			LOC102723649			NA
TCF12_IP_R1_peak_9112	chr2	29175714	29175997	+	83	NA	Intergenic	Intergenic	25922	SNORD53	SNORD53	NR_002741			SNORD53			NA
TCF12_IP_R1_peak_13636	chr5	134094303	134094771	+	83	NA	exon (DDX46, exon 1 of 23)	-exon (DDX46, exon 1 of 23)	113	DDX46	DDX46	NM_014829			DDX46			NA
TCF12_IP_R1_peak_7715	chr18	43952695	43952915	+	83	NA	intron (RNF165, intron 1 of 5)	-intron (RNF165, intron 1 of 5)	38618	RNF165	RNF165	NM_001256758			RNF165			NA
TCF12_IP_R1_peak_9375	chr2	74679368	74679533	+	83	NA	Intergenic	Intergenic	-2700	INO80B	INO80B	NM_031288			INO80B			NA
TCF12_IP_R1_peak_10500	chr20	61584026	61584218	+	83	NA	exon (SLC17A9, exon 1 of 14)	-exon (SLC17A9, exon 1 of 14)	123	SLC17A9	SLC17A9	NM_001302643			SLC17A9			NA
TCF12_IP_R1_peak_1922	chr10	43904202	43904488	+	83	NA	promoter-TSS (HNRNPF)	-promoter-TSS (HNRNPF)	311	HNRNPF	HNRNPF	NM_001098204			HNRNPF			NA
TCF12_IP_R1_peak_10553	chr20	62710776	62711151	+	83	NA	promoter-TSS (OPRL1)	-promoter-TSS (OPRL1)	-118	RGS19	RGS19	NM_001039467			RGS19			NA
TCF12_IP_R1_peak_10232	chr20	30281857	30282056	+	83	NA	intron (BCL2L1, intron 2 of 2)	-intron (BCL2L1, intron 2 of 2)	-27354	ABALON	ABALON	NR_131907			ABALON			NA
TCF12_IP_R1_peak_4835	chr14	75329921	75330352	+	83	NA	exon (PROX2, exon 1 of 3)	-exon (PROX2, exon 1 of 3)	401	PROX2	PROX2	NM_001243007			PROX2			NA
TCF12_IP_R1_peak_14756	chr6	160113631	160114086	+	83	NA	exon (SOD2, exon 2 of 5)	-exon (SOD2, exon 2 of 5)	495	SOD2	SOD2	NM_001024465			SOD2			NA
TCF12_IP_R1_peak_9811	chr2	187351247	187351456	+	83	NA	intron (ZC3H15, intron 1 of 9)	-intron (ZC3H15, intron 1 of 9)	466	ZC3H15	ZC3H15	NM_018471			ZC3H15			NA
TCF12_IP_R1_peak_11804	chr3	71358653	71358822	+	83	NA	intron (FOXP1, intron 4 of 20)	-intron (FOXP1, intron 4 of 6)	19828	FOXP1-AS1	FOXP1-AS1	NR_126463			FOXP1-AS1			NA
TCF12_IP_R1_peak_3421	chr12	6772468	6772637	+	82	NA	promoter-TSS (ING4)	-promoter-TSS (ING4)	-244	ING4	ING4	NM_001127583			ING4			NA
TCF12_IP_R1_peak_5196	chr15	41245111	41245828	+	82	NA	promoter-TSS (CHAC1)	-promoter-TSS (CHAC1)	-167	CHAC1	CHAC1	NM_001142776			CHAC1			NA
TCF12_IP_R1_peak_16787	chr9	127888417	127888726	+	82	NA	intron (SCAI, intron 2 of 18)	-intron (SCAI, intron 2 of 17)	17267	SCAI	SCAI	NM_001144877			SCAI			NA
TCF12_IP_R1_peak_11702	chr3	51428437	51428607	+	82	NA	promoter-TSS (RBM15B)	-promoter-TSS (RBM15B)	-177	RBM15B	RBM15B	NM_013286			RBM15B			NA
TCF12_IP_R1_peak_4738	chr14	64970097	64970586	+	82	NA	promoter-TSS (ZBTB1)	-promoter-TSS (ZBTB1)	222	ZBTB25	ZBTB25	NM_001304507			ZBTB25			NA
TCF12_IP_R1_peak_9620	chr2	128147381	128147564	+	82	NA	Intergenic	Intergenic	-28524	PROC	PROC	NM_000312			PROC			NA
TCF12_IP_R1_peak_11335	chr3	5028490	5028738	+	82	NA	Intergenic	Intergenic	-6968	BHLHE40-AS1	BHLHE40-AS1	NR_037903			BHLHE40-AS1			NA
TCF12_IP_R1_peak_10649	chr21	38593036	38593565	+	82	NA	exon (DSCR9, exon 3 of 3)	-exon (DSCR9, exon 3 of 3)	12496	DSCR9	DSCR9	NR_026719			DSCR9			NA
TCF12_IP_R1_peak_15563	chr7	148982081	148982264	+	82	NA	promoter-TSS (LOC155060)	-promoter-TSS (LOC155060)	-200	LOC155060	LOC155060	NR_036573			LOC155060			NA
TCF12_IP_R1_peak_6652	chr17	25929648	25929902	+	82	NA	intron (KSR1, intron 12 of 20)	-intron (KSR1, intron 12 of 20)	-28399	LGALS9	LGALS9	NM_009587			LGALS9			NA
TCF12_IP_R1_peak_1620	chr10	3215290	3215614	+	82	NA	promoter-TSS (PITRM1)	-promoter-TSS (PITRM1)	-419	PITRM1	PITRM1	NM_001242309			PITRM1			NA
TCF12_IP_R1_peak_8152	chr19	7099370	7099582	+	82	NA	Intergenic	Intergenic	30005	ZNF557	ZNF557	NM_001044388			ZNF557			NA
TCF12_IP_R1_peak_2394	chr10	123286294	123286487	+	82	NA	intron (FGFR2, intron 4 of 16)	-intron (FGFR2, intron 6 of 17)	71582	FGFR2	FGFR2	NM_000141			FGFR2			NA
TCF12_IP_R1_peak_14567	chr6	111387662	111387828	+	82	NA	Intergenic	Intergenic	-18988	GSTM2P1	GSTM2P1	NR_002932			GSTM2P1			NA
TCF12_IP_R1_peak_2240	chr10	98945243	98945641	+	82	NA	exon (SLIT1, exon 1 of 37)	-exon (SLIT1, exon 1 of 37)	241	SLIT1	SLIT1	NM_003061			SLIT1			NA
TCF12_IP_R1_peak_162	chr1	11443897	11444086	+	82	NA	Intergenic	Intergenic	-95304	PTCHD2	PTCHD2	NM_020780			PTCHD2			NA
TCF12_IP_R1_peak_14080	chr6	14659259	14659442	+	82	NA	Intergenic	Intergenic	-373665	LINC01108	LINC01108	NR_108097			LINC01108			NA
TCF12_IP_R1_peak_568	chr1	44479046	44479315	+	82	NA	intron (SLC6A9, intron 1 of 13)	-intron (SLC6A9, intron 2 of 13)	17984	SLC6A9	SLC6A9	NM_001024845			SLC6A9			NA
TCF12_IP_R1_peak_2486	chr11	201556	201720	+	82	NA	Intergenic	Intergenic	4877	ODF3	ODF3	NM_001286136			ODF3			NA
TCF12_IP_R1_peak_7783	chr18	60189664	60190019	+	82	NA	promoter-TSS (ZCCHC2)	-promoter-TSS (ZCCHC2)	-817	ZCCHC2	ZCCHC2	NR_126534			ZCCHC2			NA
TCF12_IP_R1_peak_14450	chr6	75994204	75994464	+	82	NA	promoter-TSS (LOC100506804)	-promoter-TSS (LOC100506804)	298	TMEM30A	TMEM30A	NM_018247			TMEM30A			NA
TCF12_IP_R1_peak_10550	chr20	62708558	62708825	+	82	NA	promoter-TSS (MIR6813)	-promoter-TSS (MIR6813)	-328	MIR6813	MIR6813	NR_106871			MIR6813			NA
TCF12_IP_R1_peak_1437	chr1	229125683	229125973	+	82	NA	Intergenic	Intergenic	184720	MIR4454	MIR4454	NR_039659_3			MIR4454			NA
TCF12_IP_R1_peak_9475	chr2	102017858	102018097	+	82	NA	intron (RFX8, intron 11 of 11)	-intron (RFX8, intron 11 of 11)	-14012	CREG2	CREG2	NM_153836			CREG2			NA
TCF12_IP_R1_peak_4741	chr14	65121064	65121258	+	82	NA	Intergenic	Intergenic	-49965	PLEKHG3	PLEKHG3	NM_001308147			PLEKHG3			NA
TCF12_IP_R1_peak_4082	chr12	123942625	123942898	+	82	NA	exon (SNRNP35, exon 1 of 2)	-exon (SNRNP35, exon 1 of 2)	110	SNRNP35	SNRNP35	NR_104103			SNRNP35			NA
TCF12_IP_R1_peak_376	chr1	27561033	27561268	+	82	NA	exon (WDTC1, exon 1 of 16)	-exon (WDTC1, exon 1 of 16)	143	WDTC1	WDTC1	NM_015023			WDTC1			NA
TCF12_IP_R1_peak_11381	chr3	13024157	13024478	+	82	NA	intron (IQSEC1, intron 1 of 14)	-intron (IQSEC1, intron 1 of 14)	-15119	IQSEC1	IQSEC1	NM_001134382			IQSEC1			NA
TCF12_IP_R1_peak_1426	chr1	228327984	228328409	+	82	NA	intron (GUK1, intron 1 of 6)	-intron (GUK1, intron 1 of 8)	267	GUK1	GUK1	NM_001242840			GUK1			NA
TCF12_IP_R1_peak_3965	chr12	111797494	111797661	+	82	NA	TTS (FAM109A)	-TTS (FAM109A)	9348	FAM109A	FAM109A	NM_001177997			FAM109A			NA
TCF12_IP_R1_peak_16679	chr9	111597247	111597490	+	82	NA	Intergenic	Intergenic	20907	ACTL7B	ACTL7B	NM_006686			ACTL7B			NA
TCF12_IP_R1_peak_12694	chr4	55099954	55100260	+	82	NA	intron (PDGFRA, intron 1 of 22)	-intron (PDGFRA, intron 1 of 22)	4843	PDGFRA	PDGFRA	NM_006206			PDGFRA			NA
TCF12_IP_R1_peak_9119	chr2	31360685	31360932	+	82	NA	intron (GALNT14, intron 1 of 15)	-intron (GALNT14, intron 1 of 15)	784	GALNT14	GALNT14	NM_024572			GALNT14			NA
TCF12_IP_R1_peak_3166	chr11	78127888	78128231	+	82	NA	intron (GAB2, intron 1 of 9)	-intron (GAB2, intron 1 of 9)	809	GAB2	GAB2	NM_080491			GAB2			NA
TCF12_IP_R1_peak_7359	chr17	78238486	78238748	+	82	NA	intron (RNF213, intron 2 of 16)	-intron (RNF213, intron 2 of 67)	3957	RNF213	RNF213	NM_001256071			RNF213			NA
TCF12_IP_R1_peak_610	chr1	47903424	47903587	+	82	NA	promoter-TSS (LINC01389)	-promoter-TSS (LINC01389)	-516	LINC01389	LINC01389	NR_126355			LINC01389			NA
TCF12_IP_R1_peak_2046	chr10	72865964	72866164	+	82	NA	Intergenic	Intergenic	-106228	UNC5B	UNC5B	NM_170744			UNC5B			NA
TCF12_IP_R1_peak_2506	chr11	561149	561621	+	82	NA	promoter-TSS (RASSF7)	-promoter-TSS (RASSF7)	-65	RASSF7	RASSF7	NM_003475			RASSF7			NA
TCF12_IP_R1_peak_3251	chr11	118306983	118307142	+	82	NA	promoter-TSS (KMT2A)	-promoter-TSS (KMT2A)	-143	KMT2A	KMT2A	NM_005933			KMT2A			NA
